Type,Chip,Disp,Electrolyte,Potential [V],Pulse #,IDSdep (10sp 30sd) [A],Std IDSdep [A]
Standard,1,3,MgCl2,0.1,44,4.033105149700599e-06,4.0557673284195545e-08
Standard,1,3,MgCl2,0.1,45,4.070986207584831e-06,3.9498616264229074e-08
Standard,1,3,MgCl2,0.1,46,4.084001676646707e-06,3.3117572380584174e-08
Standard,1,3,MgCl2,0.1,47,4.052878522954091e-06,4.007281162850904e-08
Standard,1,3,MgCl2,0.1,48,3.998745648702595e-06,3.771742982532535e-08
Standard,1,3,MgCl2,0.1,49,4.036650778443115e-06,3.837154924671163e-08
Standard,1,3,MgCl2,0.1,50,3.9682654491017965e-06,4.1617429647299206e-08
Standard,1,3,MgCl2,0.1,51,3.972548363273453e-06,3.988682861441565e-08
Standard,1,3,MgCl2,0.1,52,3.957130299401198e-06,3.592366539915126e-08
Standard,1,3,MgCl2,0.1,53,4.023658522954092e-06,3.8195623244214464e-08
Standard,1,3,MgCl2,0.1,54,4.077553532934131e-06,3.540171651902504e-08
Standard,1,3,MgCl2,0.1,55,3.980234011976048e-06,3.50334863762066e-08
Standard,1,3,MgCl2,0.1,56,3.996937345309382e-06,3.672147597167791e-08
Standard,1,3,MgCl2,0.1,57,3.959461976047904e-06,3.5553851080964753e-08
Standard,1,3,MgCl2,0.1,58,3.967171097804391e-06,3.4954113380150454e-08
Standard,1,3,MgCl2,0.1,59,3.977640459081836e-06,3.4470896907229075e-08
Standard,1,3,MgCl2,0.1,60,4.016972255489022e-06,3.5192755673612667e-08
Standard,1,3,MgCl2,0.1,61,3.865997085828343e-06,3.719490685955032e-08
Standard,1,3,MgCl2,0.1,62,3.9388562874251504e-06,3.396863853305316e-08
Standard,1,3,MgCl2,0.1,63,3.860477105788423e-06,3.4173587394459924e-08
Standard,1,3,MgCl2,0.1,64,3.9651485628742525e-06,3.698881411360112e-08
Standard,1,3,MgCl2,0.1,65,3.904067724550898e-06,3.3563270210335275e-08
Standard,1,3,MgCl2,0.1,66,3.865497624750499e-06,3.89231989505861e-08
Standard,1,3,MgCl2,0.1,67,3.88510373253493e-06,3.6543421485136265e-08
Standard,1,3,MgCl2,0.1,68,3.9964374051896215e-06,3.6450772996652463e-08
Standard,1,3,MgCl2,0.1,69,3.918130858283433e-06,3.78625388353961e-08
Standard,1,3,MgCl2,0.1,70,3.89923754491018e-06,3.71427115833036e-08
Standard,1,3,MgCl2,0.1,71,3.861785568862276e-06,3.4167133937831984e-08
Standard,1,3,MgCl2,0.1,72,3.907232714570859e-06,3.7986459500937546e-08
Standard,1,3,MgCl2,0.1,73,3.965957704590819e-06,3.337549872167543e-08
Standard,1,3,MgCl2,0.1,74,3.951062814371258e-06,3.441567651323262e-08
Standard,1,3,MgCl2,0.1,75,3.835018103792415e-06,3.561154790509964e-08
Standard,1,3,MgCl2,0.1,76,3.97357141716567e-06,3.9321511422980936e-08
Standard,1,3,MgCl2,0.1,77,3.857574011976048e-06,3.686729869236229e-08
Standard,1,3,MgCl2,0.1,78,3.9107307784431136e-06,4.5980281512761776e-08
Standard,1,3,MgCl2,0.1,79,3.931312974051897e-06,4.045929088525068e-08
Standard,1,3,MgCl2,0.1,80,3.869399820359281e-06,4.6265153463137495e-08
Standard,1,3,MgCl2,0.1,81,3.857716906187624e-06,4.3130338211161533e-08
Standard,1,3,MgCl2,0.1,82,3.928885928143713e-06,4.067259055662456e-08
Standard,1,3,MgCl2,0.1,83,3.740910778443114e-06,3.994795951225557e-08
Standard,1,3,MgCl2,0.1,84,3.915370698602794e-06,3.808752772904778e-08
Standard,1,3,MgCl2,0.1,85,3.851697145708583e-06,3.6836558982032164e-08
Standard,1,3,MgCl2,0.1,86,3.883009860279441e-06,3.9156676035900175e-08
Standard,1,3,MgCl2,0.1,87,3.902354610778442e-06,3.525327017594541e-08
Standard,1,3,MgCl2,0.1,88,3.876680578842315e-06,3.946497309088497e-08
Standard,1,3,MgCl2,0.1,89,3.8642124750499e-06,4.033030148488697e-08
Standard,1,3,MgCl2,0.1,90,3.860477165668662e-06,3.618525093391654e-08
Standard,1,3,MgCl2,0.1,91,3.882296067864271e-06,3.8097137324310666e-08
Standard,1,3,MgCl2,0.1,92,3.923603373253493e-06,3.958408388226775e-08
Standard,1,3,MgCl2,0.1,93,3.9335256686626754e-06,4.0410805047684935e-08
Standard,1,3,MgCl2,0.1,94,3.93828499001996e-06,3.5868336078634855e-08
Standard,1,3,MgCl2,0.1,95,3.917297904191617e-06,3.698119980474953e-08
Standard,1,3,MgCl2,0.1,96,3.893003113772455e-06,3.4529428415266785e-08
Standard,1,3,MgCl2,0.1,97,3.898785648702596e-06,4.1045740195888114e-08
Standard,1,3,MgCl2,0.1,98,3.900641776447106e-06,4.5845612747982e-08
Standard,1,3,MgCl2,0.1,99,3.819932175648703e-06,4.1901330621557785e-08
Standard,1,3,MgCl2,0.1,100,3.954417664670659e-06,3.856523599740225e-08
