Type,Electrolyte,Potential [V],Period [s],Pulses #,IDSant (2-3s) [A],IDSant (2-3s) [A],"IDSdep (+3, +4s) [A]","IDSdep (+3, +4s) [A]",delIDS [A],delIDS [A],RatioIDS,RatioIDS
,,,,,mean,std,mean,std,mean,std,mean,std
Standard,KCl,-0.8,0.125,50,7.536419054726368e-06,3.1062910615182803e-06,7.491721873963515e-06,2.9826500544566466e-06,-4.4697180762852944e-08,1.357228997602276e-07,0.9979882743647357,0.018257179219300146
Standard,KCl,-0.8,0.15,10,7.731979751243781e-06,3.318645821726322e-06,7.533650547263682e-06,3.0984632628264835e-06,-1.9832920398009973e-07,2.205549134303937e-07,0.9789103163386406,0.015941104087717005
Standard,KCl,-0.8,0.15,20,7.483358905472636e-06,3.0882011919892143e-06,7.420750398009951e-06,2.9668708636226673e-06,-6.260850746268608e-08,1.215506798099687e-07,0.9949234563279425,0.012314501000303563
Standard,KCl,-0.8,0.15,50,7.459873001658374e-06,3.0588087299463074e-06,7.4223112935323385e-06,2.9045796541463133e-06,-3.7561708126034964e-08,1.554043600953514e-07,0.9995974536446747,0.01695982925308126
Standard,KCl,-0.8,0.25,10,6.977222868988391e-06,2.7413914440340342e-06,7.073380829187397e-06,2.8046932302609635e-06,9.615796019900532e-08,7.434709898492689e-08,1.0131026182432663,0.007105755615726717
Standard,KCl,-0.8,0.25,20,7.087258059701493e-06,2.8152838899046903e-06,7.2049246102819234e-06,2.808959441141618e-06,1.176665505804316e-07,6.415276137704834e-08,1.0188006454040417,0.014937394497604407
Standard,KCl,-0.8,0.25,50,7.291002139303482e-06,2.974091222710602e-06,7.299423366500831e-06,2.879059862303777e-06,8.421227197347481e-09,9.768650763981062e-08,1.0046820506706255,0.014182468108677848
Standard,KCl,-0.5,0.105,10,8.155181608623548e-06,3.465965103880892e-06,8.074362454394693e-06,3.446987842827133e-06,-8.081915422885527e-08,1.9292599575580716e-08,0.989583967419844,0.001950755733526216
Standard,KCl,-0.5,0.105,20,7.776045555555555e-06,3.2412776439676493e-06,7.788716915422886e-06,3.264540285760364e-06,1.2671359867330548e-08,2.3266805429219024e-08,1.001041068772284,0.002127574289006036
Standard,KCl,-0.5,0.105,50,7.724567412935323e-06,3.2377871415470795e-06,7.82574520729685e-06,3.2441904420293913e-06,1.0117779436152577e-07,3.022442082191669e-08,1.014171114415213,0.005850045979513102
Standard,KCl,-0.5,0.11,10,8.142155456053069e-06,3.558380954976848e-06,8.042318341625206e-06,3.52030056397059e-06,-9.983711442786151e-08,4.0304957235930094e-08,0.9876179020332175,0.002068276394160359
Standard,KCl,-0.5,0.11,20,7.793580978441127e-06,3.2892450259005717e-06,7.813684892205639e-06,3.273380547167225e-06,2.0103913764511753e-08,4.816873851802056e-08,1.0036298399658972,0.008791967762322366
Standard,KCl,-0.5,0.11,50,7.751672288557214e-06,3.2317767728844703e-06,7.79666456053068e-06,3.261140002604686e-06,4.499227197346562e-08,2.936641731438822e-08,1.005455728713832,0.0012577101899619643
Standard,KCl,-0.5,0.125,10,8.060346268656715e-06,3.489905557889872e-06,8.017012072968493e-06,3.4277676855407717e-06,-4.333419568822415e-08,7.215858139064807e-08,0.9962457135718319,0.00868833289396417
Standard,KCl,-0.5,0.125,20,7.743406185737977e-06,3.2614500528394513e-06,7.745205870646766e-06,3.256610932677066e-06,1.7996849087902381e-09,1.2574250627687328e-08,1.0003641033479374,0.00189612082450599
Standard,KCl,-0.5,0.125,50,7.723953897180763e-06,3.315671056303086e-06,7.776261393034825e-06,3.2955219875131587e-06,5.2307495854063415e-08,2.6128529051804096e-08,1.0081519134531118,0.005232955494135569
Standard,KCl,-0.5,0.15,10,8.033915704809287e-06,3.5372045906441268e-06,7.921980099502488e-06,3.471338314401241e-06,-1.1193560530679903e-07,7.061223309349188e-08,0.986770233340502,0.005022986048009282
Standard,KCl,-0.5,0.15,20,7.695168126036484e-06,3.176224917877e-06,7.645211293532337e-06,3.233202127031827e-06,-4.99568325041466e-08,7.827463138244356e-08,0.991213219208618,0.011201499252023562
Standard,KCl,-0.5,0.15,50,7.65290311774461e-06,3.2260074500007194e-06,7.655512371475954e-06,3.2383583123514134e-06,2.60925373134369e-09,2.5957823766738803e-08,0.9998487123188237,0.004423906848972961
Standard,KCl,-0.5,0.25,10,6.964291194029851e-06,2.7916558933942183e-06,7.089511625207297e-06,2.8000439455159476e-06,1.252204311774457e-07,3.099437636566176e-08,1.0196613552969263,0.008911260600285168
Standard,KCl,-0.5,0.25,20,7.210562056384742e-06,2.885542689130685e-06,7.2656576451077936e-06,2.920636988436868e-06,5.509558872305069e-08,4.576932251258593e-08,1.0070523082543763,0.005874378295561582
Standard,KCl,-0.5,0.25,50,7.469954394693201e-06,3.1282102730244914e-06,7.4768344776119395e-06,3.1089754289058874e-06,6.880082918740199e-09,2.0549641472305204e-08,1.0017252456511077,0.003319952160560848
Standard,KCl,0.5,0.105,10,7.904976434494196e-06,3.340491262236261e-06,7.914803731343284e-06,3.269968107042299e-06,9.827296849087513e-09,7.069010740066894e-08,1.00367270223695,0.008633119417715848
Standard,KCl,0.5,0.105,20,7.601875140961858e-06,3.1238369389085458e-06,7.609090663349917e-06,3.046152808484827e-06,7.2155223880601275e-09,7.930441436732928e-08,1.0035509410234351,0.009604237748691626
Standard,KCl,0.5,0.105,50,7.585684112769485e-06,3.0835381267160467e-06,7.496901525704808e-06,2.950941178001043e-06,-8.878258706467669e-08,1.336464667162526e-07,0.9914093369857749,0.011543332855502662
Standard,KCl,0.5,0.11,10,7.917671625207296e-06,3.412693838109387e-06,7.927672338308458e-06,3.3674040022261854e-06,1.0000713101162259e-08,6.696239871615687e-08,1.0027025826406495,0.008807759297307186
Standard,KCl,0.5,0.11,20,7.628723930348259e-06,3.1776141434279046e-06,7.595629004975124e-06,3.1133969430205297e-06,-3.309492537313425e-08,7.053090810814311e-08,0.9972258709048353,0.0069214277985298065
Standard,KCl,0.5,0.11,50,7.549980547263681e-06,3.093332545424046e-06,7.491068822553897e-06,2.9654306374264892e-06,-5.891172470978385e-08,1.2897820328994907e-07,0.9955759940436875,0.012424355686916806
Standard,KCl,0.5,0.125,10,7.84450422885572e-06,3.3823053581176753e-06,7.845293946932006e-06,3.3466689429991917e-06,7.897180762845953e-10,4.034853648423099e-08,1.0012288127886178,0.00466302031920894
Standard,KCl,0.5,0.125,20,7.563819817578774e-06,3.17377116487801e-06,7.567733333333333e-06,3.113461289615315e-06,3.9135157545604666e-09,6.077861773993932e-08,1.002607921048053,0.007474425184189724
Standard,KCl,0.5,0.125,50,7.530960082918739e-06,3.1891726690821768e-06,7.4501079436152565e-06,3.013502298967812e-06,-8.08521393034828e-08,1.7910597637534881e-07,0.9940231852098558,0.017147310507074607
Standard,KCl,0.5,0.15,10,7.774224378109451e-06,3.3458903961427694e-06,7.812301990049752e-06,3.2793586402994094e-06,3.8077611940299074e-08,6.748792479458232e-08,1.0076872621652615,0.009727246823943839
Standard,KCl,0.5,0.15,20,7.428736550580431e-06,3.118167180885436e-06,7.498402205638475e-06,3.0700571726341593e-06,6.966565505804376e-08,4.974212643777583e-08,1.0121502430686808,0.010548549360496772
Standard,KCl,0.5,0.15,50,7.4181401990049755e-06,3.11299682877697e-06,7.446075257048094e-06,2.983913164330599e-06,2.7935058043118017e-08,1.290862309841394e-07,1.008700362069355,0.017853603497415188
Standard,KCl,0.5,0.25,10,6.9823233167495855e-06,2.749456893464255e-06,7.055330646766169e-06,2.7648263202142074e-06,7.30073300165836e-08,1.656504351436634e-08,1.010956385967787,0.002353346949277157
Standard,KCl,0.5,0.25,20,7.075397313432837e-06,2.8534706871222408e-06,7.135516533996683e-06,2.7878353861887842e-06,6.011922056384645e-08,6.563608816944696e-08,1.0116771363965185,0.011965640676667348
Standard,KCl,0.5,0.25,50,7.2718462354892205e-06,3.011586858011127e-06,7.277775207296849e-06,2.9495935032219963e-06,5.928971807628243e-09,6.238658785191192e-08,1.003122896044635,0.00870492127206633
Standard,KCl,0.8,0.105,10,7.519496932006632e-06,3.0968722471430437e-06,7.775552520729685e-06,3.2092081846645936e-06,2.5605558872305275e-07,1.1479249270402807e-07,1.0339346819394402,0.0040206645777305745
Standard,KCl,0.8,0.105,20,7.278013897180763e-06,2.9229161231723426e-06,7.733660431177445e-06,3.1488571195194853e-06,4.5564653399668297e-07,2.2984271724716803e-07,1.0613574498172575,0.008374085487841932
Standard,KCl,0.8,0.105,50,7.230883366500829e-06,2.82862783675523e-06,8.121690182421228e-06,3.3518768944182067e-06,8.908068159203974e-07,5.297492144715784e-07,1.117810745224803,0.02421239696559685
Standard,KCl,0.8,0.11,10,7.46427983416252e-06,3.0995062885893326e-06,7.78213368159204e-06,3.25477160506894e-06,3.1785384742951906e-07,1.5705288191565608e-07,1.0416766580252508,0.0056280954228052765
Standard,KCl,0.8,0.11,20,7.257057446102818e-06,2.8975666531211287e-06,7.763413101160863e-06,3.1993350868033193e-06,5.06355655058044e-07,3.100229546962876e-07,1.066777366959964,0.015912172388286155
Standard,KCl,0.8,0.11,50,7.19021887230514e-06,2.8203797220985418e-06,8.116313233830848e-06,3.38281429556836e-06,9.260943615257061e-07,5.722404978130308e-07,1.1226938272287201,0.028842283428986214
Standard,KCl,0.8,0.125,10,7.4320758043117745e-06,3.071643782237419e-06,7.764600547263681e-06,3.2279415996976408e-06,3.3252474295190575e-07,1.5636450125208566e-07,1.044070260209974,0.0026950268040199536
Standard,KCl,0.8,0.125,20,7.210303366500829e-06,2.9516624821285674e-06,7.750897097844112e-06,3.2718131948200714e-06,5.405937313432831e-07,3.201797929628042e-07,1.0715378530691244,0.012632223889627483
Standard,KCl,0.8,0.125,50,7.15394087893864e-06,2.7969845692705613e-06,8.11781728026534e-06,3.510471298130881e-06,9.638764013267002e-07,7.192180952371734e-07,1.1238665633990552,0.043266833987144676
Standard,KCl,0.8,0.15,10,7.368577694859037e-06,3.004376899219239e-06,7.696375754560532e-06,3.1859218123984928e-06,3.2779805970149464e-07,1.860246331294996e-07,1.043064979158097,0.008220603095536863
Standard,KCl,0.8,0.15,20,7.174284643449419e-06,2.8530770336998845e-06,7.724822819237147e-06,3.195927208983887e-06,5.505381757877284e-07,3.435971059993078e-07,1.072609431527975,0.015694475296873532
Standard,KCl,0.8,0.15,50,7.11910625207297e-06,2.7798316170757886e-06,8.142646998341626e-06,3.512971732436662e-06,1.0235407462686573e-06,7.367671030348894e-07,1.1328552926281235,0.04273083492908182
Standard,KCl,0.8,0.25,10,6.924063532338309e-06,2.6672260869717743e-06,7.325302023217246e-06,2.9365553034300367e-06,4.012384908789383e-07,2.7474663165786026e-07,1.0542856572716828,0.016395478350115476
Standard,KCl,0.8,0.25,20,6.97326968490879e-06,2.6481105086779136e-06,7.595133946932007e-06,3.1430367764547125e-06,6.21864262023217e-07,5.000496216743803e-07,1.080834632242065,0.03417009305643008
Standard,KCl,0.8,0.25,50,7.047463084577115e-06,2.7804993484324997e-06,8.025689734660032e-06,3.5132429658582565e-06,9.782266500829185e-07,7.361919442110264e-07,1.1272220299601206,0.04475130190445856
Standard,MgCl2,-0.8,0.105,10,9.087444610281923e-06,3.0082009601047296e-06,8.891334543946932e-06,3.050404095450659e-06,-1.9611006633499124e-07,4.4201057845109555e-08,0.9751548450153259,0.014806786247953589
Standard,MgCl2,-0.8,0.105,20,8.67206960199005e-06,2.931731484771411e-06,8.547385456053069e-06,3.0082626353605948e-06,-1.246841459369819e-07,7.729727052998752e-08,0.981709542791055,0.017401063869601486
Standard,MgCl2,-0.8,0.105,50,8.5377967827529e-06,2.9406805392898867e-06,8.533942106135986e-06,3.044721835000449e-06,-3.854676616915128e-09,1.105538154088333e-07,0.9960474443219497,0.015369397225525645
Standard,MgCl2,-0.8,0.11,10,9.101004742951906e-06,3.064205242177658e-06,8.86968671641791e-06,3.1002949759008173e-06,-2.3131802653399643e-07,4.7230079165679964e-08,0.9710787213559037,0.015646082991553362
Standard,MgCl2,-0.8,0.11,20,8.658568988391375e-06,2.9550231807503165e-06,8.553789386401327e-06,3.0296212742998442e-06,-1.0477960199005021e-07,7.683787199563344e-08,0.984247979269839,0.016047601486024018
Standard,MgCl2,-0.8,0.11,50,8.5710688225539e-06,2.943931112599397e-06,8.510457014925373e-06,3.000886575850296e-06,-6.061180762852448e-08,5.943621100172378e-08,0.9901837118566892,0.012485153696855884
Standard,MgCl2,-0.8,0.125,10,9.05913625207297e-06,2.9790862664941166e-06,8.841833366500828e-06,3.0110462755287035e-06,-2.173028855721395e-07,3.202135180688462e-08,0.9728402752129894,0.0145682416796392
Standard,MgCl2,-0.8,0.125,20,8.669757280265339e-06,2.90568606705919e-06,8.49835648424544e-06,3.0001672264341154e-06,-1.7140079601989878e-07,1.0355087990777845e-07,0.9754154476098789,0.02160569621802457
Standard,MgCl2,-0.8,0.125,50,8.55550912106136e-06,2.944804301807623e-06,8.449507097844111e-06,3.0442536529503153e-06,-1.0600202321724787e-07,1.0408999790671308e-07,0.9830432512917869,0.019909666675466647
Standard,MgCl2,-0.8,0.15,10,9.005817263681593e-06,2.923228438458066e-06,8.77117752902156e-06,3.014020493038347e-06,-2.3463973466003354e-07,9.385800573803443e-08,0.9689877137282994,0.022919701658211583
Standard,MgCl2,-0.8,0.15,20,8.616321094527362e-06,2.867079900942489e-06,8.445218092868988e-06,2.9580032528032983e-06,-1.7110300165837375e-07,1.0304451441797381e-07,0.9755197350892587,0.020966767223402367
Standard,MgCl2,-0.8,0.15,50,8.574132039800995e-06,2.849798119545712e-06,8.41981424543947e-06,2.942275535016666e-06,-1.543177943615253e-07,9.900095166909386e-08,0.9771654947767128,0.02288245542923758
Standard,MgCl2,-0.8,0.25,10,7.70544646766169e-06,2.6487241687555646e-06,7.826652205638476e-06,2.7226497137802705e-06,1.212057379767843e-07,7.413815935978318e-08,1.0144762092041628,0.0056646228538303695
Standard,MgCl2,-0.8,0.25,20,8.010092703150913e-06,2.6981822237653606e-06,8.033975356550582e-06,2.7855371763360955e-06,2.3882653399669774e-08,9.457255844087683e-08,1.000339934056054,0.012022761095667654
Standard,MgCl2,-0.8,0.25,50,8.31167527363184e-06,2.793614919299347e-06,8.172162703150912e-06,2.8389315138103915e-06,-1.3951257048092984e-07,4.6587180879796066e-08,0.9800212988456467,0.014613809742001344
Standard,MgCl2,-0.5,0.105,10,9.474270248756219e-06,3.103518052809137e-06,9.450408524046435e-06,3.125458587999892e-06,-2.3861724709784632e-08,3.9801321893226564e-08,0.9967424267026553,0.004328460829346402
Standard,MgCl2,-0.5,0.105,20,8.988560281923715e-06,3.0002755771366875e-06,9.046877645107796e-06,3.0796312873753366e-06,5.8317363184080084e-08,7.988027891840879e-08,1.0046302950981176,0.00834989863517676
Standard,MgCl2,-0.5,0.105,50,8.953706932006632e-06,3.039942506268547e-06,9.09444119402985e-06,3.193511488717972e-06,1.4073426202321767e-07,1.5362848898031266e-07,1.012255584586176,0.015494344434694428
Standard,MgCl2,-0.5,0.11,10,9.467254378109452e-06,3.097901743556534e-06,9.407707147595358e-06,3.174126014312715e-06,-5.9547230514095534e-08,7.772084705490784e-08,0.9909541544179937,0.012634367362421224
Standard,MgCl2,-0.5,0.11,20,8.968968175787728e-06,3.013901325825463e-06,9.031594825870644e-06,3.1028832330008517e-06,6.262665008291797e-08,8.940506538429085e-08,1.004843034031106,0.009558086552968904
Standard,MgCl2,-0.5,0.11,50,8.929746384742952e-06,3.053271958632525e-06,9.040074859038142e-06,3.1965349105336134e-06,1.1032847429518976e-07,1.4474294352735694e-07,1.0089615238501304,0.014888434685188108
Standard,MgCl2,-0.5,0.125,10,9.44099927031509e-06,3.084865104076028e-06,9.438608938640133e-06,3.154549099380671e-06,-2.3903316749575707e-09,6.996275657365176e-08,0.9976687216754413,0.009718403383402624
Standard,MgCl2,-0.5,0.125,20,8.953806169154228e-06,2.957891630385745e-06,9.010522570480928e-06,3.042298200629457e-06,5.671640132669983e-08,8.44520947326708e-08,1.0042937820572682,0.009313052094915298
Standard,MgCl2,-0.5,0.125,50,8.937494792703152e-06,2.97153364854759e-06,9.053874759535654e-06,3.1467151946169404e-06,1.1637996683250362e-07,1.7534391983237749e-07,1.008733940223642,0.019423316061417006
Standard,MgCl2,-0.5,0.15,10,9.391595389718075e-06,2.9987324298000624e-06,9.361821326699835e-06,3.0708206651408897e-06,-2.9774063018241443e-08,7.319525093697717e-08,0.9944736599879986,0.011390251776012961
Standard,MgCl2,-0.5,0.15,20,8.863598374792703e-06,2.9305333706561946e-06,8.940183615257046e-06,3.0122934382157207e-06,7.658524046434467e-08,8.182335268802277e-08,1.0068827693129296,0.008010928047369826
Standard,MgCl2,-0.5,0.15,50,8.909958540630183e-06,2.935077706166858e-06,9.016965008291874e-06,3.046535879036097e-06,1.0700646766169298e-07,1.1150184610211243e-07,1.009628207982632,0.010993854323546586
Standard,MgCl2,-0.5,0.25,10,7.724208192371475e-06,2.6688331846761257e-06,7.873091857379768e-06,2.7277400385759874e-06,1.488836650082918e-07,6.191890725395353e-08,1.019103163048633,0.002262558342779436
Standard,MgCl2,-0.5,0.25,20,8.16028064676617e-06,2.7223565515814733e-06,8.246297230514095e-06,2.797191702513056e-06,8.601658374792667e-08,7.521613410856505e-08,1.0089826073022412,0.007007488623704261
Standard,MgCl2,-0.5,0.25,50,8.62539543946932e-06,2.858576852850512e-06,8.628341791044775e-06,2.943542178064925e-06,2.946351575455796e-09,1.074419991599263e-07,0.9979014949498642,0.012317058355421687
Standard,MgCl2,0.5,0.105,10,9.116919170812604e-06,3.0538569116632113e-06,9.090309237147595e-06,3.0090719967584394e-06,-2.6609933665008058e-08,4.5307527575223525e-08,0.9981767458671905,0.0049056910565384165
Standard,MgCl2,0.5,0.105,20,8.678139684908789e-06,2.9491473773221348e-06,8.632096351575455e-06,2.928366727957067e-06,-4.604333333333362e-08,2.953828305638505e-08,0.9947732093477581,0.002128232986410737
Standard,MgCl2,0.5,0.105,50,8.588960928689885e-06,2.9965891253042264e-06,8.40405784411277e-06,2.8966089788525366e-06,-1.8490308457711633e-07,1.0174272137434476e-07,0.9798156376158663,0.0063687710181452376
Standard,MgCl2,0.5,0.11,10,9.11494215588723e-06,3.0627144029287948e-06,9.10112374792703e-06,3.040870972050516e-06,-1.3818407960199524e-08,2.7369685767783865e-08,0.9990963244067159,0.0033504108313755425
Standard,MgCl2,0.5,0.11,20,8.664695688225538e-06,2.9453910549292796e-06,8.611279253731343e-06,2.8906753163620832e-06,-5.3416434494195754e-08,6.335336731137728e-08,0.9949223367152037,0.005455302570561955
Standard,MgCl2,0.5,0.11,50,8.608691210613599e-06,2.9723832049755776e-06,8.449546451077943e-06,2.905827390546501e-06,-1.591447595356553e-07,6.898243559073538e-08,0.9820017572929053,0.0030134748200612614
Standard,MgCl2,0.5,0.125,10,9.095943399668325e-06,3.004228623504981e-06,9.085823233830846e-06,2.943609285657243e-06,-1.01201658374793e-08,6.065809928229149e-08,1.0006413967294578,0.008009487240893069
Standard,MgCl2,0.5,0.125,20,8.67598552238806e-06,2.9255663656050977e-06,8.60586175787728e-06,2.8795809739938596e-06,-7.012376451077956e-08,5.003209543646914e-08,0.9927484219963686,0.004461172792639858
Standard,MgCl2,0.5,0.125,50,8.630634228855722e-06,2.968205699007439e-06,8.468544643449421e-06,2.857175671479617e-06,-1.6208958540630148e-07,1.1618394000641458e-07,0.9832781283979531,0.010134199881392286
Standard,MgCl2,0.5,0.15,10,9.062200812603648e-06,2.9176328580326444e-06,9.012460912106136e-06,2.894271791773865e-06,-4.9739900497511335e-08,2.7068510688514406e-08,0.9946778236081917,0.001467786207944328
Standard,MgCl2,0.5,0.15,20,8.604064129353233e-06,2.921461236476715e-06,8.552229767827528e-06,2.834404294498152e-06,-5.183436152570504e-08,8.706667487585196e-08,0.9963111827762718,0.010439843340287495
Standard,MgCl2,0.5,0.15,50,8.609579883913765e-06,2.8749551510627216e-06,8.491715837479269e-06,2.762152901236402e-06,-1.1786404643449444e-07,1.1391730786854654e-07,0.9887952800743024,0.01159631074323918
Standard,MgCl2,0.5,0.25,10,7.657328656716418e-06,2.654367683015854e-06,7.714460464344942e-06,2.6464134807668193e-06,5.713180762852414e-08,2.923067990320455e-08,1.0083827856612786,0.0048185027189871
Standard,MgCl2,0.5,0.25,20,8.018792752902157e-06,2.722787127456469e-06,7.980951890547264e-06,2.6356916703688927e-06,-3.7840862354891926e-08,8.96098738145154e-08,0.9980665198950794,0.01294727359466933
Standard,MgCl2,0.5,0.25,50,8.349493499170811e-06,2.8511620708974104e-06,8.215022388059702e-06,2.754596028459155e-06,-1.3447111111111076e-07,9.804350824487712e-08,0.9855742694689867,0.007413960688309648
Standard,MgCl2,0.8,0.105,10,8.573144643449418e-06,2.964362967723584e-06,9.001785190713102e-06,2.9693292763939796e-06,4.286405472636825e-07,6.1854292481846355e-09,1.0549950930862086,0.021939054866965894
Standard,MgCl2,0.8,0.105,20,8.155201077943615e-06,2.8602003445877584e-06,8.919980116086234e-06,2.959553835487513e-06,7.647790381426206e-07,1.0583134490086897e-07,1.0998817493368929,0.026107338828623896
Standard,MgCl2,0.8,0.105,50,7.99277529021559e-06,2.82828157871939e-06,9.349487479270317e-06,3.0369764693404547e-06,1.356712189054727e-06,2.0884683919374885e-07,1.1801950050681727,0.04461266067785078
Standard,MgCl2,0.8,0.11,10,8.555510414593698e-06,2.9845204219612573e-06,8.991761459369817e-06,2.9911134921293265e-06,4.3625104477612023e-07,1.8115297077220204e-08,1.0560588971446168,0.021828240980011644
Standard,MgCl2,0.8,0.11,20,8.112934560530681e-06,2.882532452627938e-06,8.897245655058042e-06,2.95831878462615e-06,7.843110945273631e-07,8.141603844284816e-08,1.1042484370035646,0.03200252929461893
Standard,MgCl2,0.8,0.11,50,7.998883814262023e-06,2.8148833430204548e-06,9.359251326699833e-06,2.9899721585503505e-06,1.3603675124378108e-06,1.7712047566711313e-07,1.1814368722544824,0.04861808149950588
Standard,MgCl2,0.8,0.125,10,8.511425456053067e-06,2.89026556522693e-06,8.983143731343285e-06,2.8850610166503584e-06,4.717182752902165e-07,1.6424624888817426e-08,1.0611765368558055,0.02589124024956217
Standard,MgCl2,0.8,0.125,20,8.103838507462688e-06,2.8274396249290935e-06,8.920987711442787e-06,2.9237758745976027e-06,8.171492039800993e-07,1.0664719838340306e-07,1.108136282523705,0.0327627305067108
Standard,MgCl2,0.8,0.125,50,7.990896699834165e-06,2.85192733325282e-06,9.397169402985075e-06,3.0092392244573693e-06,1.4062727031509116e-06,1.5734653965421506e-07,1.1894803175537436,0.05720764714153282
Standard,MgCl2,0.8,0.15,10,8.431655124378109e-06,2.8865426368085123e-06,8.902307396351575e-06,2.891931317477908e-06,4.706522719734665e-07,2.4566120131719614e-08,1.061106795488391,0.023176950683043655
Standard,MgCl2,0.8,0.15,20,8.081342835820896e-06,2.8050911161694307e-06,8.929074660033166e-06,2.8920546444920415e-06,8.477318242122713e-07,8.714496192580727e-08,1.112549786128536,0.03350478006862019
Standard,MgCl2,0.8,0.15,50,7.903338905472637e-06,2.789081206370216e-06,9.397625489220563e-06,2.946345812164017e-06,1.494286583747926e-06,1.5729326641281063e-07,1.2033807905572271,0.061512967495783506
Standard,MgCl2,0.8,0.25,10,7.556109900497512e-06,2.6283541275363906e-06,8.221844129353232e-06,2.7022889948198864e-06,6.657342288557208e-07,7.393969425019347e-08,1.0943201098361517,0.027067120726575716
Standard,MgCl2,0.8,0.25,20,7.730653532338308e-06,2.6684389631219636e-06,8.662107164179104e-06,2.7841554191503023e-06,9.314536318407954e-07,1.227354323839134e-07,1.1281197559734173,0.03316313557882399
Standard,MgCl2,0.8,0.25,50,7.769044378109453e-06,2.70066785014794e-06,9.33746648424544e-06,2.902246728083021e-06,1.5684221061359863e-06,2.0987478867603988e-07,1.2146835019967577,0.05525697858246783
