Type	Chip	Disp	Electrolyte	Potential [V]	Width [s]	VDS [V]	IDSant (5sp 1sa) [A]	Std IDSant [A]	IDSdep (5sp 10sd) [A]	Std IDSdep [A]	delIDS [A]	Std del IDS [A]	RatioIDS	Std RazIDS
Standard	1	2	MgCl2	0.5	0.01	0.05	3.3230138504598155e-06	2.6822489574312135e-07	3.307494222311076e-06	2.068905130985121e-07	-1.5519628148739564e-08	3.387451536281721e-07	0.995329652885259	0.1016408961537215
Standard	1	2	MgCl2	-0.5	0.01	0.05	3.3207307357057174e-06	2.000079839160897e-07	3.339472395041983e-06	2.082694903595373e-07	1.874165933626568e-08	2.887548687811171e-07	1.0056438358987525	0.0871910178423391
Standard	1	2	MgCl2	0.6	0.01	0.05	3.312985209916034e-06	2.455836033207534e-07	3.306545601759296e-06	2.0469449003235893e-07	-6.439608156737681e-09	3.197047707958276e-07	0.9980562520661236	0.0963898764534639
Standard	1	2	MgCl2	-0.6	0.01	0.05	3.2663978688524587e-06	2.024791073782589e-07	3.2825465373850464e-06	2.021487966971001e-07	1.6148668532587723e-08	2.8611523016222325e-07	1.0049438767660783	0.0878106487946417
Standard	1	2	MgCl2	0.7	0.01	0.05	3.262932586965214e-06	2.2247456040218374e-07	3.308976545381846e-06	2.063053965773573e-07	4.604395841663272e-08	3.034087122728772e-07	1.01411121964351	0.0936942807767292
Standard	1	2	MgCl2	-0.7	0.01	0.05	3.237837113154738e-06	2.1173999194687522e-07	3.250959288284686e-06	2.035362757844725e-07	1.3122175129947986e-08	2.9370195734770924e-07	1.0040527595031372	0.0909005625163639
Standard	1	2	MgCl2	0.8	0.01	0.05	3.2539476889244307e-06	2.0975846663535906e-07	3.2475845341863257e-06	2.1227677377309365e-07	-6.363154738104952e-09	2.9842929314785805e-07	0.998044481550898	0.0916244373228301
Standard	1	2	MgCl2	-0.8	0.01	0.05	3.2227035985605755e-06	2.034346885749928e-07	3.238142139144342e-06	2.0799549291679814e-07	1.543854058376657e-08	2.9094294559123813e-07	1.0047905555418322	0.090490859499659
Standard	1	2	MgCl2	0.1	0.1	0.05	3.8045134131736528e-06	6.041989898474623e-08	3.820051117764472e-06	5.991327847771396e-08	1.553770459081869e-08	8.508915989287378e-08	1.0040840188753224	0.0224114212648284
Standard	1	2	MgCl2	-0.1	0.1	0.05	3.7804099401197606e-06	5.8493677307863006e-08	3.805798163672655e-06	6.06463265418538e-08	2.538822355289436e-08	8.425845481622345e-08	1.0067157329377063	0.0223604415811914
Standard	1	2	MgCl2	0.2	0.1	0.05	3.8149829341317365e-06	6.009762989647466e-08	3.805821976047904e-06	5.870427514830092e-08	-9.16095808383243e-09	8.401141017660081e-08	0.9975986896292848	0.0219943936200323
Standard	1	2	MgCl2	-0.2	0.1	0.05	3.822359121756487e-06	6.10205155175467e-08	3.844844770459081e-06	6.43610579947005e-08	2.2485648702594163e-08	8.868962228031167e-08	1.0058826625092885	0.0232675622236042
Standard	1	2	MgCl2	0.3	0.1	0.05	3.869233493013972e-06	6.235976242076664e-08	3.822311477045908e-06	6.575244109091299e-08	-4.692201596806407e-08	9.062076736923188e-08	0.9878730461594568	0.0232867940332751
Standard	1	2	MgCl2	-0.3	0.1	0.05	3.784145469061876e-06	6.399947727622103e-08	3.831971996007984e-06	6.208918268110775e-08	4.78265269461075e-08	8.916837835038553e-08	1.012638659728365	0.0237175607711211
Standard	1	2	MgCl2	0.4	0.1	0.05	3.806869021956088e-06	6.571220743546458e-08	3.796232934131737e-06	6.180053548937636e-08	-1.0636087824351193e-08	9.020754066493109e-08	0.9972060799142268	0.0236608844092286
Standard	1	2	MgCl2	-0.4	0.1	0.05	3.824000978043912e-06	6.762358213849317e-08	3.81750500998004e-06	6.376554818591217e-08	-6.495968063871841e-09	9.294618871525296e-08	0.9983012640161	0.0242841581228114
Standard	1	2	MgCl2	0.5	0.1	0.05	3.838729540918164e-06	7.26172549191226e-08	3.834589081836328e-06	6.158582882088462e-08	-4.140459081836095e-09	9.521596517152016e-08	0.9989213985935448	0.0247884729488077
Standard	1	2	MgCl2	-0.5	0.1	0.05	3.821193253493014e-06	6.524170183857565e-08	3.804846646706587e-06	6.672242729647158e-08	-1.6346606786426927e-08	9.331860459268848e-08	0.9957221198452908	0.0243703178854275
Standard	1	2	MgCl2	0.6	0.1	0.05	3.789070978043913e-06	6.410241140270397e-08	3.825951916167664e-06	6.38685104971218e-08	3.688093812375163e-08	9.048925781971288e-08	1.0097335041590567	0.0239985799638678
Standard	1	2	MgCl2	-0.6	0.1	0.05	3.815197065868263e-06	6.23817195657002e-08	3.808629920159681e-06	6.988778539912126e-08	-6.567145708582241e-09	9.367914113593957e-08	0.9982786876810812	0.0245354747375902
Standard	1	2	MgCl2	0.7	0.1	0.05	3.7715584431137728e-06	6.60255628160128e-08	3.8490558882235525e-06	6.575315862724379e-08	7.749744510977975e-08	9.318182663282973e-08	1.020547857411908	0.0249626240203675
Standard	1	2	MgCl2	-0.7	0.1	0.05	3.837349481037924e-06	5.8896882618099056e-08	3.853220119760479e-06	6.366938739131723e-08	1.5870638722555246e-08	8.67331175094944e-08	1.0041358335489063	0.0226455036936239
Standard	1	2	MgCl2	0.8	0.1	0.05	3.836040698602794e-06	6.04870309612811e-08	3.917607005988024e-06	6.048153577595368e-08	8.156630738523064e-08	8.553769393857274e-08	1.0212631496362743	0.0225367682289546
Standard	1	2	MgCl2	-0.8	0.1	0.05	3.8949549101796405e-06	6.27228263126106e-08	3.875396127744512e-06	6.043245482499995e-08	-1.9558782435128845e-08	8.709899274284162e-08	0.9949784316157264	0.0223038396168117
Standard	1	2	MgCl2	0.1	1.0	0.05	3.8127916e-06	2.6422212158465003e-08	3.8104078e-06	2.05434135917086e-08	-2.3838000000002837e-09	3.3468868181444884e-08	0.9993747888030386	0.0087746281024981
Standard	1	2	MgCl2	-0.1	1.0	0.05	3.863810400000001e-06	1.936171785261017e-08	3.8101688e-06	2.3584636701177525e-08	-5.3641600000000354e-08	3.0514114873786094e-08	0.9861169171240908	0.0078534567301931
Standard	1	2	MgCl2	0.2	1.0	0.05	3.8349638e-06	2.32555607473454e-08	3.8135072e-06	2.3504537906627306e-08	-2.1456599999999824e-08	3.3064851547792434e-08	0.9944050058569002	0.0085981170025965
Standard	1	2	MgCl2	-0.2	1.0	0.05	3.811123200000001e-06	1.9454461262661762e-08	3.7868026e-06	2.794437300956953e-08	-2.432060000000053e-08	3.404943532451551e-08	0.9936185216998494	0.0089156537489637
Standard	1	2	MgCl2	0.3	1.0	0.05	3.766774e-06	2.1202273463003937e-08	3.7567598e-06	2.0858713883102723e-08	-1.0014199999999746e-08	2.9742601514614413e-08	0.9973414385890952	0.0078853803606558
Standard	1	2	MgCl2	-0.3	1.0	0.05	3.762482e-06	1.9845189824833482e-08	3.8356792e-06	1.7950408310972033e-08	7.319719999999915e-08	2.6759086638267165e-08	1.0194544983869689	0.0071885132315797
Standard	1	2	MgCl2	0.4	1.0	0.05	3.8340104000000005e-06	2.2958909964881e-08	3.8142222e-06	2.2199157300608105e-08	-1.9788200000001035e-08	3.1936094495611933e-08	0.9948387724769864	0.0083074928330684
Standard	1	2	MgCl2	-0.4	1.0	0.05	3.816606999999999e-06	1.7592004474435797e-08	3.7779794e-06	1.5948685239139452e-08	-3.862759999999968e-08	2.374529810900916e-08	0.9898790732186992	0.006187090329589
Standard	1	2	MgCl2	0.5	1.0	0.05	3.7431702e-06	2.3718465766708595e-08	3.8030161999999993e-06	2.3287819877632623e-08	5.9845999999999e-08	3.323985819734477e-08	1.0159880520527758	0.0089527053804617
Standard	1	2	MgCl2	-0.5	1.0	0.05	3.7877564e-06	2.5695146509067592e-08	3.8006326e-06	2.38053690402576e-08	1.2876199999999972e-08	3.502764835476832e-08	1.0033994266368345	0.0092645278844578
Standard	1	2	MgCl2	0.6	1.0	0.05	3.771065e-06	1.7470464083879498e-08	3.7992018e-06	1.989817002046328e-08	2.8136799999999866e-08	2.6479318070324e-08	1.0074612344258187	0.0070445620792525
Standard	1	2	MgCl2	-0.6	1.0	0.05	3.793002000000001e-06	2.318914876419925e-08	3.793956e-06	1.878300491054049e-08	9.539999999988054e-10	2.9841881540505324e-08	1.0002515158178136	0.0078688104995976
Standard	1	2	MgCl2	0.7	1.0	0.05	3.760575e-06	2.4821253092904892e-08	3.8874126e-06	2.0185714468708872e-08	1.2683760000000065e-07	3.1993087905269214e-08	1.0337282463453064	0.0086813505914952
Standard	1	2	MgCl2	-0.7	1.0	0.05	3.9021962e-06	1.99514802161726e-08	3.883837e-06	2.9496330470492253e-08	-1.835919999999992e-08	3.56103225770396e-08	0.995295162247352	0.0091122572641578
Standard	1	2	MgCl2	0.8	1.0	0.05	3.7808418e-06	2.4009037982750246e-08	4.086496e-06	2.207155117857759e-08	3.056542000000002e-07	3.261268581833936e-08	1.0808428958863077	0.0090104089548896
Standard	1	2	MgCl2	-0.8	1.0	0.05	4.0602706e-06	2.4084279351426488e-08	3.983735800000001e-06	2.6566104389017243e-08	-7.653479999999921e-08	3.5858198703862826e-08	0.9811503203751988	0.0087567739320615
Standard	1	2	MgCl2	0.1	10.0	0.05	3.832947265469061e-06	6.175568179453119e-08	3.8263564870259486e-06	5.7415216216908393e-08	-6.590778443112871e-09	8.43224245805452e-08	0.9982804933158124	0.0219790879763753
Standard	1	2	MgCl2	-0.1	10.0	0.05	3.810842694610778e-06	6.246714441147879e-08	3.8308536127744514e-06	5.7167194546538295e-08	2.001091816367326e-08	8.46772239935055e-08	1.0052510480666057	0.0222836525510782
Standard	1	2	MgCl2	0.2	10.0	0.05	3.769750099800399e-06	6.340918722543312e-08	3.742767584830339e-06	6.400195461042803e-08	-2.6982514970060044e-08	9.00942574115871e-08	0.9928423597703496	0.0238146834532601
Standard	1	2	MgCl2	-0.2	10.0	0.05	3.776888622754491e-06	6.247567935364447e-08	3.834446387225549e-06	6.080562066389719e-08	5.755776447105766e-08	8.718104160321301e-08	1.01523946566078	0.0232640807702388
Standard	1	2	MgCl2	0.3	10.0	0.05	3.74548001996008e-06	6.017927296170663e-08	3.737009241516966e-06	6.153575759689286e-08	-8.470778443113521e-09	8.607086822626545e-08	0.9977383997784072	0.0229545380111258
Standard	1	2	MgCl2	-0.3	10.0	0.05	3.722994471057884e-06	6.236056865014675e-08	3.786025369261477e-06	6.394491378142104e-08	6.303089820359299e-08	8.931848924429386e-08	1.016930161646381	0.0241898785275524
Standard	1	2	MgCl2	0.4	10.0	0.05	3.658345568862275e-06	6.673010089251894e-08	3.710383353293413e-06	7.057703699031951e-08	5.203778443113801e-08	9.712890669341796e-08	1.0142244037507155	0.0267288750526083
Standard	1	2	MgCl2	-0.4	10.0	0.05	3.688706966067864e-06	6.48412328042646e-08	3.823786746506986e-06	6.572443222420117e-08	1.350797804391219e-07	9.232597934910008e-08	1.0366198187282727	0.0254855669103024
Standard	1	2	MgCl2	0.5	10.0	0.05	3.656203972055888e-06	5.061676412801615e-08	3.790070279441118e-06	7.129196476687782e-08	1.338663073852297e-07	8.74334092387628e-08	1.036613468069167	0.0242106818122008
Standard	1	2	MgCl2	-0.5	10.0	0.05	3.778720578842315e-06	6.237461131473504e-08	3.804608423153692e-06	6.985933836867184e-08	2.5887844311377348e-08	9.36531862457058e-08	1.0068509549121805	0.0248598252336607
Standard	1	2	MgCl2	0.6	10.0	0.05	3.66622129740519e-06	6.52681719501425e-08	3.878394431137725e-06	6.195880868710877e-08	2.12173133732535e-07	8.999349000699503e-08	1.057872429545566	0.025303818390086
Standard	1	2	MgCl2	-0.6	10.0	0.05	3.888578423153693e-06	6.258082343105263e-08	3.8933134331337325e-06	6.990322176402191e-08	4.735009980039542e-09	9.38233439731212e-08	1.0012176712064866	0.0241410044414771
Standard	1	2	MgCl2	0.7	10.0	0.05	3.748430598802395e-06	6.39732454612138e-08	4.298078123752496e-06	5.916465696742147e-08	5.496475249501006e-07	8.7138009897595e-08	1.1466340406904454	0.0251412929115995
Standard	1	2	MgCl2	-0.7	10.0	0.05	4.163188263473054e-06	6.23082867199736e-08	4.0549005189620764e-06	6.517138202409191e-08	-1.082877445109776e-07	9.016446988092688e-08	0.9739892270880296	0.0213903843868077
Standard	1	2	MgCl2	0.8	10.0	0.05	3.7726768463073857e-06	6.340985775756277e-08	4.7145723353293415e-06	6.264846293673399e-08	9.418954890219558e-07	8.913831930864343e-08	1.249662382280068	0.026775315943186
Standard	1	2	MgCl2	-0.8	10.0	0.05	4.570140998003992e-06	6.429096731425015e-08	4.19414497005988e-06	6.409118376383061e-08	-3.759960279441118e-07	9.077999952881189e-08	0.9177276963427764	0.0190615811809833
Standard	1	2	MgCl2	0.1	40.0	0.05	3.781015476190477e-06	2.590428238286921e-08	3.730304047619048e-06	2.3629674773168424e-08	-5.071142857142935e-08	3.5062706336749595e-08	0.9865878812475736	0.0092056782868294
Standard	1	2	MgCl2	-0.1	40.0	0.05	3.667199920634921e-06	3.5387865298625336e-08	3.768810238095238e-06	2.7644237633598385e-08	1.0161031746031757e-07	4.490551062772261e-08	1.0277078751252604	0.0124569705003604
Standard	1	2	MgCl2	0.2	40.0	0.05	3.723303333333333e-06	2.549877186062101e-08	3.7234926984126977e-06	2.6129638050694773e-08	1.8936507936474035e-10	3.650952411440492e-08	1.0000508594284192	0.0098059240943185
Standard	1	2	MgCl2	-0.2	40.0	0.05	3.7535778571428576e-06	2.7183448452531322e-08	3.816873809523809e-06	3.329030429076056e-08	6.329595238095182e-08	4.297888120394549e-08	1.016862831887316	0.0115277380193324
Standard	1	2	MgCl2	0.3	40.0	0.05	3.7014492857142857e-06	3.154777071499215e-08	3.697287142857143e-06	2.6678820149538683e-08	-4.162142857143126e-09	4.13161140677236e-08	0.9988755369759604	0.0111548288522597
Standard	1	2	MgCl2	-0.3	40.0	0.05	3.746197936507936e-06	2.7922940599226522e-08	3.882721587301587e-06	3.324452586306983e-08	1.365236507936503e-07	4.34153096449657e-08	1.036443256097918	0.0117657098994391
Standard	1	2	MgCl2	0.4	40.0	0.05	3.681770476190476e-06	3.2935449615443695e-08	3.708734444444444e-06	2.612552016877156e-08	2.696396825396808e-08	4.203910852361549e-08	1.0073236418262193	0.0114695764718796
Standard	1	2	MgCl2	-0.4	40.0	0.05	3.7414682539682544e-06	3.6554727258276487e-08	3.8375933333333335e-06	3.346571805295685e-08	9.612507936507909e-08	4.9560088475778416e-08	1.0256918067561116	0.0134323729480254
Standard	1	2	MgCl2	0.5	40.0	0.05	3.667390158730159e-06	2.7946597559892778e-08	3.789436507936509e-06	2.42977674799134e-08	1.220463492063501e-07	3.703233478573209e-08	1.0332788015247902	0.0102904564518254
Standard	1	2	MgCl2	-0.5	40.0	0.05	3.819712698412699e-06	2.8782591249926043e-08	3.867299603174604e-06	2.865896839457536e-08	4.758690476190457e-08	4.0617410411073583e-08	1.012458241893868	0.0107003579916982
Standard	1	2	MgCl2	0.6	40.0	0.05	3.61118880952381e-06	2.5238465582745555e-08	4.097015793650793e-06	3.2043855756838545e-08	4.858269841269831e-07	4.0789567743928194e-08	1.134533808602228	0.0119000552297781
Standard	1	2	MgCl2	-0.6	40.0	0.05	4.082257619047618e-06	2.587768092943629e-08	3.9370288888888894e-06	3.3351671723551694e-08	-1.452287301587286e-07	4.221360417023485e-08	0.9644244083271232	0.0102040601605691
Standard	1	2	MgCl2	0.7	40.0	0.05	3.704382301587301e-06	2.481909649161948e-08	4.515192380952382e-06	2.6991011701781613e-08	8.108100793650815e-07	3.666745509775706e-08	1.2188786181754665	0.0109443752006472
Standard	1	2	MgCl2	-0.7	40.0	0.05	4.469119603174602e-06	2.4814363756527586e-08	4.039114047619047e-06	4.4911532865019336e-08	-4.300055555555546e-07	5.1310802302507234e-08	0.903782938534448	0.0112325640310327
Standard	1	2	MgCl2	0.8	40.0	0.05	3.777041904761905e-06	2.7493868049855346e-08	4.984841349206349e-06	2.7983223298345708e-08	1.207799444444444e-06	3.922975358714269e-08	1.3197739063794105	0.0121318789411169
Standard	1	2	MgCl2	-0.8	40.0	0.05	4.857211904761906e-06	2.6186388699911624e-08	4.096637301587302e-06	3.12422730648766e-08	-7.605746031746043e-07	4.0765261919962856e-08	0.8434133370979855	0.0078770576713715
Standard	1	2	MgCl2	0.1	0.01	0.2	1.5114977648940424e-05	1.9833966518129845e-07	1.5130316673330668e-05	2.062604058511698e-07	1.5339024390243944e-08	2.861502713717372e-07	1.001014822829812	0.0189408034836305
Standard	1	2	MgCl2	-0.1	0.01	0.2	1.4902034066373451e-05	1.968534757199317e-07	1.494139636145542e-05	2.045518991326077e-07	3.9362295081968354e-08	2.8388865835354217e-07	1.0026414041805736	0.0190745411141592
Standard	1	2	MgCl2	0.2	0.01	0.2	1.4740498920431828e-05	2.0163838942729506e-07	1.4757869212315071e-05	2.021257437036145e-07	1.7370291883246093e-08	2.8550456451442724e-07	1.0011784059669222	0.0193801057640044
Standard	1	2	MgCl2	-0.2	0.01	0.2	1.4591081927229108e-05	1.9877605214221501e-07	1.4661378088764494e-05	2.0554244850080374e-07	7.029616153538574e-08	2.859363863535912e-07	1.0048177483949428	0.0196423371280693
Standard	1	2	MgCl2	0.3	0.01	0.2	1.4553699400239905e-05	2.0138449156685298e-07	1.4552175009996005e-05	2.059627129051533e-07	-1.5243902439002447e-09	2.880561621470551e-07	0.9998952575422936	0.0197916287691367
Standard	1	2	MgCl2	-0.3	0.01	0.2	1.4444997121151536e-05	2.0137790353390057e-07	1.4413985845661737e-05	1.988414508284797e-07	-3.1011275489802444e-08	2.830035028039117e-07	0.9978531476863784	0.0195705149590395
Standard	1	2	MgCl2	0.4	0.01	0.2	1.4270374770091964e-05	1.98528314573003e-07	1.4344985725709716e-05	2.0508652203439205e-07	7.461095561775312e-08	2.854364608934192e-07	1.0052283809514326	0.0200526881724793
Standard	1	2	MgCl2	-0.4	0.01	0.2	1.416355693722511e-05	1.8795538380385854e-07	1.422783330667733e-05	1.940638539816766e-07	6.427636945222041e-08	2.701629244050288e-07	1.004538151661839	0.0191164578014948
Standard	1	2	MgCl2	0.5	0.01	0.2	1.4130068172730909e-05	1.8142874478598975e-07	1.41341868852459e-05	1.803199182673247e-07	4.1187125149924316e-09	2.557961343698424e-07	1.0002914856789538	0.0181056200829603
Standard	1	2	MgCl2	-0.5	0.01	0.2	1.400748324670132e-05	1.8099628912001258e-07	1.404254306277489e-05	1.8982391110936338e-07	3.50598160735697e-08	2.622837659941436e-07	1.0025029347139731	0.0187468788325581
Standard	1	2	MgCl2	0.6	0.01	0.2	1.392895357057177e-05	2.1763766825714305e-07	1.403657301079568e-05	1.7328410794787685e-07	1.076194402239079e-07	2.781969387173369e-07	1.0077263119356847	0.0200671494197136
Standard	1	2	MgCl2	-0.6	0.01	0.2	1.3896308076769294e-05	1.7607797733600798e-07	1.389007349060376e-05	1.7943888627878497e-07	-6.234586165535579e-09	2.513996181614253e-07	0.9995513494569138	0.0180871274578741
Standard	1	2	MgCl2	0.7	0.01	0.2	1.38390762495002e-05	1.826267143976705e-07	1.39843912435026e-05	1.787663099112725e-07	1.4531499400239973e-07	2.55558037187214e-07	1.0105003391398792	0.0185656844897
Standard	1	2	MgCl2	-0.7	0.01	0.2	1.3819541943222714e-05	1.772172886263144e-07	1.3783044302279088e-05	1.7931416308959745e-07	-3.6497640943626366e-08	2.521101673328253e-07	0.9973589833083052	0.0182192282968988
Standard	1	2	MgCl2	0.1	0.1	0.2	1.4218051896207589e-05	6.379646119807278e-08	1.4282651497005986e-05	5.961229858640324e-08	6.45996007983993e-08	8.731331286895314e-08	1.0045434917012528	0.0061559295023626
Standard	1	2	MgCl2	-0.1	0.1	0.2	1.4159709580838324e-05	5.73191576004389e-08	1.421055489021956e-05	5.974573491922178e-08	5.0845309381238034e-08	8.279516090365349e-08	1.003590844084122	0.0058573084180626
Standard	1	2	MgCl2	0.2	0.1	0.2	1.4074484031936129e-05	5.473251414388851e-08	1.412304371257485e-05	5.373155186098032e-08	4.85596806387214e-08	7.669894243012855e-08	1.0034501925987862	0.0054590854700689
Standard	1	2	MgCl2	-0.2	0.1	0.2	1.4027894211576848e-05	5.303633006182775e-08	1.4125733732534933e-05	5.426188828118978e-08	9.783952095808441e-08	7.5876246785588e-08	1.0069746406326148	0.0054274195509196
Standard	1	2	MgCl2	0.3	0.1	0.2	1.3959912375249502e-05	5.885825894933448e-08	1.4038819760479042e-05	5.944658534131727e-08	7.890738522954021e-08	8.365519204023999e-08	1.005652426971493	0.0060093214709226
Standard	1	2	MgCl2	-0.3	0.1	0.2	1.3985398203592817e-05	5.396242745435457e-08	1.4001672255489023e-05	6.053768288184307e-08	1.6274051896208458e-08	8.109719246354387e-08	1.0011636459440982	0.0058016931420776
Standard	1	2	MgCl2	0.4	0.1	0.2	1.3888403992015967e-05	5.8389723616677046e-08	1.4000960878243515e-05	5.0146449390033094e-08	1.1255688622754617e-07	7.696769588898373e-08	1.0081043787531132	0.0055677601253542
Standard	1	2	MgCl2	-0.4	0.1	0.2	1.3866085828343314e-05	5.2788359879451335e-08	1.388647385229541e-05	5.199255307185958e-08	2.0388023952095653e-08	7.409343097530715e-08	1.0014703517780357	0.0053474896213596
Standard	1	2	MgCl2	0.5	0.1	0.2	1.3814641516966068e-05	5.248513954343844e-08	1.3946680039920158e-05	5.5632544798871256e-08	1.320385229540898e-07	7.648313483175634e-08	1.0095578682075774	0.0055613637593067
Standard	1	2	MgCl2	-0.5	0.1	0.2	1.3824231936127744e-05	6.089325199103695e-08	1.3864203792415168e-05	5.471308660264773e-08	3.997185628742455e-08	8.186275089216559e-08	1.0028914341478143	0.0059311651994704
Standard	1	2	MgCl2	0.6	0.1	0.2	1.3744070259481038e-05	5.739912694225006e-08	1.3911059680638725e-05	6.110719770287149e-08	1.6698942115768525e-07	8.38376370422638e-08	1.012149924877057	0.0061347647848877
Standard	1	2	MgCl2	-0.6	0.1	0.2	1.3767700598802394e-05	6.01797881322351e-08	1.3800273852295407e-05	5.8002561451457783e-08	3.257325349301529e-08	8.358172069639894e-08	1.0023659182053863	0.0060783058123842
Standard	1	2	MgCl2	0.7	0.1	0.2	1.3663409580838322e-05	5.8199248689514594e-08	1.3936044510978043e-05	5.666129044427426e-08	2.726349301397232e-07	8.12259464877718e-08	1.0199536527487305	0.0060059694011785
Standard	1	2	MgCl2	-0.7	0.1	0.2	1.3818831137724552e-05	5.823460336005556e-08	1.3736813972055889e-05	5.5131230027918053e-08	-8.201716566866532e-08	8.019177983368499e-08	0.9940648261165328	0.0057849420655193
Standard	1	2	MgCl2	0.1	1.0	0.2	1.3572219999999997e-05	2.0892025624478922e-08	1.3655424e-05	2.6509348062407572e-08	8.320400000000215e-08	3.3752366870898935e-08	1.00613046354981	0.0024927236636834
Standard	1	2	MgCl2	-0.1	1.0	0.2	1.3616796e-05	1.7483332704292207e-08	1.363516e-05	2.194844608883e-08	1.8364000000001242e-08	2.8060670130331e-08	1.0013486285613735	0.0020618188667045
Standard	1	2	MgCl2	0.2	1.0	0.2	1.358462e-05	2.1831235813459232e-08	1.3569114e-05	1.6480378066794852e-08	-1.5505999999999848e-08	2.735334930803461e-08	0.9988585621092088	0.0020120890460615
Standard	1	2	MgCl2	-0.2	1.0	0.2	1.3531694e-05	1.6802057818575997e-08	1.3566253999999998e-05	2.133932089656405e-08	3.455999999999853e-08	2.716018709923232e-08	1.0025540039554544	0.0020091168852975
Standard	1	2	MgCl2	0.3	1.0	0.2	1.3483286e-05	3.02188210712922e-08	1.3516668e-05	1.8817961892721588e-08	3.3382000000001165e-08	3.5599056683214166e-08	1.0024758059719272	0.0026449477747009
Standard	1	2	MgCl2	-0.3	1.0	0.2	1.3481126e-05	2.3682834651765252e-08	1.3511894e-05	2.4709614835244254e-08	3.076799999999889e-08	3.4226330835322906e-08	1.00228230193828	0.002541609194198
Standard	1	2	MgCl2	0.4	1.0	0.2	1.3395302e-05	1.8717507792416644e-08	1.3448707999999996e-05	2.717818633104305e-08	5.3405999999998255e-08	3.2999983487936376e-08	1.003986920190377	0.0024667131714131
Standard	1	2	MgCl2	-0.4	1.0	0.2	1.3417714000000002e-05	1.7899207712485496e-08	1.3494486e-05	2.221679829612306e-08	7.677199999999908e-08	2.8530120281297746e-08	1.0057216899987582	0.002131099511071
Standard	1	2	MgCl2	0.5	1.0	0.2	1.3391018e-05	2.0202360844056427e-08	1.3574364e-05	2.8316302076106444e-08	1.833460000000013e-07	3.478431179337567e-08	1.013691714849461	0.0026096362863453
Standard	1	2	MgCl2	-0.5	1.0	0.2	1.3493774e-05	2.213292689775184e-08	1.3570548e-05	3.064286207126172e-08	7.677399999999957e-08	3.7800151441225695e-08	1.0056895869161584	0.0028067775941877
Standard	1	2	MgCl2	0.6	1.0	0.2	1.3374576e-05	3.0505861330410083e-08	1.3768444000000002e-05	1.933929234929332e-08	3.938680000000023e-07	3.6119465722538645e-08	1.0294490083274417	0.0027575713580966
Standard	1	2	MgCl2	-0.6	1.0	0.2	1.37012e-05	2.202510626813056e-08	1.3709305999999996e-05	2.7613538604925407e-08	8.105999999997174e-09	3.5321563108222574e-08	1.0005916270107726	0.0025785836251437
Standard	1	2	MgCl2	0.7	1.0	0.2	1.3456807999999998e-05	2.1988010090844933e-08	1.4193528e-05	2.4052383648688032e-08	7.367200000000023e-07	3.2588184161422284e-08	1.0547470098406695	0.0024829228524336
Standard	1	2	MgCl2	-0.7	1.0	0.2	1.4033804e-05	2.009163659895551e-08	1.3834718e-05	3.9298733894545326e-08	-1.990859999999996e-07	4.4136881934939335e-08	0.9858138249615002	0.003135847385577
Standard	1	2	MgCl2	0.1	10.0	0.2	1.352778243512974e-05	6.207642395352912e-08	1.3543012175648702e-05	6.463688445042115e-08	1.5229740518962867e-08	8.961813009829752e-08	1.0011258120532316	0.0066283260684622
Standard	1	2	MgCl2	-0.1	10.0	0.2	1.3353485029940118e-05	5.899850333228045e-08	1.3447137924151695e-05	6.00906914495268e-08	9.365289421157705e-08	8.421231854266537e-08	1.007013367222234	0.0063281401057743
Standard	1	2	MgCl2	0.2	10.0	0.2	1.3266235928143712e-05	5.4409571828740246e-08	1.3271185628742514e-05	5.38982184589982e-08	4.9497005988023436e-09	7.65860265299143e-08	1.0003731051238356	0.0057740907445756
Standard	1	2	MgCl2	-0.2	10.0	0.2	1.3217668862275449e-05	5.651347687501618e-08	1.336333632734531e-05	5.719857373820295e-08	1.456674650698626e-07	8.04080214045068e-08	1.011020662311008	0.0061165832119229
Standard	1	2	MgCl2	0.3	10.0	0.2	1.3144779441117763e-05	5.26925037978555e-08	1.3231207185628745e-05	5.656142420646307e-08	8.642774451097982e-08	7.730261745083723e-08	1.0065750623582643	0.0058988582160521
Standard	1	2	MgCl2	-0.3	10.0	0.2	1.315631996007984e-05	5.320753180517205e-08	1.3358077045908183e-05	6.047239578564662e-08	2.017570858283419e-07	8.054782487972152e-08	1.0153353739070297	0.0061635120320212
Standard	1	2	MgCl2	0.4	10.0	0.2	1.297798882235529e-05	5.66201490179105e-08	1.32439377245509e-05	6.169755419797436e-08	2.659489021956087e-07	8.374024999259541e-08	1.0204923047658585	0.0065132651994142
Standard	1	2	MgCl2	-0.4	10.0	0.2	1.3116346307385229e-05	5.919458903765881e-08	1.3407878842315367e-05	5.991076356930425e-08	2.915325349301406e-07	8.422172500486077e-08	1.0222266573402374	0.0064920210738785
Standard	1	2	MgCl2	0.5	10.0	0.2	1.2938991816367266e-05	6.422787769258934e-08	1.3595217165668663e-05	6.0563129912105e-08	6.562253493013973e-07	8.827860996665458e-08	1.0507168841757284	0.0070079748941857
Standard	1	2	MgCl2	-0.5	10.0	0.2	1.3445376447105788e-05	5.666102050044352e-08	1.363904491017964e-05	6.552725844289468e-08	1.936684630738528e-07	8.662732157462557e-08	1.0144040937667864	0.0064827737916553
