Type,Electrolyte,Potential [V],Period [s],A1_first [A],A1_first [A],A2_first [A],A2_first [A],Rat_first,Rat_first,A1_last [A],A1_last [A],A2_last [A],A2_last [A],Rat_last,Rat_last
,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Bare,Nenhum,-0.5,0.18,2.0171192167555554e-05,6.710551583568913e-07,1.8259925500888887e-05,2.8827456265062216e-07,0.9060732999870091,0.03951644633667608,-2.0884441165777777e-05,6.548631980423983e-07,-1.9430074499111113e-05,5.47143781532948e-07,0.9313893172643434,0.05248912749908643
Bare,Nenhum,-0.5,0.2,2.070020323388889e-05,4.792752061088949e-07,1.8383569900555556e-05,2.887675476884758e-07,0.8885874581849741,0.03309195637692214,-2.038329676611111e-05,1.8143954199675747e-07,-2.027599676611111e-05,3.141310094385132e-07,0.9948791320303497,0.024141436602314447
Bare,Nenhum,-0.5,0.3,2.089500445322222e-05,2.817610557017796e-06,2.0895004453222224e-05,9.982207842662437e-07,1.0090554632002384,0.10985323280098869,-1.4283662213444445e-05,1.6227865303668938e-06,-2.1392495546777777e-05,7.803446923087118e-07,1.5061305482180505,0.11214079338718203
Bare,Nenhum,-0.5,0.5,8.033447679777778e-06,9.124626382042107e-07,1.8734464346444444e-05,3.2533666810103548e-06,2.3276901966746704,0.278630347955657,-8.310145653555555e-06,3.7650236007727295e-06,-7.654495653555556e-06,1.3320770012063684e-06,1.0809316491559995,0.5414444877077893
Bare,Nenhum,-0.5,0.6,5.5943036692307695e-06,9.813829498828207e-08,9.504380335897436e-06,1.1868369256619156e-06,1.700819609803589,0.22982195005529246,-1.582761633076923e-05,6.420106117256232e-07,-4.610009664102564e-06,3.786515590441703e-07,0.29209526413261366,0.03456346978013487
Bare,Nenhum,-0.5,0.85,1.4776342317279822e-05,5.234061083254387e-07,5.732332317279822e-06,3.401559084904199e-07,0.38873015219074863,0.03507467091982744,-1.8117457682720176e-05,2.48138400565874e-07,-1.4696157682720178e-05,8.125899563697025e-07,0.8110184188723094,0.03957735247186118
Bare,Nenhum,-0.5,1.1,1.7059514214492754e-05,6.05608254683126e-07,1.2291147547826089e-05,8.639371613296929e-07,0.7199124925925382,0.024953363392761316,-1.906091911884058e-05,7.465362535224612e-07,-1.7523085785507246e-05,2.949684985955069e-07,0.9199270659829467,0.024695197292597948
Bare,Nenhum,-0.5,1.6,1.7968397623188405e-05,1.3563143325310504e-06,1.591403095652174e-05,1.6580196388401429e-06,0.884436880359286,0.024497977838895305,-1.9638135710144925e-05,2.2166498266049547e-07,-1.8179802376811592e-05,2.8498010575530766e-07,0.925712388701359,0.005140540432860403
Bare,Nenhum,-0.5,2.1,1.4662303892530658e-05,6.309944313532051e-06,1.4551040559197326e-05,1.674520712868944e-06,1.2388068122648912,0.859337604926062,-1.6888459440802672e-05,2.969847091061852e-06,-1.374925610746934e-05,6.521625303870562e-06,0.7880233828412875,0.30449013596069774
Bare,Nenhum,0.5,0.101,-1.658543424833333e-05,1.1966676532021292e-07,-1.4674134248333333e-05,9.16213069516803e-07,0.885035890514859,0.061385281501655675,1.6765365751666668e-05,1.0707817772272283e-06,1.5998432418333333e-05,5.898534884088334e-07,0.9565807192740922,0.06530364115373222
Bare,Nenhum,0.5,0.102,-1.705127434760312e-05,3.875560898668407e-07,-1.6049907680936457e-05,5.959079406830442e-07,0.9412841560747899,0.027783734729743725,1.672865898573021e-05,6.88704219692685e-07,1.6788225652396876e-05,7.256646055186759e-07,1.0043451145987585,0.051188231917295816
Bare,Nenhum,0.5,0.105,-1.6808554340444444e-05,1.0283738284345958e-06,-1.655028767377778e-05,8.693588964268478e-07,0.9882942396294441,0.10095791471907067,1.6856112326222223e-05,4.484631939957938e-07,1.6971378992888888e-05,5.000940876100527e-07,1.0071526113441933,0.03346578307819345
Bare,Nenhum,0.5,0.11,-1.663894168985507e-05,6.540790522774647e-07,-1.6698541689855072e-05,4.4116498145702137e-07,1.0043286461652716,0.037148462922312046,1.6227058310144926e-05,1.0846885790145668e-06,1.6310524976811593e-05,4.222088255391363e-07,1.007092104751383,0.044116369019279705
Bare,Nenhum,0.5,0.12,-1.714535279386845e-05,1.148575321248911e-06,-1.680361946053512e-05,1.157881008668232e-06,0.9801686057793564,0.02572362584098257,1.7004113872798217e-05,3.2066955193541955e-07,1.677364720613155e-05,3.374018644598828e-07,0.9864428252997309,0.005896834104518856
