Type	Chip	Disp	Electrolyte	Potential [V]	Pulse #	Polarization	IDSant (10sp 5sa) [A]	Std IDSant [A]	IDSdur (10sp 15sa) [A]	Std IDSdur [A]	IDSdep (10sp 30sd) [A]	Std IDSdep [A]	delIDS [A]	Std del IDS [A]	RatioIDS	Std RazIDS
Standard	2	1	KCl	0.1	12	neg	3.3227509381237527e-06	3.712737366577606e-08	3.801539760479042e-06	3.908440468450963e-08	3.3504706187624744e-06	3.660746278856758e-08	2.77196806387217e-08	5.213969895515817e-08	1.008342388928607	0.01575823863851928
Standard	2	1	KCl	0.1	13	pos	3.36993375249501e-06	3.5246471634627675e-08	3.153003113772455e-06	3.620298758783636e-08	3.3866614171656684e-06	3.338212270943277e-08	1.6727664670658415e-08	4.8545647377269984e-08	1.0049637962937028	0.01444325803383168
Standard	2	1	KCl	0.1	14	neg	3.317254570858283e-06	3.5487193296532494e-08	3.858430958083833e-06	4.223672076144451e-08	3.3817597804391215e-06	3.195486845774366e-08	6.450520958083857e-08	4.775410460072685e-08	1.0194453600720035	0.01455092244289892
Standard	2	1	KCl	0.1	15	pos	3.270308043912176e-06	3.4425084240507904e-08	3.0705795808383237e-06	3.9558065787193775e-08	3.254960578842316e-06	3.8768186821984264e-08	-1.5347465069860105e-08	5.1846492016628664e-08	0.9953070276977638	0.0158209447741747
Standard	2	1	KCl	0.1	16	neg	3.3680064670658683e-06	3.6333506295063445e-08	3.831306167664671e-06	3.5926655058380145e-08	3.3594881237524947e-06	3.4900405947104015e-08	-8.518343313373548e-09	5.0380174820717607e-08	0.9974708055353604	0.014938790201780315
Standard	2	1	KCl	0.1	17	pos	3.240469920159681e-06	3.9221739313722586e-08	3.0553277644710576e-06	4.204848413192104e-08	3.2571974451097804e-06	4.0036904948553174e-08	1.6727524950099582e-08	5.6047288896547825e-08	1.0051620676513717	0.0173398183165003
Standard	2	1	KCl	0.1	18	neg	3.2522480838323357e-06	3.750328040479876e-08	3.714214510978044e-06	3.7396247138053515e-08	3.247845668662675e-06	3.505685402602462e-08	-4.402415169660579e-09	5.1336917080430154e-08	0.998646347063268	0.01577365593085966
Standard	2	1	KCl	0.1	19	pos	3.262788642714571e-06	3.464444372412541e-08	3.09270754491018e-06	3.570281479884303e-08	3.3020024950099803e-06	3.728061668431028e-08	3.9213852295409347e-08	5.089284685804643e-08	1.0120185082729674	0.01568510905242115
Standard	2	1	KCl	0.1	20	neg	3.2611947305389225e-06	4.305763164152491e-08	3.7545445708582836e-06	3.5722846393666125e-08	3.2744486427145714e-06	3.646007155442909e-08	1.3253912175648844e-08	5.64207094986525e-08	1.0040641278030824	0.017341610261431217
Standard	2	1	KCl	0.1	21	pos	3.226668922155689e-06	3.527512869481733e-08	3.0570411576846303e-06	3.4899565628487235e-08	3.1510516167664666e-06	3.7836175414288905e-08	-7.561730538922239e-08	5.172920716980655e-08	0.976564901074913	0.015858166706914482
Standard	2	1	KCl	0.1	22	neg	3.2115363872255492e-06	3.6821247913694604e-08	3.6682445309381236e-06	4.198572742289391e-08	3.2183650898203593e-06	3.6632388317470044e-08	6.828702594810059e-09	5.1939735961628404e-08	1.0021263039777386	0.016190154119831074
Standard	2	1	KCl	0.1	23	pos	3.2086572055888225e-06	3.671777865524611e-08	3.0806442514970062e-06	3.606337446341685e-08	3.184364131736527e-06	3.6237020444493174e-08	-2.429307385229566e-08	5.15879532456005e-08	0.9924288971068701	0.016016189445121665
Standard	2	1	KCl	0.1	24	neg	3.1361800399201597e-06	3.603180464531858e-08	3.5331643912175647e-06	3.384656785966102e-08	3.135608842315369e-06	3.788788277876036e-08	-5.711976047904833e-10	5.228558699541861e-08	0.9998178683629384	0.016670300836990077
Standard	2	1	KCl	0.1	25	pos	3.136275389221557e-06	3.794239084320081e-08	3.0027896207584823e-06	3.805920536816141e-08	3.1361559281437126e-06	3.628784912042633e-08	-1.1946107784442623e-10	5.250174298711458e-08	0.9999619098889546	0.016739824164180944
Standard	2	1	KCl	0.1	26	neg	3.0934928542914173e-06	3.838850186757402e-08	3.5574110379241516e-06	3.56983078607454e-08	3.1519798602794415e-06	3.484993412591252e-08	5.848700598802426e-08	5.184780597303204e-08	1.0189064622880537	0.016934727460992997
Standard	2	1	KCl	0.1	27	pos	3.1460548103792417e-06	3.962057475370559e-08	3.0366972255489024e-06	3.761145980797645e-08	3.1335391417165667e-06	4.348899412796159e-08	-1.251566866267492e-08	5.8830965945459795e-08	0.9960217893784354	0.018666213482257613
Standard	2	1	KCl	0.1	28	neg	3.1466257085828342e-06	3.738851630309644e-08	3.5561496806387225e-06	3.697192769518251e-08	3.1726573852295404e-06	3.6435594675389945e-08	2.6031676646706234e-08	5.220587812398344e-08	1.008272886278054	0.01666160770805916
Standard	2	1	KCl	0.1	29	pos	3.1049148902195612e-06	5.116921259349146e-08	2.98168369261477e-06	3.8796064652710995e-08	3.1210231936127746e-06	4.5938510025690286e-08	1.610830339321333e-08	6.876507122673816e-08	1.005188001591913	0.02221086221314215
Standard	2	1	KCl	0.1	30	neg	3.0856887025948105e-06	4.1326044520536736e-08	3.476199760479042e-06	3.6485103068821336e-08	3.0648690419161677e-06	4.003268419029936e-08	-2.0819660678642832e-08	5.7536577576300354e-08	0.9932528318034366	0.01858146982482668
Standard	2	1	KCl	0.1	31	pos	3.1254723353293413e-06	3.943394783603761e-08	2.972141936127744e-06	3.6530251376686564e-08	3.1144317964071856e-06	4.55054072695374e-08	-1.1040538922155735e-08	6.021443624831011e-08	0.9964675614634764	0.019236549495492493
Standard	2	1	KCl	0.1	32	neg	3.0590158083832337e-06	3.743657331000276e-08	3.4355120558882235e-06	4.4154311019025944e-08	3.0413129540918164e-06	4.3074921962272724e-08	-1.7702854291417275e-08	5.706965851703597e-08	0.9942128921848319	0.01860983373002441
Standard	2	1	KCl	0.1	33	pos	3.0950156287425154e-06	3.7548919588370286e-08	2.9732367664670658e-06	3.9636073825788466e-08	3.068652295409182e-06	3.6671118702877974e-08	-2.6363333333333458e-08	5.2485162752671963e-08	0.991482003163892	0.016884186021855055
Standard	2	1	KCl	0.1	34	neg	3.1016066267465077e-06	3.825995485097181e-08	3.481434271457086e-06	3.395655370202001e-08	3.1009642914171656e-06	4.554882734985511e-08	-6.423353293420644e-10	5.9485458879841465e-08	0.9997929023868459	0.01917727489923797
Standard	2	1	KCl	0.1	35	pos	2.9650275848303393e-06	3.494218057813923e-08	2.8750612175648702e-06	3.926832481166685e-08	2.9564140119760474e-06	3.730668369705159e-08	-8.613572854291923e-09	5.1115013763346925e-08	0.9970949434337945	0.017215919445135654
Standard	2	1	KCl	0.1	36	neg	3.0473092814371263e-06	3.942585759983716e-08	3.416572035928144e-06	3.4690436501242025e-08	3.0367684231536922e-06	3.971591791345862e-08	-1.0540858283434088e-08	5.596206199910097e-08	0.9965409292887846	0.0183329166082953
Standard	2	1	KCl	0.1	37	pos	3.076742035928144e-06	4.5064070129613393e-08	2.927219001996008e-06	3.892068686703763e-08	3.016233473053892e-06	4.105392024050536e-08	-6.050856287425196e-08	6.096060025754741e-08	0.9803335599255079	0.019601386175753632
Standard	2	1	KCl	0.1	38	neg	3.0192079640718563e-06	3.9338559758164845e-08	3.377524730538922e-06	4.145464470209873e-08	3.0457861676646706e-06	4.331468363134871e-08	2.6578203592814335e-08	5.851225599761587e-08	1.0088030383826125	0.01945730049439289
Standard	2	1	KCl	0.1	39	pos	3.0252991616766467e-06	4.118530641983629e-08	2.9357372255489023e-06	4.3572861490691905e-08	3.0121885229540918e-06	4.781196595219623e-08	-1.3110638722554866e-08	6.310478233152999e-08	0.9956663331386741	0.020820565842390882
Standard	2	1	KCl	0.1	40	neg	3.0731492415169667e-06	3.4646916050689925e-08	3.4164529940119764e-06	3.3247311786337904e-08	3.0946111177644713e-06	4.074297572770182e-08	2.1461876247504626e-08	5.3482696855821085e-08	1.0069836752337191	0.017454329936490015
Standard	2	1	KCl	0.1	41	pos	3.0339846706586826e-06	3.590291460788826e-08	2.9827069061876243e-06	3.80296357885423e-08	3.0655829141716567e-06	3.901247734111003e-08	3.159824351297408e-08	5.301879539966878e-08	1.0104147670285077	0.017558663172521655
Standard	2	1	KCl	0.1	42	neg	3.0394095808383234e-06	4.15469365853122e-08	3.3707195409181633e-06	3.9068287492400076e-08	3.017209361277445e-06	4.005880470996631e-08	-2.2200219560878563e-08	5.7713566640913585e-08	0.9926958776135872	0.01891666550471546
Standard	2	1	KCl	0.1	43	pos	3.0335799401197604e-06	3.8068809293126263e-08	2.9740934530938126e-06	4.097467990176741e-08	3.0041460279441113e-06	4.192125716138794e-08	-2.9433912175649086e-08	5.662707870787294e-08	0.9902973012886922	0.018585112523176187
Standard	2	1	KCl	0.1	44	neg	3.061276047904192e-06	4.345627848251275e-08	3.4239480838323352e-06	3.93808388829004e-08	3.070413033932136e-06	3.851344025631641e-08	9.136986027944212e-09	5.806662741994367e-08	1.0029846984998951	0.01899984149293991
Standard	2	1	KCl	0.1	45	pos	2.989345808383233e-06	4.349541114640952e-08	2.918533932135729e-06	4.639271299576458e-08	3.005454790419161e-06	4.027634901782915e-08	1.6108982035928083e-08	5.927929723774729e-08	1.0053887984423724	0.01988779267450787
Standard	2	1	KCl	0.1	46	neg	3.0390047105788424e-06	4.541399796280955e-08	3.361772594810379e-06	3.8771015019644353e-08	3.039266726546906e-06	3.917205472863371e-08	2.620159680635602e-10	5.997400339004512e-08	1.0000862176906642	0.01973572734345808
Standard	2	1	KCl	0.1	47	pos	2.9828020359281435e-06	4.082060135577013e-08	2.9111575848303393e-06	4.0901208754207814e-08	2.925791337325349e-06	4.3660604004158934e-08	-5.701069860279449e-08	5.977097821731448e-08	0.9808868647948824	0.019860813624834307
Standard	2	1	KCl	0.1	48	neg	2.932025389221557e-06	4.184536401679646e-08	3.2700938323353292e-06	4.075638118974535e-08	2.936641516966068e-06	3.935317007426732e-08	4.616127744511127e-09	5.7443071684863903e-08	1.0015743819141132	0.01960797523213417
Standard	2	1	KCl	0.1	49	pos	3.0987749900199603e-06	3.8073238478620476e-08	3.068437884231537e-06	3.8891605900432735e-08	3.128970259481038e-06	4.0591380884770804e-08	3.019526946107755e-08	5.565277792152377e-08	1.0097442600893338	0.018041722555012144
Standard	2	1	KCl	0.1	50	neg	3.073077704590819e-06	3.7949807321257316e-08	3.4102659081836327e-06	4.001791226218019e-08	3.058468542914172e-06	3.871294140817327e-08	-1.4609161676647105e-08	5.421143521613509e-08	0.9952460812641273	0.017599716196021162
Standard	2	1	KCl	0.1	51	pos	3.1948331137724547e-06	4.070169192902219e-08	3.147839421157685e-06	4.067273829316485e-08	3.2355206387225554e-06	4.0927312259556213e-08	4.0687524950100704e-08	5.7720642881695715e-08	1.0127354148092127	0.018181645180274666
Standard	2	1	KCl	0.1	52	neg	3.0451200399201597e-06	4.314490914115358e-08	3.351232035928143e-06	4.1941896683944826e-08	3.0830235528942117e-06	3.960697944241268e-08	3.790351297405202e-08	5.856787519920881e-08	1.0124472968149545	0.019363640726006524
Standard	2	1	KCl	0.1	53	pos	2.963957205588822e-06	4.207307232631862e-08	2.9406387624750496e-06	4.1995435181284515e-08	2.9861809381237523e-06	3.947767149311329e-08	2.2223732534930193e-08	5.769428014538189e-08	1.007497993727111	0.01954303910289624
Standard	2	1	KCl	0.1	54	neg	3.019112854291417e-06	4.703827523237563e-08	3.3503517564870258e-06	3.951781634792817e-08	3.0464287425149702e-06	4.1425004374357835e-08	2.731588822355335e-08	6.267878687604195e-08	1.0090476539108917	0.020866660346810187
Standard	2	1	KCl	0.1	55	pos	2.9709050099800392e-06	4.3275980356889626e-08	2.9937713373253493e-06	3.579065193046893e-08	2.9842059880239523e-06	4.169094635135853e-08	1.330097804391304e-08	6.009114313708595e-08	1.0044770795428435	0.020273561872993166
Standard	2	1	KCl	0.1	56	neg	3.003265429141716e-06	3.854711806173672e-08	3.2717123752495012e-06	4.34624498129927e-08	2.9926055289421155e-06	3.989688604853346e-08	-1.0659900199600745e-08	5.547649797198029e-08	0.9964505634113575	0.018440433828411425
Standard	2	1	KCl	0.1	57	pos	2.884602954091816e-06	4.503827335118312e-08	2.8857925548902196e-06	4.4521571893403235e-08	2.9370935728542914e-06	3.9602216390111025e-08	5.249061876247532e-08	5.997317408195993e-08	1.0181968262522982	0.021004989275937466
Standard	2	1	KCl	0.1	58	neg	2.9776386626746507e-06	3.772486815892117e-08	3.259362894211577e-06	4.20788713989192e-08	2.970191097804391e-06	4.112475238335681e-08	-7.447564870259737e-09	5.5806907602915926e-08	0.9974988352469973	0.01872059493104969
Standard	2	1	KCl	0.1	59	pos	2.937093373253493e-06	3.9888197798326236e-08	2.901140179640719e-06	3.797685235729344e-08	2.942137864271457e-06	4.23850716647918e-08	5.044491017963964e-09	5.8202771614657106e-08	1.001717511286465	0.019832445403690876
Standard	2	1	KCl	0.1	60	neg	2.93516626746507e-06	3.8294356736212615e-08	3.204802594810379e-06	4.036112197218377e-08	2.935856347305389e-06	4.4490659015473537e-08	6.900798403193214e-10	5.8701588542998133e-08	1.000235107580776	0.020001409441930035
Standard	2	1	KCl	0.1	61	pos	2.984919840319361e-06	3.837621306453326e-08	2.9374266666666666e-06	3.7731293403045063e-08	2.968121037924152e-06	4.378703403201175e-08	-1.679880239520915e-08	5.8224033512760076e-08	0.9943721093718175	0.019458447934874716
Standard	2	1	KCl	0.1	62	neg	3.0286304590818363e-06	4.380785618115573e-08	3.3612254491017964e-06	3.695519840628513e-08	3.0782885628742515e-06	4.2204854208142306e-08	4.9658103792415293e-08	6.083073221587401e-08	1.0163962241228564	0.020256692289062513
Standard	2	1	KCl	0.1	63	pos	3.0860218163672656e-06	4.125692762305758e-08	3.0631797005988025e-06	4.2334610092809145e-08	3.051282894211577e-06	3.855099532057231e-08	-3.473892215568869e-08	5.646515135108556e-08	0.9887431378574693	0.018187399123314837
Standard	2	1	KCl	0.1	64	neg	3.0073582435129738e-06	4.1632132793175245e-08	3.2746387025948106e-06	4.30018189535439e-08	3.020183632734531e-06	4.222217658502279e-08	1.2825389221557342e-08	5.929541868041261e-08	1.004264669581425	0.01975827512688077
Standard	2	1	KCl	0.1	65	pos	2.9309071457085826e-06	3.876566608787636e-08	2.924458862275449e-06	3.949849172440615e-08	2.9514653093812375e-06	4.018373186942806e-08	2.0558163672654936e-08	5.583465925561663e-08	1.0070142664542465	0.019114828823893825
Standard	2	1	KCl	0.1	66	neg	3.019255628742515e-06	4.066341453264702e-08	3.3026928942115766e-06	3.951465678715674e-08	2.9748309381237524e-06	3.9623905775657184e-08	-4.442469061876259e-08	5.6776466871161046e-08	0.9852862108806385	0.01866337536657641
Standard	2	1	KCl	0.1	67	pos	2.9254817964071855e-06	4.202158792295295e-08	2.8711587025948103e-06	3.919042719483124e-08	2.902805908183633e-06	4.056446600441769e-08	-2.2675888223552325e-08	5.8406247557859965e-08	0.9922488363279509	0.01988470555243352
Standard	2	1	KCl	0.1	68	neg	3.020564431137724e-06	3.54782040346711e-08	3.2838240518962073e-06	4.540231264758768e-08	2.981826686626747e-06	4.2603409612372596e-08	-3.8737744510977136e-08	5.544144182942354e-08	0.9871753291829679	0.018258636488372556
Standard	2	1	KCl	0.1	69	pos	2.9633618363273447e-06	3.7049271823089265e-08	2.965836726546906e-06	3.70214374823976e-08	3.000196047904192e-06	3.726612718206312e-08	3.683421157684714e-08	5.2549146308678125e-08	1.0124298731006462	0.017842856000275912
Standard	2	1	KCl	0.1	70	neg	2.9314305389221555e-06	3.5228533553200564e-08	3.2124640319361275e-06	3.597933537617082e-08	2.9383068463073857e-06	3.7085341967337054e-08	6.8763073852301775e-09	5.1150485482967894e-08	1.0023457173192165	0.017468411180129248
Standard	2	1	KCl	0.1	71	pos	2.9151788622754494e-06	3.9228640716993807e-08	2.9085880838323357e-06	4.1777993000154524e-08	2.892098243512974e-06	4.150744967001212e-08	-2.308061876247538e-08	5.711177313489377e-08	0.9920826062986544	0.019518145569634188
Standard	2	1	KCl	0.1	72	neg	2.9373553093812373e-06	3.664355173497908e-08	3.219316886227545e-06	3.7675354823611525e-08	3.0015285229540914e-06	4.6041171681593556e-08	6.417321357285419e-08	5.884334604327035e-08	1.021847276482998	0.02020361174577629
Standard	2	1	KCl	0.1	73	pos	2.9281944311377246e-06	4.172040192910125e-08	2.940876706586826e-06	4.053603357670477e-08	2.9305740718562876e-06	4.1016340984866255e-08	2.379640718563053e-09	5.8505830178817006e-08	1.000812664860386	0.019988431016239663
Standard	2	1	KCl	0.1	74	neg	3.048475109780439e-06	3.9320728460163636e-08	3.2828243712574855e-06	3.96400269154032e-08	2.9768772654690617e-06	3.99853514165799e-08	-7.159784431137746e-08	5.607983607808881e-08	0.9765135545697357	0.018184903630205716
Standard	2	1	KCl	0.1	75	pos	2.928266027944112e-06	3.809226647485301e-08	2.9621008982035925e-06	4.131946379845235e-08	2.9298599600798406e-06	3.954255978560824e-08	1.593932135728691e-09	5.490569004747698e-08	1.0005443262738145	0.0187551529616781
Standard	2	1	KCl	0.1	76	neg	2.9305263273453095e-06	3.8178689376203434e-08	3.217793892215569e-06	3.801676139573656e-08	2.9662650698602794e-06	3.8440919789270294e-08	3.5738742514969844e-08	5.4178562519964864e-08	1.0121953323474642	0.018599957487582388
Standard	2	1	KCl	0.1	77	pos	2.954653592814371e-06	4.599773665590362e-08	2.954320518962075e-06	4.150712423343897e-08	2.918629441117765e-06	3.971642291655969e-08	-3.6024151696606034e-08	6.077158897669936e-08	0.9878076564426315	0.020424803735004965
Standard	2	1	KCl	0.1	78	neg	3.0121410578842318e-06	3.839912554054636e-08	3.256198023952096e-06	4.1869324120260494e-08	3.049212814371257e-06	4.2994948259806934e-08	3.707175648702538e-08	5.764597486505121e-08	1.012307443700218	0.019242741450136016
Standard	2	1	KCl	0.1	79	pos	2.9392588223552895e-06	3.9433325890804295e-08	2.9399488622754488e-06	3.738623387428847e-08	2.906279760479042e-06	4.4089340370916324e-08	-3.2979061876247646e-08	5.915113798696428e-08	0.9887798033894065	0.020024470374086528
Standard	2	1	KCl	0.1	80	neg	2.927766007984032e-06	4.407301435155001e-08	3.186148243512974e-06	4.3524950611213553e-08	2.9778292614770454e-06	4.421584146494888e-08	5.0063253493013576e-08	6.242973034128392e-08	1.01709947221072	0.021505825037095628
Standard	2	1	KCl	0.1	81	pos	2.970429221556886e-06	4.379108972830904e-08	2.9767820758483034e-06	3.941156932275385e-08	2.9612443912175645e-06	4.110488661313445e-08	-9.184830339321483e-09	6.006056312649302e-08	0.9969079113978998	0.020186277368663106
Standard	2	1	KCl	0.1	82	neg	2.8869820359281433e-06	4.123134927026655e-08	3.1688263672654687e-06	3.696612808473246e-08	2.921270159680639e-06	3.881042117749374e-08	3.4288123752495645e-08	5.662396095842435e-08	1.0118768053717633	0.019737402842683105
Standard	2	1	KCl	0.1	83	pos	2.9059943712574847e-06	3.932913388639383e-08	2.9112766067864278e-06	4.259919564572875e-08	2.913037405189621e-06	3.9479763155995445e-08	7.043033932136286e-09	5.5726407304862086e-08	1.0024236227027132	0.019199527870560708
Standard	2	1	KCl	0.1	84	neg	2.991272954091816e-06	3.882078695822496e-08	3.2854175449101797e-06	3.7744108697391155e-08	3.030772395209581e-06	4.170386452418404e-08	3.949944111776531e-08	5.697601088447124e-08	1.0132048936101714	0.019164589114865238
Standard	2	1	KCl	0.1	85	pos	3.042026986027944e-06	4.003395767467673e-08	3.058563692614771e-06	3.9939561286240055e-08	3.0167334331337324e-06	4.042342174272267e-08	-2.5293552894211734e-08	5.6892625115104606e-08	0.9916852963466842	0.018625372534896083
Standard	2	1	KCl	0.1	86	neg	2.97092874251497e-06	4.067777783772812e-08	3.2337358483033933e-06	3.85974327530853e-08	2.985633792415169e-06	4.251038131079069e-08	1.4705049900199132e-08	5.883718321779508e-08	1.0049496474586432	0.019851220600377837
Standard	2	1	KCl	0.1	87	pos	2.9789474251497007e-06	4.194497667607985e-08	3.0528054491017964e-06	4.355943897306188e-08	3.0109987225548903e-06	4.239640531890489e-08	3.205129740518956e-08	5.963921740198936e-08	1.010759269242081	0.020127068378753915
Standard	2	1	KCl	0.1	88	neg	2.980137105788423e-06	4.008702395297993e-08	3.188123233532934e-06	4.334770768014566e-08	3.006002095808383e-06	4.310750011075577e-08	2.5864990019960216e-08	5.8866170719740175e-08	1.0086791275373612	0.019832526694488036
Standard	2	1	KCl	0.1	89	pos	2.967644850299401e-06	4.236363113128467e-08	3.005644870259481e-06	4.4282971479262115e-08	2.977900439121756e-06	4.068821544632782e-08	1.0255588822354613e-08	5.873847222080551e-08	1.0034558005892518	0.019828567785337654
Standard	2	1	KCl	0.1	90	neg	2.9969834930139714e-06	3.762559108870522e-08	3.2378284231536925e-06	4.0070140754788716e-08	3.02349123752495e-06	4.145031801163243e-08	2.650774451097878e-08	5.598047845490349e-08	1.0088448083123478	0.018753754995069285
Standard	2	1	KCl	0.1	91	pos	2.8707542514970058e-06	4.080115658763391e-08	2.8844363073852297e-06	4.358439236397959e-08	2.875846327345309e-06	3.951752763628604e-08	5.092075848303402e-09	5.680113880348926e-08	1.001773776297866	0.019804254269275564
Standard	2	1	KCl	0.1	92	neg	2.9408290219560876e-06	4.10816703657666e-08	3.186957265469062e-06	4.058898641635917e-08	2.9942950299401197e-06	4.236230542651204e-08	5.346600798403209e-08	5.901074953845779e-08	1.0181805904338055	0.02024365487472731
Standard	2	1	KCl	0.1	93	pos	2.9243161077844315e-06	4.323557454944201e-08	2.9598169660678642e-06	3.8901391167628456e-08	2.94534998003992e-06	3.920549679062352e-08	2.1033872255488365e-08	5.836425177469466e-08	1.0071927491694543	0.020037162331520517
Standard	2	1	KCl	0.1	94	neg	2.9485859880239524e-06	3.853663912787234e-08	3.196236846307385e-06	3.702224660976601e-08	2.9352849301397205e-06	3.8718609926560026e-08	-1.330105788423195e-08	5.462786202952642e-08	0.9954890045810921	0.018485256640528348
Standard	2	1	KCl	0.1	95	pos	2.940805309381237e-06	4.2148812511790815e-08	3.017756646706587e-06	3.907924220264425e-08	2.9841107784431133e-06	4.256322369831512e-08	4.3305469061876085e-08	5.9901172006455e-08	1.014725717790202	0.02051802353795314
Standard	2	1	KCl	0.1	96	neg	2.9027103193612774e-06	3.9225023909461154e-08	3.1090303393213574e-06	4.2831883452454416e-08	2.911252435129741e-06	4.428550201655481e-08	8.542115768463433e-09	5.9159176714657543e-08	1.0029428068352142	0.020407057293684153
Standard	2	1	KCl	0.1	97	pos	2.9877037325349295e-06	4.1368869211525765e-08	2.9868949500998002e-06	4.187521819701368e-08	2.9192474650698604e-06	5.2238902478529064e-08	-6.845626746506908e-08	6.663547307554434e-08	0.9770873307417978	0.022107678091227143
Standard	2	1	KCl	0.1	98	neg	2.881223992015968e-06	4.079156627578722e-08	3.12064249500998e-06	5.154598465023714e-08	2.9325725748502995e-06	4.1838767911554084e-08	5.1348582834331355e-08	5.8433161642930366e-08	1.0178217948263033	0.02045760983908609
Standard	2	1	KCl	0.1	99	pos	2.8258547704590812e-06	4.014898426358013e-08	2.849196866267465e-06	4.3493889892260516e-08	2.8111980439121758e-06	4.131464419508013e-08	-1.465672654690544e-08	5.7609380853844216e-08	0.9948133475576579	0.020335245189547147
Standard	2	1	KCl	0.1	100	neg	2.8675659481037925e-06	4.039839005887866e-08	3.0534956686626746e-06	3.972451850686163e-08	2.8512190219560878e-06	3.774660314308439e-08	-1.6346926147704683e-08	5.528866039425095e-08	0.9942993722050179	0.019222090273439508
