Type	Chip	Disp	Electrolyte	Potential [V]	Pulse #	Polarization	IDSant (10sp 5sa) [A]	Std IDSant [A]	IDSdur (10sp 15sa) [A]	Std IDSdur [A]	IDSdep (10sp 30sd) [A]	Std IDSdep [A]	delIDS [A]	Std del IDS [A]	RatioIDS	Std RazIDS
Standard	1	2	MgCl2	0.8	4	neg	7.150559201596805e-06	3.737149175723758e-08	1.4507913972055889e-05	1.585598183790305e-07	5.900336526946108e-06	3.3988951179960926e-08	-1.2502226746506977e-06	5.0516108306905867e-08	0.8251573563125653	0.0064181363228006
Standard	1	2	MgCl2	0.8	5	pos	5.7229508982035925e-06	4.0141162332344336e-08	6.621493293413174e-06	4.621313453696624e-08	7.21158996007984e-06	3.4014059199078344e-08	1.4886390618762477e-06	5.261434344919669e-08	1.2601173919460893	0.0106510329433014
Standard	1	2	MgCl2	0.8	6	neg	6.778892355289421e-06	3.821855800055148e-08	1.387080259481038e-05	9.3064866481683e-08	5.72702007984032e-06	3.613405167419795e-08	-1.0518722754491017e-06	5.259589210228423e-08	0.8448312467112199	0.0071483987259604
Standard	1	2	MgCl2	0.8	7	pos	5.579946327345309e-06	4.3399498348306026e-08	6.436992195608782e-06	4.221591505072055e-08	6.940431556886228e-06	4.374723641067224e-08	1.360485229540919e-06	6.162253768270065e-08	1.2438169024805257	0.0124521219565994
Standard	1	2	MgCl2	0.8	8	neg	6.429401536926148e-06	3.477859849150229e-08	1.3302158283433134e-05	9.449143070272293e-08	5.547562235528942e-06	4.569856036892628e-08	-8.818393013972058e-07	5.7427426660312097e-08	0.8628427084025604	0.0085032055950304
Standard	1	2	MgCl2	0.8	9	pos	5.314545429141716e-06	4.0430629800504816e-08	6.17696884231537e-06	4.1699220648077824e-08	6.565362215568862e-06	4.517937143521855e-08	1.2508167864271457e-06	6.062847045198246e-08	1.2353572479724102	0.01267246483796
Standard	1	2	MgCl2	0.8	10	neg	6.073486746506986e-06	4.3576350797119385e-08	1.2719940918163672e-05	8.969537280348004e-08	5.304241996007984e-06	4.2898620458098464e-08	-7.692447504990016e-07	6.114891647446904e-08	0.8733438002575022	0.0094421282696056
Standard	1	2	MgCl2	0.8	11	pos	5.143345429141716e-06	3.8169656913122335e-08	5.897838203592814e-06	4.489769406068045e-08	6.23633626746507e-06	4.162788931281918e-08	1.0929908383233535e-06	5.647834874981558e-08	1.2125058200700598	0.0121026166012034
Standard	1	2	MgCl2	0.8	12	neg	5.6863071057884224e-06	4.0352611833768434e-08	1.221612235528942e-05	7.244927618162596e-08	5.099469161676647e-06	4.005015259016882e-08	-5.868379441117758e-07	5.6853742218983214e-08	0.8967980565955717	0.0094925827231951
Standard	1	2	MgCl2	0.8	13	pos	4.988944610778443e-06	4.102998828781464e-08	5.738274550898204e-06	4.2741264970142096e-08	5.9302935129740514e-06	5.507597592448389e-08	9.413489021956082e-07	6.867913120397297e-08	1.1886869820446304	0.0147459355945712
Standard	1	2	MgCl2	0.8	14	neg	5.460190179640719e-06	4.4745840747131576e-08	1.1772476846307386e-05	6.468755539386483e-08	4.938548143712575e-06	4.107527436241064e-08	-5.216420359281443e-07	6.074017145279529e-08	0.9044644932198188	0.0105607170758024
Standard	1	2	MgCl2	0.8	15	pos	4.79830491017964e-06	4.1162436169910007e-08	5.620111596806387e-06	4.232850330268145e-08	5.704081696606786e-06	4.481211923705212e-08	9.057767864271462e-07	6.084794312018849e-08	1.1887701601675071	0.0138281301344845
Standard	1	2	MgCl2	0.8	16	neg	5.191577085828343e-06	4.539177504670438e-08	1.1325669461077844e-05	6.066238839271791e-08	4.75616487025948e-06	3.6895538633188905e-08	-4.354122155688623e-07	5.8495247780685146e-08	0.916131031405192	0.0107082995728813
Standard	1	2	MgCl2	0.8	17	pos	4.471895469061877e-06	3.7174630107501353e-08	5.264458443113773e-06	4.106896700394667e-08	5.293844191616766e-06	4.9222768889968024e-08	8.219487225548888e-07	6.168333730291149e-08	1.183803205652148	0.0147648318750065
Standard	1	2	MgCl2	0.8	18	neg	4.962057285429142e-06	3.740752971015819e-08	1.0992429740518963e-05	7.322554345126119e-08	4.6426893013972064e-06	3.804287797355739e-08	-3.1936798403193544e-07	5.3353386429797936e-08	0.935637989313476	0.0104178258253169
Standard	1	2	MgCl2	0.8	19	pos	4.458689580838324e-06	3.745811107923029e-08	5.240807784431138e-06	3.618297053700041e-08	5.172207824351298e-06	3.7819529059165763e-08	7.135182435129744e-07	5.3229943301501264e-08	1.1600286879309545	0.0129199081627063
Standard	1	2	MgCl2	0.8	20	neg	4.750835089820359e-06	4.01530969545553e-08	1.0590132135728542e-05	4.916413515185164e-08	4.472775489021956e-06	3.9209133930888776e-08	-2.78059600798403e-07	5.612154112862808e-08	0.9414714264879024	0.0114642737455889
Standard	1	2	MgCl2	0.8	21	pos	4.227861357285429e-06	3.3937012999881014e-08	5.035770798403194e-06	3.6761461866488294e-08	4.9153718562874245e-06	3.6075669484394944e-08	6.875104990019955e-07	4.952953442241706e-08	1.162614248884316	0.0126452019634927
Standard	1	2	MgCl2	0.8	22	neg	4.470205608782435e-06	4.554302237970863e-08	1.0128625668662676e-05	8.303981812481292e-08	4.239591477045909e-06	3.948949505139277e-08	-2.3061413173652615e-07	6.027924275314526e-08	0.9484108446189928	0.0130920912544247
Standard	1	2	MgCl2	0.8	23	pos	4.052546067864271e-06	3.4849234107902354e-08	4.922200758483034e-06	3.522458218096488e-08	4.656561497005988e-06	4.211967298014661e-08	6.040154291417167e-07	5.4667503782977656e-08	1.149045913119018	0.0143407605055392
Standard	1	2	MgCl2	0.8	24	neg	4.257389121756487e-06	3.7099440082394046e-08	9.699614890219562e-06	5.609179498498789e-08	4.024348902195608e-06	3.8079003287801854e-08	-2.330402195608786e-07	5.3163699512163096e-08	0.9452621752684114	0.0121593341237196
Standard	1	2	MgCl2	0.8	25	pos	3.881320419161676e-06	3.749788663943546e-08	4.746266846307386e-06	3.5347760732956445e-08	4.429969401197605e-06	3.792720895136789e-08	5.486489820359296e-07	5.333446054161113e-08	1.1413562712646208	0.0147335144836719
Standard	1	2	MgCl2	0.8	26	neg	4.107200518962076e-06	3.710575885398554e-08	9.356834610778444e-06	5.685624610980055e-08	3.865521217564871e-06	3.684672033050671e-08	-2.41679301397205e-07	5.229262031343144e-08	0.9411571701256312	0.012360398873036
Standard	1	2	MgCl2	0.8	27	pos	3.739078782435129e-06	3.770036277696228e-08	4.641713892215568e-06	3.7686789863563e-08	4.2509649500998006e-06	4.2870236951147175e-08	5.118861676646714e-07	5.7089180846830043e-08	1.1369016801863956	0.0162129688077669
Standard	1	2	MgCl2	0.8	28	neg	3.93250255489022e-06	4.393728055148023e-08	8.7808474251497e-06	6.970045134973599e-08	3.7613023952095807e-06	3.7912093044983646e-08	-1.7120015968063882e-07	5.803284777874493e-08	0.9564653405074728	0.014392475627835
Standard	1	2	MgCl2	0.8	29	pos	3.664317964071856e-06	4.2645726804062174e-08	4.468682874251496e-06	4.362518081248666e-08	4.06496626746507e-06	4.309041038839516e-08	4.006483033932139e-07	6.0625419438442e-08	1.1093377559811994	0.0174633431333736
Standard	1	2	MgCl2	0.8	30	neg	3.740839740518962e-06	4.2917730780325993e-08	7.680814371257484e-06	2.087366260018925e-07	-1.1942334211576849e-07	4.3339902093577895e-08	-3.86026308263473e-06	6.099408765457075e-08	-0.0319242069694226	0.0115913956676544
Standard	1	2	MgCl2	0.8	31	pos	-2.365389421157685e-07	4.343707308475835e-08	-2.553601497005989e-07	4.631735538339319e-08	-1.7407890838323356e-07	4.182869698829695e-08	6.246003373253489e-08	6.030272970529113e-08	0.7359418572948327	0.2225655100549982
Standard	1	2	MgCl2	0.8	32	neg	-8.53023760479042e-08	3.9139291479940046e-08	1.1421237804391221e-07	3.732592110741802e-08	-1.652511994011976e-07	3.981494504506088e-08	-7.994882335329338e-08	5.5831120233190074e-08	1.937240286347893	1.0039598909870109
Standard	1	2	MgCl2	0.8	33	pos	-1.2411079241516968e-07	3.797261736938421e-08	-1.2361111017964074e-07	3.7114878128648594e-08	-8.278018582834331e-08	4.006005820272776e-08	4.133060658682637e-08	5.519717323457421e-08	0.6669862001318214	0.3818756811124705
Standard	1	2	MgCl2	0.8	34	neg	-1.1009598662674653e-07	4.13372867214698e-08	1.4181380638722556e-08	3.909986231663384e-08	-5.0253473053892215e-08	3.7616935672188586e-08	5.984251357285432e-08	5.5891011109646053e-08	0.4564514528968645	0.3822471599378825
Standard	1	2	MgCl2	0.8	35	pos	-1.5925502115768466e-07	3.87727933379166e-08	-1.7077149081836328e-07	3.7750079477787065e-08	-1.444311522954092e-07	4.026140050482926e-08	1.4823868862275464e-08	5.589552642059162e-08	0.906917416138498	0.3356584073993204
Standard	1	2	MgCl2	0.8	36	neg	-1.1671078942115769e-07	3.9107177957625534e-08	-4.7350577245508985e-08	3.5649755393869946e-08	-1.1966127065868265e-07	3.814058164466295e-08	-2.9504812375249603e-09	5.462669069239498e-08	1.0252802783029595	0.4741529260362126
Standard	1	2	MgCl2	0.8	37	pos	-4.8825817365269467e-08	3.637501371166096e-08	-5.698724091816368e-08	3.926253114936807e-08	-5.984254810379243e-08	3.8869488346900887e-08	-1.1016730738522956e-08	5.323512700157093e-08	1.225633309036201	1.2113986210789087
Standard	1	2	MgCl2	0.8	38	neg	-1.3712630698602796e-07	4.3726477894821183e-08	-5.175250878243513e-08	3.9725936617788166e-08	-1.2251659580838328e-07	4.1276180588111145e-08	1.4609711177644706e-08	6.01309234340256e-08	0.8934579986965352	0.4144588448192334
Standard	1	2	MgCl2	0.8	39	pos	-1.497134774451098e-07	3.672555492346535e-08	-1.810982425149701e-07	3.8868992129431504e-08	-2.5238588223552894e-07	4.102322357977374e-08	-1.0267240479041918e-07	5.506061439279963e-08	1.6857926657141635	0.496077639671962
Standard	1	2	MgCl2	0.8	40	neg	-1.441218341317366e-07	4.293848973251498e-08	-9.03229528942116e-08	3.868805055338378e-08	-1.1889985389221561e-07	4.094511014590785e-08	2.5221980239520992e-08	5.9331407748087526e-08	0.8249954256308834	0.3756688933497686
Standard	1	2	MgCl2	0.8	41	pos	-1.1851914411177649e-07	3.8054939200549366e-08	-1.1825744750499002e-07	4.8448912083553134e-08	-1.488807017964072e-07	4.411461439113637e-08	-3.036155768463075e-08	5.8260429113045204e-08	1.256174290762651	0.5488424915507184
Standard	1	2	MgCl2	0.8	42	neg	-1.836204359281437e-07	3.964704129124535e-08	-1.8768929301397208e-07	4.14510323057688e-08	-1.935188910179641e-07	4.063518881942372e-08	-9.898455089820393e-09	5.677240926312649e-08	1.0539071538512954	0.3174213345825645
Standard	1	2	MgCl2	0.8	43	pos	-1.918770864271457e-07	3.708704227618661e-08	-1.560903682634731e-07	3.8578999614788015e-08	-1.483572143712575e-07	4.1328929590951554e-08	4.351987205588821e-08	5.552953381696521e-08	0.7731888008815874	0.26216058183007
Standard	1	2	MgCl2	0.8	44	neg	-1.851433005988024e-07	3.847641462033044e-08	-1.674164864271457e-07	4.2998299399739655e-08	-2.2026371656686629e-07	3.729930157635009e-08	-3.512041596806388e-08	5.358798727437978e-08	1.1896931504109258	0.3189283089224758
Standard	1	2	MgCl2	0.8	45	pos	-2.398225568862276e-07	3.8753164544269976e-08	-2.058919395209581e-07	4.113359465215802e-08	-1.3938673053892217e-07	3.5884515777353986e-08	1.0043582634730536e-07	5.28157763814036e-08	0.5812077577216709	0.1766622466179538
Standard	1	2	MgCl2	0.8	46	neg	-1.1104774151696609e-07	3.54120437529532e-08	-1.0226765928143717e-07	3.798316130468741e-08	-1.1568761616766469e-07	3.5259672413556525e-08	-4.639874650698598e-09	4.9972565888419126e-08	1.0417827016318897	0.459547769064173
Standard	1	2	MgCl2	0.8	47	pos	-1.6936763113772456e-07	4.3762835501659455e-08	-1.4131406986027946e-07	3.4196188093839185e-08	-1.1361753453093813e-07	4.161333049064287e-08	5.575009660678644e-08	6.038919643171924e-08	0.6708338173458176	0.3006878233772943
Standard	1	2	MgCl2	0.8	48	neg	-1.4792889461077845e-07	3.3058362084040856e-08	-1.2568120918163673e-07	3.4526816142379465e-08	-1.616820369261477e-07	3.2276039023573125e-08	-1.3753142315369255e-08	4.6201709911330823e-08	1.0929713045686962	0.3275117653473728
Standard	1	2	MgCl2	0.8	49	pos	-2.421305868263473e-07	3.4915844850138524e-08	-2.0474983033932134e-07	3.4552425678744425e-08	-2.438675489021956e-07	3.768327852196653e-08	-1.7369620758482584e-09	5.137261626356057e-08	1.0071736582255673	0.2128734806289443
Standard	1	2	MgCl2	0.8	50	neg	-1.8616644391217565e-07	3.944532725034673e-08	-1.7412650499002e-07	3.700322926214568e-08	-1.6805892994011977e-07	4.228233718777738e-08	1.8107513972055883e-08	5.782499355769828e-08	0.9027348130439762	0.2969334824970617
Standard	1	2	MgCl2	0.8	51	pos	-1.650846359281437e-07	3.7358424554161153e-08	-1.5423442275449105e-07	4.447361415900988e-08	-1.0060207125748505e-07	4.103773490219528e-08	6.448256467065868e-08	5.549547342866629e-08	0.609396935649869	0.284276262826462
Standard	1	2	MgCl2	0.8	52	neg	-2.011330522954092e-07	4.25089108426256e-08	-1.931619409181637e-07	4.456340903267409e-08	-2.192405636726547e-07	3.572827352175244e-08	-1.810751137724552e-08	5.552942490132099e-08	1.0900275274033555	0.2909063608434393
Standard	1	2	MgCl2	0.8	53	pos	-1.769104377245509e-07	3.9433845378519146e-08	-1.9152018143712578e-07	3.8380441122859464e-08	-1.4300350000000001e-07	4.44701032906141e-08	3.3906937724550895e-08	5.9435833030376924e-08	0.808338399018921	0.3092772425136443
Standard	1	2	MgCl2	0.8	54	neg	-1.868088646706587e-07	4.454248706272492e-08	-1.3938675948103798e-07	4.042123002941279e-08	-1.71651882235529e-07	3.9724445960307926e-08	1.515698243512974e-08	5.96830357856103e-08	0.9188636874280496	0.3053205274773784
Standard	1	2	MgCl2	0.8	55	pos	-1.4074303053892218e-07	3.84669161299474e-08	-1.3441373512974053e-07	4.0720082021034326e-08	-1.483334167664671e-07	3.942084461149104e-08	-7.590386227544894e-09	5.507909427751811e-08	1.0539308141829855	0.4017779471766854
Standard	1	2	MgCl2	0.8	56	neg	-1.6591744471057886e-07	4.467942883024496e-08	-1.3705489820359285e-07	3.972825863894078e-08	-1.536395493013972e-07	3.859060824612256e-08	1.2277895409181674e-08	5.9038008142235193e-08	0.9259999728744688	0.3409957185687471
Standard	1	2	MgCl2	0.8	57	pos	-1.5528136307385237e-07	3.694603676485439e-08	-1.346754760479042e-07	4.151054208915007e-08	-1.8366803113772457e-07	3.963408285247577e-08	-2.838666806387225e-08	5.418367056768012e-08	1.182807952621922	0.3799312329003215
Standard	1	2	MgCl2	0.8	58	neg	-5.2894629740518973e-08	3.818144273465016e-08	-2.5983328742514968e-08	4.307341282777637e-08	-7.76168391217565e-08	4.0772957863199286e-08	-2.4722209381237537e-08	5.5859257623187176e-08	1.467385999344647	1.3100099358757034
Standard	1	2	MgCl2	0.8	59	pos	-2.105317934131737e-07	4.3892082782681273e-08	-2.472463133732535e-07	4.089495977006948e-08	-2.275209241516966e-07	4.066868379638367e-08	-1.698913073852296e-08	5.983691814199646e-08	1.0806962713948929	0.2967789973764934
Standard	1	2	MgCl2	0.8	60	neg	-1.482620369261477e-07	4.085003021515519e-08	-9.351138582834337e-08	3.5960279470443785e-08	-1.0500400998003997e-07	3.788378509735613e-08	4.325802694610776e-08	5.5712710774847024e-08	0.708232614073315	0.3215093221719413
Standard	1	2	MgCl2	0.8	61	pos	-8.568308802395212e-08	3.757777231610858e-08	-1.0112554870259485e-07	3.8031663828139634e-08	-6.895573912175649e-08	3.667579823584791e-08	1.6727348902195617e-08	5.250907681989773e-08	0.8047765400621462	0.5547890709501616
Standard	1	2	MgCl2	0.8	62	neg	-1.7933745988023953e-07	3.912199389134106e-08	-1.1621110379241521e-07	3.777377237006494e-08	-1.6013540678642717e-07	3.695506957526924e-08	1.9202053093812362e-08	5.3816424754410424e-08	0.8929278182782594	0.283558865338078
Standard	1	2	MgCl2	0.8	63	pos	-1.406954293413174e-07	3.7407650155683307e-08	-1.5766080159680638e-07	4.0774306909960815e-08	-1.701052656686627e-07	4.2229956842865314e-08	-2.9409836327345293e-08	5.6415437117160244e-08	1.2090319242425356	0.4397992187575995
Standard	1	2	MgCl2	0.8	64	neg	-1.363648810379242e-07	4.1485578573532013e-08	-7.518983113772456e-08	3.848316874275809e-08	-8.299433952095809e-08	3.917712161100604e-08	5.3370541516966096e-08	5.70604949794887e-08	0.6086196012437887	0.3417928119669419
Standard	1	2	MgCl2	0.8	65	pos	-1.7050975209580838e-07	4.07825663232708e-08	-1.727464281437126e-07	3.930383266061301e-08	-1.9758771137724557e-07	4.2101192424622026e-08	-2.707795928143713e-08	5.8615084402285334e-08	1.158805927218885	0.371195335053567
Standard	1	2	MgCl2	0.8	66	neg	-1.7871880718562877e-07	3.90817666606256e-08	-1.2687092375249505e-07	3.4273669919993914e-08	-1.9228160199600803e-07	3.7221566262001374e-08	-1.3562794810379204e-08	5.3970635352125936e-08	1.0758890181954497	0.3142119304604738
Standard	1	2	MgCl2	0.8	67	pos	-5.653514291417167e-08	4.13907537612178e-08	-4.6779514570858295e-08	3.716236760764425e-08	-8.292295928143714e-08	3.956964173809593e-08	-2.638781636726547e-08	5.726212573947137e-08	1.4667506794371408	1.281802583587099
Standard	1	2	MgCl2	0.8	68	neg	-1.1061946067864276e-07	4.102211714984237e-08	-9.974547524950105e-08	3.7819267998270215e-08	-9.72470650698603e-08	3.5082895104290826e-08	1.3372395608782455e-08	5.3977992037070674e-08	0.8791135345739011	0.45482583739772
Standard	1	2	MgCl2	0.8	69	pos	-2.040597872255489e-07	3.885591326941313e-08	-1.6092063193612776e-07	4.0563735022947946e-08	-1.3153464251497008e-07	4.38276808043858e-08	7.252514471057881e-08	5.857173038839882e-08	0.6445887467753938	0.2473756429184551
Standard	1	2	MgCl2	0.8	70	neg	-9.434418323353294e-08	3.85740892524202e-08	-8.111459580838325e-08	3.692338494170496e-08	-1.3427096187624753e-07	3.7185805958646664e-08	-3.9926778642714584e-08	5.357932928329545e-08	1.4232033949976826	0.7028235321344939
Standard	1	2	MgCl2	0.8	71	pos	-7.164448423153693e-08	4.3640800185358366e-08	-6.062775728542915e-08	4.094728555454103e-08	-1.0788313632734532e-07	4.718566184597906e-08	-3.623865209580839e-08	6.427290350265389e-08	1.5058121708112824	1.1291968919559534
Standard	1	2	MgCl2	0.8	72	neg	-5.52978508982036e-08	3.691099817922109e-08	-3.745217125748504e-08	3.3074649026607866e-08	-4.087853592814372e-08	3.857935588420451e-08	1.4419314970059876e-08	5.339277560706663e-08	0.7392427601462482	0.8545286984635383
Standard	1	2	MgCl2	0.8	73	pos	-1.157590025948104e-07	3.638143432280776e-08	-7.630815828343316e-08	3.5324359654113945e-08	-7.752165449101797e-08	3.789740119420495e-08	3.823734810379245e-08	5.2534005945285584e-08	0.6696814308461685	0.3892006619883204
Standard	1	2	MgCl2	0.8	74	neg	-1.486665371257485e-07	4.0203290475229264e-08	-1.0685996207584833e-07	3.614753198762528e-08	-1.5363954331337326e-07	3.7271842254028986e-08	-4.9730061876247556e-09	5.4822393144087394e-08	1.0334507434138889	0.3754449168756007
Standard	1	2	MgCl2	0.8	75	pos	-1.6320487524950105e-07	3.96273136438334e-08	-1.6344282734530936e-07	3.6723712127188726e-08	-1.607778518962076e-07	3.674742600328339e-08	2.427023353293422e-09	5.4043476058572814e-08	0.9851289776142832	0.3285004253964698
Standard	1	2	MgCl2	0.8	76	neg	-1.1406961876247508e-07	3.909218652031632e-08	-1.3598416287425154e-07	3.8351148734594443e-08	-1.633714506986028e-07	3.9423226109755936e-08	-4.9301831936127733e-08	5.5519274165285546e-08	1.4322082643125855	0.6002937580877884
Standard	1	2	MgCl2	0.8	77	pos	-2.2537945109780442e-07	4.047703921163328e-08	-2.572398922155689e-07	3.8621209558484334e-08	-1.8852205628742522e-07	4.61565365864956e-08	3.685739481037924e-08	6.139068799908179e-08	0.8364651496360916	0.253985159788664
Standard	1	2	MgCl2	0.8	78	neg	-1.1625870878243517e-07	4.26073260851418e-08	-9.296412035928145e-08	3.690725189655209e-08	-5.950942734530939e-08	3.956581716595611e-08	5.674928143712575e-08	5.814497505490456e-08	0.5118707060188882	0.3886039828905735
Standard	1	2	MgCl2	0.8	79	pos	-1.1906642115768465e-07	4.130195907379053e-08	-1.4490703233532938e-07	3.921201521883501e-08	-1.33818875249501e-07	3.8055710737102054e-08	-1.4752454091816325e-08	5.616127618777063e-08	1.1239010457220262	0.5041296301661375
Standard	1	2	MgCl2	0.8	80	neg	-1.340568285429142e-07	3.945385394798842e-08	-1.36697976247505e-07	3.616081756005378e-08	-1.4514498203592818e-07	4.051915611631311e-08	-1.1088153493013964e-08	5.65544746569832e-08	1.0827123363541638	0.439198003518204
Standard	1	2	MgCl2	0.8	81	pos	-1.416472199600799e-07	4.109551698040794e-08	-1.5647108063872258e-07	3.975631183479429e-08	-1.8228796546906186e-07	3.9405835839789855e-08	-4.0640745508981993e-08	5.693559004804873e-08	1.286915235755673	0.4656143942209151
Standard	1	2	MgCl2	0.8	82	neg	-2.166469640718563e-07	3.9197535522360406e-08	-1.9320954810379242e-07	4.2611073087596194e-08	-2.053684499001996e-07	3.993803443057636e-08	1.1278514171656696e-08	5.595974790154624e-08	0.9479405851820942	0.2517913615116423
Standard	1	2	MgCl2	0.8	83	pos	-1.7391235249501e-07	3.769480171043295e-08	-1.4842860000000004e-07	3.8687340642926135e-08	-2.0636784530938125e-07	3.897778069501292e-08	-3.24554928143713e-08	5.422329263238615e-08	1.1866198251518825	0.3411458328153859
Standard	1	2	MgCl2	0.8	84	neg	-1.8787964351297405e-07	3.931845768047445e-08	-1.7229433453093813e-07	3.849624362083845e-08	-1.876416972055889e-07	3.769090067317665e-08	2.37946307385207e-10	5.4465999558683664e-08	0.9987335173575164	0.2897070811553744
Standard	1	2	MgCl2	0.8	85	pos	-2.1881225748503e-07	3.5781669948167165e-08	-1.7681525868263473e-07	3.760655001448911e-08	-1.846436031936128e-07	4.023990290159547e-08	3.416865429141714e-08	5.38477268769017e-08	0.8438448801536871	0.2299159635065017
Standard	1	2	MgCl2	0.8	86	neg	-2.486263912175649e-07	3.7347379765582486e-08	-1.857619397205589e-07	3.87672134904174e-08	-1.846436075848304e-07	3.752812947246459e-08	6.398278363273453e-08	5.294513459286609e-08	0.7426548995084545	0.1876928034899375
Standard	1	2	MgCl2	0.8	87	pos	-1.2211204151696606e-07	3.161314125318509e-08	-1.0114932834331341e-07	3.4249075154436465e-08	-1.0369533393213573e-07	4.2567839267635934e-08	1.8416707584830343e-08	5.302274643781781e-08	0.8491818877479699	0.4121285013004224
Standard	1	2	MgCl2	0.8	88	neg	-1.788377896207585e-07	3.578279266162399e-08	-1.3750700459081837e-07	4.0053832829587234e-08	-1.4916620019960078e-07	3.4727349706555226e-08	2.9671589421157693e-08	4.9863785138175714e-08	0.8340865793293523	0.2560448465657919
Standard	1	2	MgCl2	0.8	89	pos	-2.1238778403193613e-07	3.880846063209289e-08	-1.846674007984032e-07	3.8091969328769513e-08	-1.963504253493014e-07	3.959063914518097e-08	1.6037358682634733e-08	5.543929404814458e-08	0.9244902019401302	0.2515631918969621
Standard	1	2	MgCl2	0.8	90	neg	-1.760062650698603e-07	3.821490745629301e-08	-1.9135363153692618e-07	3.4272150808186586e-08	-2.074861602794411e-07	4.13872895180707e-08	-3.147989520958081e-08	5.6331934864210415e-08	1.1788566742046702	0.3475738058713922
Standard	1	2	MgCl2	0.8	91	pos	-1.978256996007984e-07	3.3888896247120254e-08	-1.8157414730538922e-07	3.210772504568797e-08	-1.509983774451098e-07	3.780783459277283e-08	4.68273221556886e-08	5.077292236460839e-08	0.7632899959399431	0.2315664279340141
Standard	1	2	MgCl2	0.8	92	neg	-1.5078421856287428e-07	3.327712486352256e-08	-1.455494898203593e-07	4.421691374180552e-08	-1.3943432075848306e-07	3.889187499920317e-08	1.1349897804391194e-08	5.118539811446343e-08	0.9247275483298772	0.3289034862008292
Standard	1	2	MgCl2	0.8	93	pos	-1.152355141716567e-07	3.385766559764065e-08	-1.0319563293413177e-07	3.618522450133994e-08	-1.5406783832335334e-07	3.297230915499746e-08	-3.883232415169661e-08	4.72600750182899e-08	1.3369822613352629	0.4859832522344411
Standard	1	2	MgCl2	0.8	94	neg	-1.7945644790419165e-07	3.8033523669362266e-08	-1.6042094550898206e-07	3.968207966207624e-08	-2.048925568862276e-07	4.4815022682077193e-08	-2.543610898203593e-08	5.8778696657063034e-08	1.1417397328382193	0.3477302289419523
Standard	1	2	MgCl2	0.8	95	pos	-1.816217243512974e-07	3.9017137774661663e-08	-1.734126720558882e-07	3.7675388249104213e-08	-2.36705497005988e-07	4.029069934531413e-08	-5.50837726546906e-08	5.60863396368619e-08	1.3032884576524897	0.3572136015315822
Standard	1	2	MgCl2	0.8	96	neg	-1.6351420678642718e-07	3.4210321923448686e-08	-2.108411876247505e-07	3.433480046280632e-08	-2.1928816367265465e-07	3.395162172134284e-08	-5.57739568862275e-08	4.8198119710369966e-08	1.3410954802176684	0.3490558771243891
Standard	1	2	MgCl2	0.8	97	pos	-2.0741473073852293e-07	4.669040176606762e-08	-2.3220840918163678e-07	3.65060990125518e-08	-2.733485169660679e-07	3.8504846377854936e-08	-6.593378622754492e-08	6.051955726588734e-08	1.317883816606373	0.3499607534880662
Standard	1	2	MgCl2	0.8	98	neg	-2.673999920159681e-07	3.751147261166824e-08	-2.4822189421157684e-07	4.301836576699296e-08	-2.776315089820359e-07	4.06327060130928e-08	-1.023151696606781e-08	5.5300337932442724e-08	1.038262966610174	0.2104854801900881
Standard	1	2	MgCl2	0.8	99	pos	-1.9675488163672653e-07	4.7663647847004544e-08	-2.151955329341317e-07	3.6081855017465695e-08	-1.941613385229541e-07	3.93810919884766e-08	2.5935431137724462e-09	6.182793650355894e-08	0.9868184052553218	0.3117833368346672
Standard	1	2	MgCl2	0.8	100	neg	-1.8752272834331338e-07	3.7137715378591504e-08	-1.6586985628742517e-07	4.1320624292139416e-08	-1.8947385548902205e-07	3.9978430445410813e-08	-1.9511271457085923e-09	5.4566333983692016e-08	1.0104047502025275	0.2923915098253681
Standard	1	3	MgCl2	0.1	1	pos	4.911850618762476e-06	4.1683540428043815e-08	4.542991996007984e-06	4.747671435565003e-08	4.959439960079841e-06	3.8759467524701656e-08	4.758934131736499e-08	5.6919362833878993e-08	1.0096886784658274	0.0116485179004379
Standard	1	3	MgCl2	0.1	2	neg	4.912207105788423e-06	3.732923625533716e-08	5.583896047904191e-06	3.790631705599618e-08	4.931171556886228e-06	3.843357315123405e-08	1.896445109780441e-08	5.3578087167964836e-08	1.0038606782428732	0.0109275922243742
Standard	1	3	MgCl2	0.1	3	pos	4.820600618762475e-06	3.52846187936949e-08	4.431944750499002e-06	3.7359042634784236e-08	4.812176966067863e-06	4.0037994449982695e-08	-8.423652694611517e-09	5.336708089256159e-08	0.9982525719592232	0.0110621765425449
Standard	1	3	MgCl2	0.1	4	neg	4.752762395209581e-06	4.3156231645632623e-08	5.369367744510979e-06	4.328306071782115e-08	4.759591057884231e-06	3.9948629461830666e-08	6.828662674649546e-09	5.880776586242797e-08	1.0014367776267403	0.0123829636826304
Standard	1	3	MgCl2	0.1	5	pos	4.702485289421158e-06	3.983479211149562e-08	4.35834878243513e-06	4.2326910209872044e-08	4.650636686626747e-06	3.67669980145184e-08	-5.184860279441101e-08	5.420906571382386e-08	0.988974212654944	0.0114592897906079
Standard	1	3	MgCl2	0.1	6	neg	4.671551656686627e-06	3.4754227533494435e-08	5.311689880239521e-06	3.415527284015786e-08	4.685019600798403e-06	4.026471092458409e-08	1.3467944111775878e-08	5.318931544295549e-08	1.0028829701781203	0.0113998178047786
