IDSmed [A],IDSmed [A],delIDS [A],delIDS [A],Gn [S],Gn [S]
mean,std,mean,std,mean,std
6.71249346832307e-06,2.722739363128865e-06,2.178490869179183e-09,1.5718644910392111e-09,9.582859713348377e-07,8.853511093348285e-07
6.714482869559409e-06,2.7292105949768722e-06,1.9894012363389874e-09,6.7329694667009255e-09,1.0804859631797684e-06,1.149720073523862e-06
6.719235012534835e-06,2.7303928009801174e-06,4.752142975424835e-09,2.1064655833222185e-09,1.1225303474723461e-06,1.2994948436774307e-06
6.7212143856446955e-06,2.732160531794302e-06,1.9793731098616263e-09,4.3705991699108895e-09,1.2486826708793293e-06,1.399240305710303e-06
6.628766423470249e-06,2.6380170620997037e-06,0.0,0.0,0.0,0.0
6.719429900196398e-06,2.6754976688723898e-06,9.06634767261491e-08,4.188954473977915e-08,7.737655189257522e-07,3.212661737194289e-07
6.7691213416765095e-06,2.6912086345372217e-06,4.969144148011159e-08,1.6642747784517688e-08,1.4950161529428078e-06,6.82302269025484e-07
6.799539766196479e-06,2.6969153284593664e-06,3.041842451997003e-08,1.1387419478520091e-08,1.5447954685189806e-06,5.869471471493081e-07
6.820901172469955e-06,2.7040199904043343e-06,2.1361406273475343e-08,7.672567291190328e-09,2.1073135125754755e-06,9.183485961125373e-07
6.835217613835692e-06,2.7070002918869854e-06,1.4316441365736519e-08,4.356630888654576e-09,2.0636486188361803e-06,1.0194058748703794e-06
6.8435608397976475e-06,2.7091371147909524e-06,8.34322596195638e-09,2.2785253662724444e-09,2.3142547087514055e-06,1.1853284143887096e-06
6.851462847142405e-06,2.710583323745432e-06,7.902007344758223e-09,4.7334459615860144e-09,2.450067731483522e-06,1.5288963463966318e-06
6.858760495257836e-06,2.7137674915004864e-06,7.2976481154289844e-09,4.122710482048322e-09,2.4235044798093383e-06,1.0793833468053866e-06
6.862927117860333e-06,2.7159102128026737e-06,4.166622602498357e-09,2.175277305961214e-09,2.3841491221868985e-06,1.3423681888085021e-06
6.870614266555698e-06,2.717793324599743e-06,7.687148695365255e-09,1.906326315725013e-09,2.563863231213008e-06,1.1610448766860399e-06
6.877845114180066e-06,2.7178127854019004e-06,7.2308476243680615e-09,1.778493846119292e-10,2.7614154197883184e-06,1.6453468608568872e-06
6.8765762648581585e-06,2.721845302516405e-06,-1.268849321907813e-09,4.1211676097013676e-09,2.6262265211512453e-06,1.5448174074093106e-06
6.8816409376874325e-06,2.724567729037608e-06,5.064672829273694e-09,4.867294945577902e-09,2.5722393936308043e-06,1.2650010672284568e-06
6.884459319659679e-06,2.7274798359057018e-06,2.818381972246023e-09,4.386849147417046e-09,2.6527556975827633e-06,1.3529373671869602e-06
6.887789207136547e-06,2.7295660283807647e-06,3.329887476868392e-09,2.2713942735420413e-09,2.697019353873855e-06,1.2108240494745068e-06
6.896530228080639e-06,2.731918350391377e-06,8.741020944092499e-09,2.3944734239034445e-09,2.7138495235878323e-06,1.3613636798447456e-06
6.895749995313358e-06,2.7312795554675805e-06,-7.802327672811918e-10,1.442733888969979e-09,2.6552662371342006e-06,1.1030467250003628e-06
6.89912812864198e-06,2.7304501870653873e-06,3.3781333286217032e-09,2.8931235332220354e-09,2.706796085829857e-06,1.4083176889557104e-06
6.903617749761302e-06,2.733518678399597e-06,4.48962111932329e-09,6.383309874521682e-09,2.785000647499764e-06,1.5032257167667198e-06
6.6414147568139015e-06,2.6648401386658513e-06,-2.622029929474015e-07,8.91960186424675e-08,2.257189246795546e-07,3.8549777215574725e-07
6.597210832145113e-06,2.6570104528652187e-06,-4.42039246687879e-08,2.221272095585263e-08,-2.7913025794109523e-07,4.0476928900514933e-07
6.573906759399506e-06,2.6440668238265393e-06,-2.3304072745607602e-08,1.5664652254720138e-08,-6.155617126678321e-07,3.519797662141765e-07
6.5613978724362214e-06,2.6384883294665484e-06,-1.2508886963284263e-08,6.535627959802965e-09,-6.976136915202261e-07,2.52453356493884e-07
6.5510116987373595e-06,2.63026513542271e-06,-1.0386173698861684e-08,8.232229455865573e-09,-6.619817769499636e-07,2.8513079057986713e-07
6.541620147496967e-06,2.6306636682925347e-06,-9.391551240393972e-09,2.6460131830137827e-09,-5.246085466341922e-07,4.062896302370607e-07
6.535211014124798e-06,2.624186499855327e-06,-6.409133372168395e-09,6.571778252167873e-09,-7.605490516600551e-07,1.9890624840238403e-07
6.528825276556442e-06,2.6242498319935483e-06,-6.385737568355883e-09,4.4625530748563214e-09,-8.863790730196196e-07,6.999124583538457e-08
6.522890056241219e-06,2.6182707014413007e-06,-5.935220315222978e-09,6.326662370951374e-09,-9.58907521377543e-07,1.6783432277479832e-07
6.520728651556358e-06,2.61649742910539e-06,-2.161404684860503e-09,2.4649536313738214e-09,-1.1595735214814502e-06,2.7584120192448556e-07
6.5205607976774145e-06,2.614492551112802e-06,-1.67853878944112e-10,2.505495588934771e-09,-1.0132928614075657e-06,2.1083500228550844e-07
6.518020820559893e-06,2.6181336575259765e-06,-2.53997711752163e-09,4.056399274253352e-09,-9.386051781841035e-07,3.6885800078165554e-07
6.509423153981211e-06,2.613191410912087e-06,-8.597666578680502e-09,5.4993035097636935e-09,-1.2509376433831035e-06,5.239301364015331e-07
6.508000609528608e-06,2.611937811469452e-06,-1.4225444526040116e-09,1.306901917515337e-09,-1.1350102513365202e-06,3.495235839770853e-07
6.504317245988507e-06,2.61078399386492e-06,-3.6833635401004963e-09,2.341093125626043e-09,-1.1881706246651496e-06,5.282409370816203e-07
6.504657283320133e-06,2.6098070814251616e-06,3.4003733162535354e-10,1.367815163081253e-09,-1.2911905472095739e-06,5.659536061129442e-07
6.501206120409127e-06,2.6079868473898394e-06,-3.45116291100595e-09,2.535907950173037e-09,-1.331597991649595e-06,5.110992065837641e-07
6.496646813995237e-06,2.6094278939417734e-06,-4.559306413890268e-09,2.7178408016866213e-09,-1.3942756151030878e-06,4.629526419702918e-07
6.499173035005394e-06,2.6041104094193628e-06,2.526221010157032e-09,5.4170267819217535e-09,-1.3621119583318406e-06,5.104194163787382e-07
6.495376704644211e-06,2.604105278485173e-06,-3.796330361182927e-09,6.4345558771979e-10,-1.3459909161264645e-06,4.5407343896288526e-07
6.611735453058524e-06,2.6501313197840883e-06,1.1635874841431303e-07,5.9297553098252214e-08,-2.906051759735213e-07,1.4797004552118572e-07
6.716120282135307e-06,2.674564182089417e-06,1.043848290767834e-07,3.2079899899898964e-08,9.160748825177828e-07,7.182676087563535e-07
6.7770546460603036e-06,2.6890694117078687e-06,6.093436392499578e-08,1.7799423582950258e-08,1.3305166508142852e-06,5.728762645215463e-07
6.8134192285166746e-06,2.694539662954622e-06,3.63645824563713e-08,1.2384462864220311e-08,1.5976886490787594e-06,6.250997337014706e-07
6.836128065401681e-06,2.7054401143115557e-06,2.270883688500637e-08,1.3016716044659657e-08,1.8749772558212542e-06,8.860911372997645e-07
6.849270609639766e-06,2.7100500418540447e-06,1.3142544238084678e-08,5.2717076110124915e-09,2.1091006177681804e-06,1.0257812690322858e-06
6.8614576965349734e-06,2.715725866520859e-06,1.2187086895207545e-08,6.057689766676935e-09,2.092327659272198e-06,8.403608659684858e-07
6.870037016900217e-06,2.7177558154720163e-06,8.57932036524487e-09,2.0492582943676564e-09,2.3487068969910485e-06,1.097017226047096e-06
6.877527174727522e-06,2.7184401479678077e-06,7.490157827304536e-09,5.034891153076515e-09,2.3071278997726833e-06,9.232486581043606e-07
6.883131770033894e-06,2.7241526442414445e-06,5.604595306371789e-09,5.789675437766628e-09,2.3968249117952258e-06,1.1270441913109192e-06
6.8886528386732e-06,2.7291812491360357e-06,5.521068639305709e-09,6.125749528409095e-09,2.5707896318434095e-06,1.2073610219204966e-06
6.894864995388162e-06,2.733346916525237e-06,6.212156714962674e-09,5.047197745813642e-09,2.4883561634670646e-06,1.1973412621139036e-06
6.894656773207925e-06,2.730448909051655e-06,-2.082221802381468e-10,3.0810722803314445e-09,2.3655347263249816e-06,1.1161546213284472e-06
6.896598373865948e-06,2.734325523221669e-06,1.9416006580238196e-09,3.879848126451002e-09,2.43498171846303e-06,1.3307094594519132e-06
6.902960450361206e-06,2.727294759447726e-06,6.362076495257613e-09,7.1456966942855816e-09,2.5499336077806645e-06,1.2207771267011496e-06
6.9051977173254864e-06,2.7333424962651566e-06,2.2372669642804117e-09,6.4894756222342894e-09,2.627521066980076e-06,1.2349291981670843e-06
6.909771708289253e-06,2.7373618203038424e-06,4.57399096376829e-09,4.095502268928417e-09,2.775624728211624e-06,1.308123914253367e-06
6.9119342024729705e-06,2.7348342014992212e-06,2.162494183716637e-09,2.5555814779131502e-09,2.7487112642178173e-06,1.4609589333761877e-06
6.912347894664588e-06,2.7373662560414096e-06,4.1369219161735133e-10,2.747607237332115e-09,2.7937957367219266e-06,1.3731493818529473e-06
6.916219940459695e-06,2.739071813569965e-06,3.872045795106934e-09,1.7316125563014948e-09,2.673567068565697e-06,1.3132757360637634e-06
6.652181179826282e-06,2.6719758836583698e-06,-2.6403876063341386e-07,8.972007960874448e-08,4.043857517217013e-07,5.468332824018692e-07
6.611171338969748e-06,2.657442349647736e-06,-4.100984085653237e-08,2.445422552496393e-08,-2.8469981065560413e-08,4.04858662889954e-07
6.585428503550854e-06,2.6486681179600708e-06,-2.5742835418895427e-08,1.237960894209036e-08,-4.1425741150375806e-07,1.8024670630016664e-07
6.568972708009824e-06,2.640701669607482e-06,-1.6455795541030036e-08,9.106466997017773e-09,-4.826487111529035e-07,1.5080713160534796e-07
6.56011505858108e-06,2.6367163047670645e-06,-8.857649428743267e-09,7.192584671774416e-09,-7.319431769240643e-07,1.4467697960965357e-07
6.551010059752117e-06,2.6335284381151316e-06,-9.10499882896422e-09,3.993789386752916e-09,-7.462309397078708e-07,3.3059898718596464e-07
6.544930452416035e-06,2.6326229941339966e-06,-6.079607336080719e-09,2.3573150663754497e-09,-8.24208932262936e-07,2.128417588750358e-07
6.5342527714544e-06,2.6264720883149465e-06,-1.0677680961635188e-08,6.444307751663012e-09,-1.0410471605832064e-06,2.3321172591042473e-07
6.52931420574987e-06,2.624949707903543e-06,-4.938565704530426e-09,1.9957395276088745e-09,-1.002804891555916e-06,1.8828003999985193e-07
6.528033457205614e-06,2.624183045554021e-06,-1.280748544256291e-09,1.0121710437125767e-09,-1.1047909349884357e-06,1.8214372026255344e-07
6.522907066634313e-06,2.617927973998807e-06,-5.126390571300969e-09,6.265140626746118e-09,-1.0724916207014589e-06,4.5903587164002734e-08
6.51619144302155e-06,2.615469592901429e-06,-6.715623612762729e-09,2.4589451542729687e-09,-1.1331730817018387e-06,3.364370024227417e-08
6.512920445326624e-06,2.6130139417685395e-06,-3.270997694926619e-09,2.478258340310182e-09,-1.0919192399737274e-06,1.0205343987952688e-07
6.512617019893696e-06,2.613633786765487e-06,-3.0342543292742116e-10,4.156970016325845e-09,-1.0965836782088875e-06,1.8234566982548342e-07
6.510655315613197e-06,2.615115386013154e-06,-1.9617042804987763e-09,2.912347164770613e-09,-9.247865909781095e-07,1.714173158016038e-07
6.505949784241238e-06,2.6082880886381704e-06,-4.705531371958689e-09,7.2816248005514695e-09,-8.569990478737549e-07,9.847921027207865e-08
6.5023424819325255e-06,2.607713620902101e-06,-3.6073023087128812e-09,7.078118101347457e-10,-1.1959865313287828e-06,1.7958925272439668e-07
6.499000789972342e-06,2.6090772424257852e-06,-3.341691960183177e-09,1.3690099791104917e-09,-1.2364463370633373e-06,2.758938257692771e-07
6.502831164804472e-06,2.607027333051958e-06,3.8303748321295435e-09,2.440579189629313e-09,-1.34353184546673e-06,4.1117825449269193e-07
6.5016289407064205e-06,2.607960465340942e-06,-1.2022240980513743e-09,9.816608698078015e-10,-1.179846858963221e-06,3.751141331882867e-07
6.6155215468673605e-06,2.6453569752348314e-06,1.138926061609403e-07,5.292287853053743e-08,-6.226370986459425e-08,4.0535955742907714e-07
6.720417189853833e-06,2.6817268007054805e-06,1.0489564298647233e-07,3.95024876624911e-08,9.57605871667068e-07,6.748347940232663e-07
6.780023743620707e-06,2.6969347675940636e-06,5.960655376687432e-08,2.6078364961163057e-08,1.584001843977907e-06,8.281826629795274e-07
6.813843048310749e-06,2.7061215992537697e-06,3.381930469004147e-08,1.1840467757611674e-08,1.8989680250248953e-06,1.0997917464918898e-06
6.8318518771093295e-06,2.7108980767788455e-06,1.8008828798580605e-08,6.211562507697213e-09,2.121060959366592e-06,1.2052549244718866e-06
6.850733645554404e-06,2.715004726797947e-06,1.8881768445075026e-08,7.113774194164495e-09,2.181912695000679e-06,1.0534037410316094e-06
6.861040352153697e-06,2.716433071772026e-06,1.0306706599293146e-08,3.1297803803383177e-09,2.3309542865840684e-06,1.0693588033095207e-06
6.8722085444505865e-06,2.721547555442258e-06,1.1168192296888527e-08,5.123184896620464e-09,2.561370345980249e-06,9.474552337414932e-07
6.877671291742142e-06,2.7247531054874287e-06,5.462747291554802e-09,4.2806903106108125e-09,2.5407360582976247e-06,1.0909804593844458e-06
6.885840671581419e-06,2.7259286373469147e-06,8.169379839277413e-09,1.7157551612863565e-09,2.6350516330504986e-06,1.2281568698764755e-06
6.890997231797279e-06,2.725911710269138e-06,5.156560215859084e-09,2.3744308118464707e-09,2.7564890978042548e-06,1.1565760789836019e-06
6.8944365570663065e-06,2.7292179201978007e-06,3.4393252690293157e-09,3.5122524692947154e-09,2.6698315430623963e-06,1.1078541643211303e-06
6.899205033050749e-06,2.727480442315127e-06,4.768475984442479e-09,3.0987563530612352e-09,3.070298258864908e-06,1.382193961096713e-06
6.899788616010482e-06,2.728497109063423e-06,5.835829597327913e-10,2.032941065620746e-09,2.8660039662153526e-06,1.1563249791501551e-06
6.902502685572169e-06,2.736047576871285e-06,2.71406956168628e-09,8.28555266312782e-09,2.8179810368484612e-06,1.1006471116368055e-06
6.906275748027233e-06,2.7344000242392336e-06,3.773062455063699e-09,2.1616204371094568e-09,2.8607404091811646e-06,1.10352299098052e-06
6.910128973913745e-06,2.7362153815219916e-06,3.8532258865127174e-09,2.0861017348610577e-09,2.9356877012860543e-06,1.1130541203951057e-06
6.9119984402732345e-06,2.7362798551601966e-06,1.8694663594905834e-09,3.9478721011369584e-10,3.0101438087731627e-06,9.667302973631202e-07
6.912599654166723e-06,2.7409608351025507e-06,6.012138934873029e-10,5.965537554428461e-09,3.0710288741905937e-06,1.1255413094566104e-06
6.919140185838539e-06,2.7414542013126387e-06,6.54053167181616e-09,4.1256051311321036e-09,3.2627454355330673e-06,1.438887614129702e-06
6.658758683405115e-06,2.6724513875306896e-06,-2.603815024334232e-07,9.192515604070972e-08,5.089014243229263e-07,3.484535331452412e-07
6.609717881171188e-06,2.656457921982291e-06,-4.9040802233927913e-08,2.6042024802001235e-08,-1.2778082428229834e-07,2.1804651254185555e-07
6.583250429533412e-06,2.642669942516235e-06,-2.6467451637775432e-08,1.5197829276417066e-08,-4.118660649648295e-07,2.440353539168663e-07
6.57099694005107e-06,2.6400149947597446e-06,-1.2253489482342653e-08,3.566176400346431e-09,-3.83174644734083e-07,2.0310946796398236e-07
6.560214591407505e-06,2.634530533784036e-06,-1.078234864356394e-08,5.58486832930309e-09,-5.86747888199829e-07,3.2410698188543405e-07
6.551859778862005e-06,2.6275378371636258e-06,-8.35481254550056e-09,7.414555631404573e-09,-6.77747919159189e-07,3.4166396218524216e-07
6.542559091826661e-06,2.6234776890003865e-06,-9.300687035344405e-09,4.21933725268097e-09,-8.83641307425373e-07,3.0263263608656395e-07
6.538470112597376e-06,2.623479229587728e-06,-4.088979229284935e-09,2.313402162337548e-09,-7.261670969584212e-07,3.589419960725758e-07
6.530582207157447e-06,2.617734343197903e-06,-7.887905439929737e-09,5.7629785733958845e-09,-1.0498677386328138e-06,4.675347983469632e-07
6.525488994194954e-06,2.6130303058106507e-06,-5.093212962492262e-09,7.139611587099329e-09,-7.375250212348511e-07,2.433304113530398e-07
6.521933613612418e-06,2.6140371827625705e-06,-3.555380582535387e-09,2.577901077862281e-09,-9.799484047070054e-07,4.03515557363147e-07
6.52251209487531e-06,2.6135475885042373e-06,5.784812628917279e-10,5.012684718222167e-10,-9.133743762458794e-07,2.43164136431943e-07
6.520224076211889e-06,2.6154186819375264e-06,-2.288018663421381e-09,3.2921917730409564e-09,-9.814300342782661e-07,3.2960244505458684e-07
6.5157969354838014e-06,2.6090869911312533e-06,-4.427140728087601e-09,6.651207420617065e-09,-8.738337426488033e-07,1.812225800795335e-07
6.513080876402455e-06,2.612266711926753e-06,-2.7160590813461263e-09,3.389392615717876e-09,-9.312197772241721e-07,2.857378153377381e-07
6.50918782696408e-06,2.6100440118658228e-06,-3.893049438375156e-09,4.247270322139071e-09,-9.023211438201315e-07,1.9876135100590953e-07
6.509124726032193e-06,2.6122846184846043e-06,-6.310093188650395e-11,2.885335846540457e-09,-9.61977089618007e-07,1.165041228869112e-07
6.505888341242401e-06,2.6068791887607507e-06,-3.2363847897922407e-09,5.532320200078701e-09,-1.0389910375126577e-06,1.6703381200195116e-07
6.504764788436053e-06,2.6071772507984303e-06,-1.123552806347451e-09,4.919747677732535e-10,-1.0180556646344691e-06,3.8284210926944015e-07
6.500121505344699e-06,2.6066343817636085e-06,-4.643283091355098e-09,8.5946369734418e-10,-1.2025703771504446e-06,5.516040397035494e-07
6.619405709784587e-06,2.6486700727616957e-06,1.1928420443988821e-07,5.830366676584389e-08,-1.392802769312345e-07,2.157410560002544e-07
6.727947550189128e-06,2.67719709697199e-06,1.0854184040454157e-07,3.487856032303748e-08,1.0487724324343362e-06,5.746114150803193e-07
6.783206705070673e-06,2.6940092603631024e-06,5.5259154881544724e-08,2.013461469905358e-08,1.581940602699438e-06,6.09216160202447e-07
6.818456919669795e-06,2.7003358506156083e-06,3.525021459912172e-08,9.107118539665697e-09,1.9217546573072008e-06,8.974616136199898e-07
6.838263326850817e-06,2.7084787095539597e-06,1.980640718102138e-08,9.378653140512952e-09,2.110725358818737e-06,6.77427506831928e-07
6.855569428883732e-06,2.7135203872693017e-06,1.730610203291556e-08,8.385399064010067e-09,2.1216774124149603e-06,5.441733051770332e-07
6.865350002271953e-06,2.7152039941173206e-06,9.780573388220652e-09,2.3610124689053873e-09,2.451782367204524e-06,1.0346558471995195e-06
6.87468451587847e-06,2.719348085343898e-06,9.33451360651731e-09,5.981292974160616e-09,2.5589635019710814e-06,1.1079748391283326e-06
6.8838665991203625e-06,2.7184821043124626e-06,9.182083241892176e-09,9.372665620771686e-10,2.6638427907319947e-06,1.0229278185192887e-06
6.891251762416079e-06,2.7276315714510597e-06,7.385163295717054e-09,9.317116584730376e-09,2.7333437593688733e-06,1.0840603980316998e-06
6.893737108271131e-06,2.7294114886864328e-06,2.485345855050751e-09,1.7925138006616204e-09,2.7880778295846564e-06,1.0563037972455242e-06
6.899900171219997e-06,2.7322499353156196e-06,6.163062948868423e-09,3.085884212927623e-09,2.792630450932409e-06,1.148861048813394e-06
6.901098283644083e-06,2.731036209297849e-06,1.198112424084568e-09,1.4382817603396583e-09,2.673497112348012e-06,1.1215860066688046e-06
6.907026431690614e-06,2.7338198587744886e-06,5.928148046530614e-09,4.505130005804166e-09,2.7717812996807272e-06,8.55001365914831e-07
6.9079394933169135e-06,2.734138308668373e-06,9.130616263002323e-10,2.6663522493184515e-09,2.8718058751078565e-06,1.3311841448842117e-06
6.909431074101732e-06,2.7350497094818125e-06,1.4915807848183691e-09,3.2701740162502747e-09,2.8008984684032894e-06,1.305388466968926e-06
6.913277535621394e-06,2.73429423248814e-06,3.846461519662635e-09,3.366508118352927e-09,2.745800100712544e-06,1.0414334356163858e-06
6.9154126170663695e-06,2.7401789833464603e-06,2.1350814449752476e-09,5.935405596844609e-09,2.9013631507264703e-06,1.1363186998571277e-06
6.916721811004815e-06,2.7406932525138876e-06,1.309193938445401e-09,5.944326932039239e-10,2.768357928680119e-06,1.0228593859832085e-06
6.60511450565026e-06,2.6476864404072496e-06,0.0,0.0,0.0,0.0
6.608850159401508e-06,2.6646296433232053e-06,3.735653751248321e-09,1.8154409021086703e-08,2.0073814544423204e-07,6.235733838995697e-07
6.624561823979062e-06,2.6763080726647834e-06,1.5711664577553588e-08,1.2790283798413723e-08,2.6166923581997603e-07,7.506593919840478e-07
6.6295346218874075e-06,2.6816299510526768e-06,4.9727979083465446e-09,6.14290160614519e-09,5.856938051521259e-07,8.058939888663225e-07
6.6367527507968035e-06,2.692401738058255e-06,7.218128909395415e-09,1.0863503160287144e-08,4.3848902686986405e-07,6.700814795146936e-07
6.643955162999511e-06,2.6968132263625158e-06,7.202412202706957e-09,4.425902097375349e-09,5.367303826567312e-07,8.135795388619694e-07
6.650929471537605e-06,2.69839628689361e-06,6.9743085380954044e-09,2.7341121768718726e-09,7.339602945161981e-07,9.784164911118312e-07
6.656908505663108e-06,2.70454424011287e-06,5.979034125503031e-09,6.167577871053645e-09,5.837389755818644e-07,8.885536413742305e-07
6.657594021338523e-06,2.7061337500248075e-06,6.855156754143908e-10,2.5490277643273852e-09,7.339843158064965e-07,9.094536343195084e-07
6.665171496391402e-06,2.7077572537538085e-06,7.577475052879985e-09,4.72473510221712e-09,6.967073276036622e-07,8.87915188862685e-07
6.669278092343583e-06,2.712224299471134e-06,4.106595952180215e-09,4.543463338625382e-09,9.578021971918072e-07,1.090172729336712e-06
6.670352811916177e-06,2.7124012217365106e-06,1.0747195725947282e-09,4.678994258613672e-09,8.079091535519947e-07,1.0862571930649595e-06
6.6752048185566975e-06,2.7124862251737504e-06,4.852006640520156e-09,1.6999841574020125e-09,8.3254469253747e-07,9.443863869239541e-07
6.680569624637556e-06,2.713682479942524e-06,5.36480608085763e-09,1.2653115168932287e-09,6.703218871932448e-07,7.997226694445051e-07
6.682218211432897e-06,2.713634578033928e-06,1.6485867953427327e-09,4.1176098731117585e-10,6.362561856421139e-07,7.447787378068172e-07
6.685722434683651e-06,2.7139683632301616e-06,3.504223250753746e-09,8.76968640856961e-10,7.068264745385244e-07,7.164546495883482e-07
6.687390336274372e-06,2.7194075256264557e-06,1.6679015907200508e-09,6.4032177598098826e-09,7.760900153248752e-07,9.818656615392243e-07
6.693131940425557e-06,2.7185951915368212e-06,5.7416041511850146e-09,1.0065820165795866e-09,9.774623381047637e-07,1.0170459073274728e-06
6.693903395372265e-06,2.7198410476016625e-06,7.714549467078911e-10,1.2532026496604655e-09,9.518358701387459e-07,9.129493742113885e-07
6.695698159506847e-06,2.725524532854543e-06,1.7947641345823003e-09,5.771705981941239e-09,9.696620442342889e-07,1.065988206099868e-06
6.698455448266733e-06,2.7256311437640544e-06,2.757288759885678e-09,5.151625096273753e-09,1.082232802488406e-06,1.0615185216276598e-06
6.701211105520773e-06,2.7299151340330105e-06,2.7556572540407553e-09,5.442388176370363e-09,9.966344789438755e-07,1.032670756447975e-06
6.7008397883527284e-06,2.7292444977507007e-06,-3.7131716804603403e-10,2.3553571023737883e-09,9.681675137688877e-07,8.18651928550795e-07
6.70159989057171e-06,2.728148577737035e-06,7.601022189826835e-10,1.4689967171456194e-09,1.267084285905688e-06,1.2713095771113504e-06
6.7044781979731e-06,2.7329283158684112e-06,2.8783074013886387e-09,5.0261492648013865e-09,1.084181934574896e-06,1.246238463324415e-06
6.706625327480427e-06,2.7322530615049205e-06,2.1471295073286714e-09,1.2083465795462494e-09,1.1784707949819733e-06,1.168263494068374e-06
6.711830932098357e-06,2.730324965474721e-06,5.205604617929984e-09,3.5019549359368003e-09,1.1545689214459717e-06,1.1221697782757652e-06
6.712958689572508e-06,2.731624181098453e-06,1.12775747415063e-09,6.4168017497596405e-09,1.1035785849755026e-06,8.93529374702926e-07
6.710996215412722e-06,2.7293645025641877e-06,-1.9624741597861747e-09,2.9699418784081557e-09,1.1963062648947882e-06,1.132094707005804e-06
6.713143348909062e-06,2.732284609233086e-06,2.1471334963408335e-09,3.076660861736106e-09,1.1203934146116547e-06,1.0349626859519332e-06
6.716166349737281e-06,2.735397414582309e-06,3.0230008282191593e-09,4.9884632822259195e-09,1.3366165014177646e-06,1.1804147253966957e-06
6.71726729706279e-06,2.7347133001717916e-06,1.1009473255080092e-09,4.8414945044406684e-09,1.2588188777778474e-06,9.23369271287099e-07
6.718390606788727e-06,2.738482176013115e-06,1.1233097259381912e-09,4.381847283362638e-09,1.1620301686625333e-06,1.0400299308028243e-06
6.720871022225127e-06,2.7404485625213266e-06,2.4804154363989035e-09,2.1505871150266623e-09,1.210404993596447e-06,1.0435963194361205e-06
6.7243001563168186e-06,2.7387313056754678e-06,3.4291340916908816e-09,3.6538527505575886e-09,1.3450245457120447e-06,1.1644612224214584e-06
6.726155740915075e-06,2.73934166031312e-06,1.8555845982568607e-09,2.6760518475564248e-09,1.291575120351632e-06,1.2422364847187826e-06
6.725790435187886e-06,2.7363817523423932e-06,-3.6530572718893164e-10,5.509505011483712e-09,1.4394902779848905e-06,1.239678758919687e-06
6.7253698218114e-06,2.7352462879711554e-06,-4.206133764865396e-10,1.3607229348887123e-09,1.2954299965504944e-06,1.0940262832521128e-06
6.729472113619794e-06,2.736928183748854e-06,4.102291808394311e-09,2.4235080519482054e-09,1.3423106401263308e-06,1.0340268877921607e-06
6.730589304201555e-06,2.744457441942169e-06,1.1171905817606217e-09,8.005952094234373e-09,1.3215143718420182e-06,1.182211456340633e-06
6.848941355105796e-06,2.6914234533085847e-06,1.1835205090424147e-07,9.046306898795361e-08,2.405292228358199e-06,7.123461598135249e-07
6.835246858029502e-06,2.670322418078664e-06,-1.3694497076293905e-08,2.1208829879961436e-08,2.344618530181375e-06,5.567060615687473e-07
6.82132230267279e-06,2.6586064982648764e-06,-1.3924555356712622e-08,1.2805072534867968e-08,2.197282697999244e-06,5.611391910573316e-07
6.8130928874572345e-06,2.6527021044807776e-06,-8.229415215554207e-09,6.241255592707414e-09,2.339196105447974e-06,6.171067015385628e-07
6.805111983690918e-06,2.6495878640109526e-06,-7.980903766317385e-09,3.3885876124877226e-09,2.1994334780257402e-06,4.922277293470986e-07
6.798640107151362e-06,2.6475969322985327e-06,-6.471876539555372e-09,4.058883268914364e-09,2.0462923533046717e-06,6.564282711632429e-07
6.793001327758631e-06,2.6443939351920746e-06,-5.638779392731369e-09,3.3579590836721694e-09,2.1645958163237547e-06,5.831521986490014e-07
6.789365155973907e-06,2.6416611621997054e-06,-3.636171784724653e-09,3.087726052956214e-09,1.935746126196967e-06,5.700082729020604e-07
6.786725184052524e-06,2.6370814695087828e-06,-2.6399719213815763e-09,4.807769829272214e-09,2.0380430664523198e-06,5.335039000041784e-07
6.780578324220475e-06,2.63310997308644e-06,-6.1468598320505665e-09,4.061063247286753e-09,2.0086823575305355e-06,4.5345446166653437e-07
6.77884434065945e-06,2.6328558263766204e-06,-1.7339835610245597e-09,2.7637983536334936e-09,1.8742203180783296e-06,5.811493294973795e-07
6.773788104590239e-06,2.629326759891335e-06,-5.0562360692101695e-09,3.6426765324888993e-09,1.8674326213935823e-06,6.967951116444435e-07
6.7692373800367155e-06,2.6265145542422872e-06,-4.550724553523082e-09,2.818143499780884e-09,1.73202348257959e-06,6.112981571865931e-07
6.770097351156373e-06,2.626201026294102e-06,8.599711196569796e-10,3.348780015557728e-09,1.6368820566247756e-06,5.737264129716238e-07
6.767661772213167e-06,2.62658086374138e-06,-2.435578943205911e-09,1.4211671120717559e-09,1.800509927585821e-06,5.660478370502752e-07
6.765379395259069e-06,2.628024363059845e-06,-2.282376954098881e-09,1.6115267694456593e-09,1.663823514742298e-06,7.096936210044982e-07
6.764253508631475e-06,2.6220695058671827e-06,-1.125886627593779e-09,5.9962044174604876e-09,1.7015355124630123e-06,5.006127900549087e-07
6.7628472064378705e-06,2.616880952193463e-06,-1.4063021936042284e-09,5.1887464754808e-09,1.8157438969581366e-06,6.313251730723856e-07
6.762888069875261e-06,2.621081030409179e-06,4.086343739027283e-11,4.3129005745722794e-09,1.6276303766563296e-06,6.90172185691612e-07
