IDSmed [A],IDSmed [A],delIDS [A],delIDS [A],Gn [S],Gn [S]
mean,std,mean,std,mean,std
6.758149195599815e-06,2.621101192356105e-06,-4.738874275445852e-09,1.951157714683739e-09,1.610750191467355e-06,5.666002399929879e-07
6.757406984098979e-06,2.621063776882285e-06,-7.422115008365005e-10,6.891551596892469e-10,1.7424063033184797e-06,5.509320601635393e-07
6.756297919134357e-06,2.6172973574906086e-06,-1.1090649646225771e-09,4.9117228270118515e-09,1.7529287737109343e-06,3.889968608884378e-07
6.7526981590497974e-06,2.618657677267548e-06,-3.5997600845575695e-09,2.1821992616544177e-09,1.780793116972524e-06,5.526202706031278e-07
6.7517124383205856e-06,2.619693371120169e-06,-9.857207292124431e-10,3.4461685811635898e-09,1.6874874004534248e-06,5.83661755832463e-07
6.7531544022801294e-06,2.6185308449333055e-06,1.4419639595421817e-09,4.983206726753078e-09,1.6099781661360458e-06,4.488519251848945e-07
6.7510965269129405e-06,2.6187237098415564e-06,-2.0578753671875042e-09,3.1288005301360103e-09,1.6632821587268761e-06,5.682131480924074e-07
6.748667450059049e-06,2.6160422376171815e-06,-2.4290768538907237e-09,2.9110667521899344e-09,1.63953347596374e-06,4.961152581796761e-07
6.745270543194093e-06,2.6152162834910037e-06,-3.396906864955855e-09,3.916331725479283e-09,1.6560466780115686e-06,7.395127984324703e-07
6.74645646843904e-06,2.6163809868190024e-06,1.1859252449461483e-09,2.575273527666317e-09,1.6800589583972167e-06,5.733647995613793e-07
6.744514761074945e-06,2.6146418607669156e-06,-1.9417073640954106e-09,2.197460231526202e-09,1.6761256270005692e-06,6.38180358636764e-07
6.744110861658108e-06,2.6129012719151095e-06,-4.0389941683636945e-10,3.481262345820612e-09,1.7542919352094206e-06,7.210132503449613e-07
6.745021349623832e-06,2.6163250557134967e-06,9.104879657238902e-10,4.326137397384649e-09,1.7276512041891207e-06,6.821959311755577e-07
6.745285482043472e-06,2.6136008660088043e-06,2.641324196396055e-10,2.859747058520066e-09,1.4766257213159134e-06,6.370657745417614e-07
6.739900108617515e-06,2.607595664808815e-06,-5.3853734259558265e-09,6.40621687797607e-09,1.6000164612434293e-06,6.453673058571625e-07
6.736711017302903e-06,2.60707190097683e-06,-3.1890913146129026e-09,3.934636631589121e-09,1.5173608870929927e-06,6.489090500828647e-07
6.73733018773323e-06,2.610067547326579e-06,6.191704303266754e-10,3.0173416383860446e-09,1.6508442329671258e-06,5.683866080752014e-07
6.734417826137679e-06,2.6120640084808253e-06,-2.9123615955504062e-09,2.9672956462810246e-09,1.6604939329292017e-06,5.618681471282008e-07
6.735749330370087e-06,2.606137563096378e-06,1.3315042324071643e-09,6.3462112367632504e-09,1.5909728300565797e-06,5.771581270889566e-07
6.7342341480980394e-06,2.6075493961216107e-06,-1.5151822720473468e-09,5.079669183653147e-09,1.5062078751296462e-06,7.413896946182921e-07
6.734690423240465e-06,2.6063742480812067e-06,4.5627514242534015e-10,1.661865863002939e-09,1.4843626045321832e-06,4.854741959739268e-07
6.59880505768422e-06,2.6382498961470015e-06,-1.358853655562454e-07,7.435236906374201e-08,7.730487411617738e-08,2.765748435959673e-07
6.61268266636047e-06,2.6584009248152398e-06,1.387760867625085e-08,2.0486684498991287e-08,3.3399234388686194e-07,6.202508509965718e-07
6.626575150061909e-06,2.6775004944896567e-06,1.3892483701439488e-08,1.9102140302572457e-08,5.913904447726814e-07,9.159849370241203e-07
6.6350058308703486e-06,2.680891883438973e-06,8.430680808439416e-09,4.8544676760334585e-09,4.679718152510482e-07,7.952505930342009e-07
6.645529869306381e-06,2.687254106715655e-06,1.0524038436032268e-08,6.3670109893607395e-09,7.314745094199172e-07,8.79706450980983e-07
6.6523388931384765e-06,2.694773902629282e-06,6.809023832094846e-09,7.645462198494604e-09,8.172300676140464e-07,1.0502223482630385e-06
6.658496698819043e-06,2.6927223416413955e-06,6.1578056805677255e-09,2.763411198144164e-09,8.189685579146056e-07,7.688637379594508e-07
6.665396600319102e-06,2.697810822397428e-06,6.899901500059153e-09,5.088499710248037e-09,9.43367475001619e-07,1.1429459491011262e-06
6.670796417956968e-06,2.7055651515982144e-06,5.399817637864573e-09,8.334051509691199e-09,1.019936248918278e-06,8.847999678023796e-07
6.672106545074872e-06,2.708624077733292e-06,1.3101271179044675e-09,4.307396529927043e-09,9.098227175297305e-07,1.1592109476681723e-06
6.678049682082737e-06,2.704717040708893e-06,5.943137007865028e-09,4.115535155841842e-09,9.524887466113974e-07,1.1061570194454067e-06
6.6813524841691416e-06,2.7102889793872635e-06,3.3028020864055133e-09,5.572453769824394e-09,9.75454388673546e-07,1.3198899135407113e-06
6.683416594361852e-06,2.7095299143823244e-06,2.064110192709582e-09,1.513331539919256e-09,9.734766181958056e-07,1.0953700856930275e-06
6.687709628749872e-06,2.713862259993085e-06,4.293034388020187e-09,4.69870770819168e-09,9.816229155714426e-07,1.1731493288172428e-06
6.6894956689155385e-06,2.714180146676432e-06,1.786040165665421e-09,1.197540531687415e-09,8.416538556765712e-07,1.0625413787250928e-06
6.691157128252119e-06,2.718292546155622e-06,1.661459336581928e-09,4.819733448061593e-09,9.859604209730888e-07,1.4469847103355975e-06
6.694066350495344e-06,2.7219466045652943e-06,2.909222243225159e-09,5.164756134332778e-09,9.910030023988623e-07,1.3304344628379065e-06
6.69685339329462e-06,2.7230837124615152e-06,2.787042799275116e-09,1.3462999834752276e-09,1.1718409983206545e-06,1.323442028877368e-06
6.697909188994999e-06,2.7259392346325937e-06,1.0557957003787868e-09,6.981167476979654e-09,1.060262766647577e-06,1.2720285201439157e-06
6.699451488569602e-06,2.7247152716066877e-06,1.542299574603003e-09,5.529778846546493e-09,9.563024797374515e-07,1.114024766202284e-06
6.7030347181890535e-06,2.72764678778831e-06,3.5832296194518847e-09,2.9491852511329173e-09,1.202132220487653e-06,1.3604682180810984e-06
6.703519506788182e-06,2.7300403045387526e-06,4.84788599128128e-10,4.125208974940221e-09,1.1597752475578406e-06,1.23620256034608e-06
6.707328594258573e-06,2.7313940567807885e-06,3.809087470392444e-09,3.3220067466134014e-09,1.3926836819509897e-06,1.369597935950892e-06
6.7098462511096025e-06,2.733313405679468e-06,2.5176568510287563e-09,2.2896078374697317e-09,1.2140104576519325e-06,1.1451703968070693e-06
6.713618252736828e-06,2.733887000173544e-06,3.772001627224202e-09,9.67246935841836e-10,1.242706857575785e-06,1.5255373022603672e-06
6.7131070728353e-06,2.734158566603897e-06,-5.111799015270613e-10,2.377428089381297e-09,1.1752564655765945e-06,1.2348584273960742e-06
6.7155576305180025e-06,2.7350143449232363e-06,2.4505576827025722e-09,1.2821515537363095e-09,1.190028744019047e-06,1.3824651272425065e-06
6.717492839781795e-06,2.7373258576211086e-06,1.9352092637921024e-09,2.605000864731512e-09,1.2666546694896872e-06,1.3310463565791233e-06
6.721342339931239e-06,2.737110678505567e-06,3.849500149443145e-09,7.165227167135524e-10,1.3035986148510205e-06,1.3881980078558471e-06
6.718615251980065e-06,2.736214714797742e-06,-2.727087951171935e-09,1.2010408314403878e-09,1.3418355859370124e-06,1.5924823640733604e-06
6.721240201282822e-06,2.734464565332377e-06,2.6249493027556516e-09,2.153225246038778e-09,1.3721740403623692e-06,1.1896110988775512e-06
6.723317287731079e-06,2.73396571664501e-06,2.0770864482570817e-09,5.638130350897574e-10,1.268213916167501e-06,1.1239832617988888e-06
6.7249530418752995e-06,2.738052360934926e-06,1.6357541442214864e-09,4.5589062619621595e-09,1.3644048748400438e-06,1.2694666138027405e-06
6.727156655790423e-06,2.735885544610957e-06,2.2036139151231397e-09,2.881187524000632e-09,1.48296561553942e-06,1.4983326011245068e-06
6.728554469366811e-06,2.7388263359181188e-06,1.3978135763879634e-09,3.0919180600377176e-09,1.2366650356028512e-06,1.1036522350061302e-06
6.726855473428722e-06,2.741512679043028e-06,-1.6989959380894592e-09,2.9272361920943937e-09,1.4567420723193654e-06,1.4243428791675193e-06
6.728873785776381e-06,2.7413645962389243e-06,2.018312347660382e-09,1.3652796990700866e-09,1.3974229632841414e-06,1.187422370211649e-06
6.731084528055681e-06,2.7407039731985185e-06,2.210742279299189e-09,5.5639917424627866e-09,1.2884021049061627e-06,1.0196329631011056e-06
6.7335181284490085e-06,2.742591892056087e-06,2.4336003933280283e-09,6.3007281004336766e-09,1.4230860728597216e-06,1.070199462592683e-06
6.630340322500846e-06,2.6429559161645888e-06,0.0,0.0,0.0,0.0
6.717531062493339e-06,2.672614065821184e-06,8.719073999249351e-08,3.256102831562373e-08,9.238103088253668e-07,5.295785277325496e-07
6.767623792831345e-06,2.6881129899204975e-06,5.00927303380051e-08,2.0482844870616322e-08,1.2602374525077142e-06,4.937393757216414e-07
6.799646849973023e-06,2.6953653906685996e-06,3.202305714167808e-08,1.0939594147916037e-08,1.8684790622644636e-06,8.942787917754114e-07
6.817935424183623e-06,2.7030210548555695e-06,1.8288574210600927e-08,8.77606745516519e-09,1.986463084365369e-06,6.707648671945819e-07
6.830369174119704e-06,2.7046848763574813e-06,1.2433749936079693e-08,3.0049444457114295e-09,1.9988052220623123e-06,7.368697125935089e-07
6.840674387332688e-06,2.710391534554116e-06,1.0305213212984061e-08,5.7922267329796945e-09,2.186149420594306e-06,7.981085446133704e-07
6.850908380728103e-06,2.7141393820227233e-06,1.0233993395415612e-08,6.497055299802435e-09,2.158877286121359e-06,7.884146281071546e-07
6.855873703228242e-06,2.717271966214646e-06,4.965322500138381e-09,3.2787324512072675e-09,1.9837602932692733e-06,7.910287585671406e-07
6.863468442724411e-06,2.7191182849109587e-06,7.594739496168128e-09,1.9328834104632734e-09,2.0797614521388803e-06,8.053378865901362e-07
6.872436403538908e-06,2.7220664038876587e-06,8.967960814499047e-09,3.1676850068904525e-09,2.272928192269386e-06,6.896886127785447e-07
6.876062060288397e-06,2.721127457148185e-06,3.6256567494890793e-09,2.374130571475166e-09,2.3185954320367253e-06,1.0959725279126125e-06
6.8778559907195e-06,2.7212713356612723e-06,1.7939304311022873e-09,2.8839475060633995e-09,2.1820378581047178e-06,8.891973053094351e-07
6.881934619709601e-06,2.7236575775401254e-06,4.078628990100415e-09,3.1093595911855584e-09,2.295793792577231e-06,8.805575131721574e-07
6.883865820016484e-06,2.7271059912482445e-06,1.9312003068833138e-09,3.6929666369608324e-09,2.2665904134441518e-06,9.252800236337123e-07
6.887144763823017e-06,2.730683221836646e-06,3.2789438065340343e-09,3.6456309605691727e-09,2.486000095833383e-06,1.3387389183766482e-06
6.8875793706530745e-06,2.7322685497695263e-06,4.346068300568447e-10,3.4885346766958997e-09,2.4147040113939777e-06,1.2349226690807805e-06
6.890618175946243e-06,2.7284142795315384e-06,3.0388052931669913e-09,4.040090773453766e-09,2.48182280510657e-06,1.1499852656573973e-06
6.8957515954057355e-06,2.7340467905315645e-06,5.133419459494295e-09,6.671992938739709e-09,2.4527716543524978e-06,1.1639616427383093e-06
6.90069566843975e-06,2.7370124167645526e-06,4.944073034014138e-09,3.2493344629823025e-09,2.6346046963108397e-06,9.634482980964144e-07
6.9020067848326e-06,2.7359065303756063e-06,1.3111163928491973e-09,1.2949101626479537e-09,2.624596329745646e-06,1.1529371586523277e-06
6.903656588276548e-06,2.736333763124819e-06,1.6498034439485056e-09,1.5362209805200957e-09,2.5332253871273667e-06,1.1308654209036827e-06
6.906476360918051e-06,2.736462563925496e-06,2.819772641504432e-09,1.0181028343297653e-09,2.556105113465499e-06,1.088267379433473e-06
6.910082180311611e-06,2.738616641945798e-06,3.6058193935586388e-09,2.1793197092162485e-09,2.6981304647885407e-06,1.1343971850279129e-06
6.9111735380526324e-06,2.735864130133641e-06,1.0913577410208797e-09,3.132097327857163e-09,2.784211897925807e-06,1.058189229016968e-06
6.912132979171779e-06,2.7398558692775334e-06,9.594411191458564e-10,4.015863035455352e-09,2.5930998868325025e-06,1.0950634489764762e-06
6.915170627651511e-06,2.742498356395764e-06,3.0376484797332008e-09,2.6622302699692504e-09,2.853202004549968e-06,1.0464509703327422e-06
6.920548960471551e-06,2.7414248528383878e-06,5.3783328200408455e-09,2.5744096973189487e-09,2.743937860201017e-06,1.0874697982333873e-06
6.920862460901847e-06,2.7432957050437027e-06,3.1350043029450887e-10,1.894449551605029e-09,2.7546444710341663e-06,1.1716867474163197e-06
6.91820585879006e-06,2.742269812224275e-06,-2.6566021117867922e-09,1.063807237659762e-09,2.6160210941960594e-06,9.814682978449803e-07
6.919234668825276e-06,2.743578341474306e-06,1.028810035217134e-09,1.597106631685369e-09,2.817614533320633e-06,1.146643338658444e-06
6.9224196634247166e-06,2.7455885491197157e-06,3.184994599439939e-09,4.304769977383855e-09,2.7237447691080487e-06,1.4872441944792004e-06
6.925414282433625e-06,2.7472379228541826e-06,2.9946190089081155e-09,1.773435910331843e-09,2.943845077904329e-06,1.2496446749904362e-06
6.92884010564548e-06,2.752206633518062e-06,3.4258232118567885e-09,5.1920230048743844e-09,2.8800739391378184e-06,1.3397189920950355e-06
6.930444019497117e-06,2.7545214972173944e-06,1.60391385163511e-09,4.2576620648278384e-09,2.919600139497073e-06,1.2668067982863382e-06
6.931677122785213e-06,2.7590827800495304e-06,1.2331032880977853e-09,5.464773827405759e-09,2.95406903250925e-06,1.351504047691853e-06
6.935695521685392e-06,2.7581199605638125e-06,4.018398900176977e-09,1.7927452134527356e-09,2.9319011774205474e-06,1.385297083698929e-06
6.934668662276972e-06,2.7546645803162164e-06,-1.0268594084184557e-09,3.476471746357529e-09,2.9243503133197693e-06,1.126952707219669e-06
6.9349125065823425e-06,2.7516765037918765e-06,2.4384430537044074e-10,3.1023957911445082e-09,2.861824653881505e-06,1.1372208018971945e-06
6.9363753290848456e-06,2.754834325613692e-06,1.462822502502224e-09,3.1634276419971576e-09,2.9267628932728632e-06,1.2028749815763197e-06
6.679594315229272e-06,2.6840996845254768e-06,-2.5678101385557387e-07,9.174870526161142e-08,4.803853409697832e-07,6.074677114312876e-07
6.631501739256986e-06,2.6663837264801347e-06,-4.809257597228541e-08,2.4460071099019857e-08,-5.753453471298405e-08,1.4608816991399708e-07
6.606134017298852e-06,2.653926639644177e-06,-2.5367721958134778e-08,1.717245134919345e-08,-3.65494908495493e-07,2.5730102142377064e-07
6.5916959325126345e-06,2.6455082098285824e-06,-1.4438084786218417e-08,8.418651621651761e-09,-5.307596694752238e-07,2.759104032992129e-07
6.576579492327272e-06,2.6393895297040103e-06,-1.511644018536144e-08,6.12618043330527e-09,-6.898016963098307e-07,1.6094550867470699e-07
6.565686530130303e-06,2.6358544768541125e-06,-1.0892962196969177e-08,4.778384681525235e-09,-6.820346538640454e-07,1.0946474494670755e-07
6.560680763039017e-06,2.631106019734195e-06,-5.005767091285531e-09,4.874866155773949e-09,-6.470912253323669e-07,1.3250834980524652e-07
6.553179928870809e-06,2.6282266162969063e-06,-7.500834168208379e-09,3.99619967999998e-09,-8.311100824008087e-07,3.1119091083399255e-07
6.550016375210057e-06,2.62569015154138e-06,-3.1635536607505573e-09,2.5414509121335638e-09,-8.504312475737368e-07,4.175267219185441e-07
6.542639822695045e-06,2.6238953118880205e-06,-7.376552515013316e-09,1.8054554536081874e-09,-9.728920123014767e-07,6.017667287671334e-07
6.53775436021214e-06,2.62001100657753e-06,-4.885462482904502e-09,4.217983736699973e-09,-9.537041320602918e-07,4.935745175273904e-07
6.532485832921291e-06,2.61763869215654e-06,-5.268527290849847e-09,2.4649166808849363e-09,-1.102208615555494e-06,5.454730435840984e-07
6.529317261083634e-06,2.6146650772135006e-06,-3.1685718376561323e-09,3.1746240566373225e-09,-1.1655154239016768e-06,4.77456203935217e-07
6.529923770390349e-06,2.613219205353685e-06,6.06509306714558e-10,1.7230965647773117e-09,-1.1742881280956862e-06,3.514367730595043e-07
6.524451659890729e-06,2.6150891242445372e-06,-5.472110499619882e-09,2.450640857031722e-09,-1.296982427964361e-06,5.01332938152511e-07
6.519233793050373e-06,2.6085613723081425e-06,-5.2178668403558364e-09,6.8351856986839715e-09,-1.4415555710527562e-06,6.872078169682943e-07
6.515993243482898e-06,2.611624810434925e-06,-3.2405495674754943e-09,3.064053206370898e-09,-1.4787547093987148e-06,7.77390673593505e-07
6.513732746258794e-06,2.611096232087853e-06,-2.260497224102461e-09,1.4726884053173113e-09,-1.3142729081025467e-06,6.796157945947708e-07
6.51172238401175e-06,2.6130064955967438e-06,-2.010362247044475e-09,5.6272544621081595e-09,-1.3271528440900415e-06,5.069612759750904e-07
6.507947011669514e-06,2.6140630298508185e-06,-3.775372342237054e-09,3.445666219711021e-09,-1.3238282635724362e-06,5.379529737806084e-07
6.5083722363437004e-06,2.610953656430332e-06,4.2522467418632476e-10,3.247042613790548e-09,-1.338581069183318e-06,5.930838156520227e-07
6.506737228144693e-06,2.6059070314691234e-06,-1.6350081990067773e-09,5.346357492429744e-09,-1.4508271271167046e-06,7.279660552547201e-07
6.507852827110726e-06,2.606757866110688e-06,1.1155989660328014e-09,1.2631655678316308e-09,-1.1526731588534393e-06,7.383634342654168e-07
6.5036273266933245e-06,2.6080456693008625e-06,-4.225500417401104e-09,1.5850054174544606e-09,-1.3362577269074107e-06,6.177352900389532e-07
6.502652655526937e-06,2.60608723540571e-06,-9.746711663881081e-10,1.960439137206099e-09,-1.4419284088299392e-06,4.831760674793473e-07
6.500869000790356e-06,2.605794763188326e-06,-1.783654736580336e-09,2.51963379994329e-09,-1.4946868911873421e-06,6.521060896107269e-07
6.496532530052303e-06,2.6016782607911266e-06,-4.336470738052757e-09,4.146585128319408e-09,-1.3958189472161601e-06,6.90183706385127e-07
6.497176723553965e-06,2.6042947654123807e-06,6.441935016610697e-10,5.146391674914031e-09,-1.457418873769294e-06,5.258716050587704e-07
6.494800094227876e-06,2.600725792830146e-06,-2.3766293260882025e-09,4.566730441883785e-09,-1.3800082054132158e-06,5.744554455036542e-07
6.494657957757642e-06,2.602607529028308e-06,-1.4213647023517702e-10,1.9996741699126362e-09,-1.3609780428119818e-06,4.158364246106854e-07
6.494122041993633e-06,2.601198010601386e-06,-5.359157640078184e-10,1.409519807619717e-09,-1.433096823904433e-06,4.817570623349961e-07
6.493616678071383e-06,2.6038908446519917e-06,-5.053639222498007e-10,3.0922460621660193e-09,-1.4670536661233462e-06,5.639087325375293e-07
6.4931605944015274e-06,2.607291822462691e-06,-4.5608366985624863e-10,4.8328090160796984e-09,-1.1970269119736646e-06,2.9345580785309635e-07
6.490347419585625e-06,2.6052633923037016e-06,-2.8131748159030047e-09,3.3449287727638905e-09,-1.27632675956182e-06,4.1414017482907164e-07
