VGSmin [V]	VGSmin [V]	IDSmin [A]	IDSmin [A]	IDSmax [A]	IDSmax [A]	Ronoff	Ronoff	Res [ohm]	Res [ohm]	IDS(-0.6V) [A]	IDS(-0.6V) [A]	IDS(+0.6V) [A]	IDS(+0.6V) [A]	VGS min |gm| [V]	VGS min |gm| [V]	min |gm| [S]	min |gm| [S]	VGS min gm [V]	VGS min gm [V]	min gm [S]	min gm [S]	VGS max gm [V]	VGS max gm [V]	max gm [S]	max gm [S]
mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std
0.11	0.014142135623730944	4.40243e-06	1.7110612317558946e-06	9.7488035e-06	2.3508422549853274e-06	2.2830836458980825	0.35336249761308763	23966.150860870555	9125.131613958109	9.7488035e-06	2.3508422549853274e-06	6.437256999999999e-06	2.2784960388817877e-06	0.11	0.014142135623730944	8.453750000000836e-08	3.7529692411480453e-08	-0.6	0.0	-5.568149999999999e-05	9.517657274770911e-06	0.6	0.0	7.840349999999966e-06	1.5273506473629055e-06
0.11	0.014142135623730944	4.3963769999999995e-06	1.7053577084588434e-06	9.7255285e-06	2.271653366560245e-06	2.283768610016442	0.3691651186573925	23984.078728031538	9099.123511613192	9.7255285e-06	2.271653366560245e-06	6.426601999999999e-06	2.2705269454578157e-06	0.11	0.014142135623730944	1.077124999999965e-07	8.455229336035962e-08	-0.6	0.0	-5.555559999999995e-05	1.2754933540399193e-05	0.6	0.0	7.87867499999997e-06	1.4172894768712584e-06
0.1	0.02828427124746189	4.39043e-06	1.7011999205854673e-06	9.7249685e-06	2.258925444498888e-06	2.2870452027886286	0.37167103742924973	23996.464007427217	9109.536912989386	9.7249685e-06	2.258925444498888e-06	6.41774e-06	2.2693036507263633e-06	0.11	0.014142135623730944	1.0737500000001692e-07	1.0235370657674482e-07	-0.6	0.0	-5.5142749999999925e-05	1.2231886654355524e-05	0.6	0.0	7.832499999999993e-06	1.4158399079698685e-06
0.11	0.014142135623730944	4.3935465e-06	1.70823351173793e-06	9.751751500000001e-06	2.2744068403661863e-06	2.2921800291709014	0.37354148872669773	23999.857677301356	9151.917759460797	9.751751500000001e-06	2.2744068403661863e-06	6.415101999999999e-06	2.272436133767019e-06	0.11	0.014142135623730944	8.096250000000219e-08	4.308048064378065e-08	-0.6	0.0	-5.6186899999999975e-05	1.151226408314198e-05	0.6	0.0	7.89419999999996e-06	1.5379572490806976e-06
0.11	0.014142135623730944	4.3908750000000005e-06	1.7081974492920898e-06	9.751054999999999e-06	2.2953322513418397e-06	2.29255651668499	0.36913074109771205	23991.446398423577	9141.803791997567	9.751054999999999e-06	2.2953322513418397e-06	6.4086e-06	2.268521590626371e-06	0.11	0.014142135623730944	6.087500000001659e-08	2.103642674031477e-08	-0.6	0.0	-5.5777324999999946e-05	1.084535632246581e-05	0.6	0.0	7.889999999999972e-06	1.5120771408893043e-06
0.11	0.014142135623730944	4.38796e-06	1.7057819725275561e-06	9.7575285e-06	2.287351137102587e-06	2.2958585972817223	0.37121648091891823	24005.03146216165	9147.266665135649	9.7575285e-06	2.287351137102587e-06	6.400625e-06	2.2690660628478854e-06	0.11	0.014142135623730944	1.0975000000001367e-07	4.3840620433575843e-08	-0.6	0.0	-5.576249999999997e-05	1.1235219646273043e-05	0.6	0.0	7.880674999999984e-06	1.5634484485425245e-06
0.11	0.014142135623730944	4.3878235e-06	1.7053527587113755e-06	9.762021500000001e-06	2.2727097840913396e-06	2.297680470881291	0.3750483458514957	23987.423131495332	9139.53269131854	9.762021500000001e-06	2.2727097840913396e-06	6.3950565e-06	2.2669652486009794e-06	0.11	0.014142135623730944	8.050000000002067e-08	9.899494936614225e-09	-0.6	0.0	-5.576174999999997e-05	1.2313203934191937e-05	0.6	0.0	7.892824999999992e-06	1.5247697076116163e-06
0.11	0.014142135623730944	4.384733e-06	1.7064890793087424e-06	9.7680385e-06	2.278144606811539e-06	2.3008899931252906	0.37591776720441983	24010.36948853668	9165.827738977692	9.7680385e-06	2.278144606811539e-06	6.3892915e-06	2.269131823778535e-06	0.11	0.014142135623730944	7.216249999999645e-08	1.7695347199209393e-08	-0.6	0.0	-5.5728600000000014e-05	1.2448049197364183e-05	0.6	0.0	7.826400000000015e-06	1.460529056540834e-06
0.12000000000000001	0.02828427124746191	4.3872565e-06	1.7117450040133019e-06	9.76845e-06	2.279075866442361e-06	2.3002943219918794	0.3780133317911557	23988.45673119624	9173.55682589021	9.76845e-06	2.279075866442361e-06	6.3828e-06	2.2681199539746577e-06	0.11	0.014142135623730944	6.558750000000405e-08	7.599630130802672e-08	-0.6	0.0	-5.533942499999993e-05	1.2227184394260611e-05	0.6	0.0	7.932675000000001e-06	1.6812524382882213e-06
0.11	0.014142135623730944	4.384883e-06	1.7109155677589706e-06	9.7723285e-06	2.281468008683114e-06	2.302396865044602	0.3780576655936185	23995.871990218904	9163.332753318087	9.7723285e-06	2.281468008683114e-06	6.376513499999999e-06	2.2662298575485447e-06	0.11	0.014142135623730944	7.966249999999258e-08	9.109303108639024e-08	-0.6	0.0	-5.539499999999995e-05	1.2256281838306483e-05	0.6	0.0	7.924599999999995e-06	1.6566097669638703e-06
0.11	0.014142135623730944	4.38005e-06	1.7085538311098068e-06	9.80634e-06	2.3199607805305686e-06	2.311411555903679	0.37196157317385503	24034.145300097403	9233.46054141002	9.80634e-06	2.3199607805305686e-06	6.3707085e-06	2.267038787706223e-06	0.11	0.014142135623730944	4.783750000002274e-08	5.326281829287011e-08	-0.6	0.0	-5.6820324999999956e-05	1.0621203472829653e-05	0.6	0.0	7.81474999999998e-06	1.5284113075346996e-06
0.12000000000000001	0.02828427124746191	4.382665e-06	1.7106864651618656e-06	9.8105035e-06	2.3139737074142616e-06	2.311524297539254	0.37427447050571516	23986.983755455287	9176.467404018325	9.8105035e-06	2.3139737074142616e-06	6.36518e-06	2.266923529300889e-06	0.11	0.014142135623730944	7.41999999999933e-08	8.654987001724113e-08	-0.6	0.0	-5.6526424999999935e-05	1.1108541466423428e-05	0.6	0.0	7.857500000000006e-06	1.4958136849220435e-06
0.15	0.042426406871192854	4.3763835e-06	1.7126458580525339e-06	9.813231499999999e-06	2.290373311485378e-06	2.3173587539348963	0.3835225043835853	23995.41863235453	9179.386112063754	9.813231499999999e-06	2.290373311485378e-06	6.35742e-06	2.2653763796636536e-06	0.13	0.042426406871192854	7.774999999998415e-08	5.692209588554129e-08	-0.6	0.0	-5.637464999999992e-05	1.2491253421694745e-05	0.6	0.0	7.865249999999997e-06	1.49135891220058e-06
0.13	0.014142135623730963	4.3790765e-06	1.7143853407342529e-06	9.7963035e-06	2.299364881314947e-06	2.3114212416438784	0.37982935708501175	24007.638321524482	9215.706282957806	9.7963035e-06	2.299364881314947e-06	6.351785e-06	2.262023279307266e-06	0.12000000000000001	0.02828427124746191	1.4366250000000415e-07	4.472450391006344e-09	-0.6	0.0	-5.554184999999998e-05	1.2532548457715976e-05	0.6	0.0	7.940749999999985e-06	1.6031524943060995e-06
0.12000000000000001	0.02828427124746191	4.377828000000001e-06	1.712591410830383e-06	9.81817e-06	2.317047500592078e-06	2.3164262845397734	0.3769093390906343	24001.276167617936	9191.65592335768	9.81817e-06	2.317047500592078e-06	6.3474415e-06	2.2635032538002893e-06	0.12000000000000001	0.02828427124746191	6.287500000000065e-08	7.831207601643571e-08	-0.6	0.0	-5.653149999999996e-05	1.139361156525886e-05	0.6	0.0	7.90582499999997e-06	1.5313458006766082e-06
0.12000000000000001	0.02828427124746191	4.3743065e-06	1.7113872079820217e-06	9.8284915e-06	2.3246538482373016e-06	2.3205054473294364	0.3764321248122175	24007.896938426467	9214.77395950199	9.8284915e-06	2.3246538482373016e-06	6.340142e-06	2.2600759072318792e-06	0.12000000000000001	0.02828427124746191	1.975875000000021e-07	1.389288048336141e-07	-0.6	0.0	-5.6370749999999975e-05	1.1121021901111425e-05	0.6	0.0	7.832425000000039e-06	1.4744237047911513e-06
0.12000000000000001	0.02828427124746191	4.372205000000001e-06	1.7101632061437882e-06	9.829246500000001e-06	2.3019910759002745e-06	2.3228415535256106	0.3820605581488292	24016.34637073447	9229.232726804412	9.829246500000001e-06	2.3019910759002745e-06	6.3348265e-06	2.261407389300853e-06	0.12000000000000001	0.02828427124746191	1.2294999999999516e-07	5.4270445456059554e-08	-0.6	0.0	-5.622124999999998e-05	1.2614431422977373e-05	0.6	0.0	7.817575000000021e-06	1.5102740185972962e-06
0.12000000000000001	0.02828427124746191	4.3737835e-06	1.7164642346709412e-06	9.831254999999999e-06	2.3281420059888957e-06	2.322139993537236	0.37901469993125664	24015.956803660276	9246.333170385766	9.831254999999999e-06	2.3281420059888957e-06	6.32855e-06	2.259117070436589e-06	0.12000000000000001	0.02828427124746191	1.2945000000000943e-07	5.8972705550953226e-08	-0.6	0.0	-5.6123424999999946e-05	1.1471994351953341e-05	0.6	0.0	7.835499999999991e-06	1.584202032570316e-06
0.13	0.014142135623730963	4.3706285e-06	1.7121579543735149e-06	9.865215e-06	2.2911886056040864e-06	2.3335355058095946	0.38991938401555665	24022.224259331815	9243.094619022482	9.865215e-06	2.2911886056040864e-06	6.323946499999999e-06	2.259484058856025e-06	0.12000000000000001	0.02828427124746191	1.6578750000000015e-07	9.40982349063941e-08	-0.6	0.0	-5.717699999999997e-05	1.2872171844719865e-05	0.6	0.0	7.794899999999994e-06	1.4852777938823282e-06
0.12000000000000001	0.02828427124746191	4.371365e-06	1.7146094935838893e-06	9.8533235e-06	2.305035877700064e-06	2.3298720818721783	0.38655772572503816	24003.517422829784	9232.961200940113	9.8533235e-06	2.305035877700064e-06	6.32014e-06	2.2582063169024216e-06	0.12000000000000001	0.02828427124746191	9.975000000000527e-08	4.348706704295782e-08	-0.6	0.0	-5.657342499999996e-05	1.2794284032772152e-05	0.6	0.0	7.797000000000009e-06	1.5256535910880708e-06
0.12000000000000001	0.02828427124746191	4.369095e-06	1.7143407930070379e-06	9.8490065e-06	2.338958618420707e-06	2.3284621100062646	0.3782977851784578	24022.512411038108	9241.815540963304	9.8490065e-06	2.338958618420707e-06	6.3137234999999995e-06	2.257924181296728e-06	0.12000000000000001	0.02828427124746191	1.3508750000001415e-07	1.0983136078780296e-07	-0.6	0.0	-5.613007499999991e-05	1.1280580546286171e-05	0.6	0.0	7.925849999999956e-06	1.6388613867560332e-06
0.12	0.0	4.36877e-06	1.7152996298023267e-06	9.8634465e-06	2.3169393132545575e-06	2.3334628715675536	0.3858405653084831	24015.63617840498	9256.558614308578	9.8634465e-06	2.3169393132545575e-06	6.3104465e-06	2.2580132767511582e-06	0.13	0.014142135623730963	1.075874999999945e-07	2.345826746584208e-08	-0.6	0.0	-5.646574999999995e-05	1.228774809006918e-05	0.6	0.0	7.855249999999997e-06	1.5284113075347303e-06
0.12000000000000001	0.02828427124746191	4.3671579999999996e-06	1.714910721072674e-06	9.8641365e-06	2.3207718320085882e-06	2.334348124976711	0.3852452313907278	24016.971696893925	9233.058555247031	9.8641365e-06	2.3207718320085882e-06	6.3035464999999996e-06	2.253841346742157e-06	0.12000000000000001	0.02828427124746191	1.515374999999994e-07	1.205086731837001e-07	-0.6	0.0	-5.682049999999998e-05	1.3091374946887758e-05	0.6	0.0	7.829499999999975e-06	1.499278508149819e-06
0.13	0.014142135623730963	4.3640585e-06	1.715485598885779e-06	9.8962715e-06	2.331130946352972e-06	2.343770654809085	0.38715655600471566	24036.239738220946	9264.515381232424	9.8962715e-06	2.331130946352972e-06	6.2979569999999995e-06	2.252205808757272e-06	0.13	0.014142135623730963	1.2004999999999557e-07	9.411591257592023e-08	-0.6	0.0	-5.761839999999996e-05	1.1945720540009282e-05	0.6	0.0	7.887924999999962e-06	1.53502275593876e-06
0.13	0.014142135623730963	4.3649385e-06	1.7162591737043968e-06	9.882295e-06	2.3066883862476965e-06	2.3410904763820497	0.39203980086202656	24026.436275602384	9279.702720482634	9.882295e-06	2.3066883862476965e-06	6.291745e-06	2.24872401496671e-06	0.13	0.014142135623730963	9.892499999999499e-08	7.414014600738279e-08	-0.6	0.0	-5.6904174999999974e-05	1.3282541265181485e-05	0.6	0.0	7.818174999999996e-06	1.4556853750896854e-06
0.13	0.014142135623730963	4.36084e-06	1.714875365733615e-06	9.90293e-06	2.3485420366261285e-06	2.3464110827246314	0.38416005334354886	24036.070031817275	9274.548605474336	9.90293e-06	2.3485420366261285e-06	6.2873515e-06	2.249134844006579e-06	0.13	0.014142135623730963	1.159999999999833e-07	1.3268858748963273e-07	-0.6	0.0	-5.781324999999997e-05	1.136285242027719e-05	0.6	0.0	7.795824999999982e-06	1.4302295309669256e-06
0.13	0.014142135623730963	4.3568585e-06	1.7105881773192814e-06	9.901484999999999e-06	2.356143434523882e-06	2.347382720188949	0.38083901376987683	24046.461380307952	9271.994829595884	9.901484999999999e-06	2.356143434523882e-06	6.285959999999999e-06	2.2539127645270568e-06	0.13	0.014142135623730963	1.1399999999999927e-07	1.1055614523850757e-07	-0.6	0.0	-5.730032499999993e-05	1.094930101930031e-05	0.6	0.0	7.907825000000003e-06	1.6751713199700284e-06
0.13	0.014142135623730963	4.3595084999999994e-06	1.7157359146863188e-06	9.8260285e-06	2.2245176285263514e-06	2.3343002597809726	0.40842337223140385	24038.269456135524	9287.116533510503	9.8260285e-06	2.2245176285263514e-06	6.2814350000000004e-06	2.2542352052192783e-06	0.13	0.014142135623730963	3.221250000000033e-08	2.4554282976709986e-08	-0.6	0.0	-5.337249999999997e-05	1.8348006758228462e-05	0.6	0.0	7.855750000000032e-06	1.569423500843544e-06
0.13	0.014142135623730963	4.3557285e-06	1.7155421674282741e-06	9.9097035e-06	2.3175658098626887e-06	2.352805039600926	0.39459999568624465	24045.654946059774	9296.55101443387	9.9097035e-06	2.3175658098626887e-06	6.276603e-06	2.2529977683522016e-06	0.13	0.014142135623730963	3.1587499999976936e-08	1.7200372452334604e-08	-0.6	0.0	-5.743434999999993e-05	1.295751963320918e-05	0.6	0.0	7.917300000000006e-06	1.679378605318049e-06
0.13	0.014142135623730963	4.357107e-06	1.7176189400446191e-06	9.9028585e-06	2.3229468924675174e-06	2.3503456114631076	0.39339204785016046	24027.70887868852	9304.343241752193	9.9028585e-06	2.3229468924675174e-06	6.270487e-06	2.2502541940411975e-06	0.13	0.014142135623730963	4.558750000000086e-08	6.128848025933345e-08	-0.6	0.0	-5.671484999999998e-05	1.2996410506174372e-05	0.6	0.0	7.90117500000002e-06	1.5714387551699283e-06
0.13	0.014142135623730963	4.35398e-06	1.7169019337684952e-06	9.9085415e-06	2.343335609396251e-06	2.3525326143461784	0.38946715084317307	24039.018941418093	9307.168850127826	9.9085415e-06	2.343335609396251e-06	6.266188e-06	2.251180503924552e-06	0.13	0.014142135623730963	4.899999999997192e-09	3.8890872965009985e-09	-0.6	0.0	-5.6954399999999944e-05	1.1897637278888622e-05	0.6	0.0	7.873225000000022e-06	1.6120973950881841e-06
0.13	0.014142135623730963	4.35638e-06	1.7195705547606935e-06	9.917690000000001e-06	2.3413861160005203e-06	2.353892189083102	0.39167785671313654	24039.175844259633	9321.046502894853	9.917690000000001e-06	2.3413861160005203e-06	6.263492e-06	2.251647194400135e-06	0.13	0.014142135623730963	3.8712500000007805e-08	3.494875266017024e-08	-0.6	0.0	-5.708949999999996e-05	1.2055463512449441e-05	0.6	0.0	7.847350000000012e-06	1.588656805291811e-06
0.13	0.014142135623730963	4.3547815000000004e-06	1.7223968605650966e-06	9.9558815e-06	2.310950118817908e-06	2.366339663032445	0.4052616389180131	24050.836792032846	9344.755663433278	9.9558815e-06	2.310950118817908e-06	6.2610165e-06	2.252215001145428e-06	0.13	0.014142135623730963	2.799999999998686e-08	2.4289117933751278e-08	-0.6	0.0	-5.828007499999994e-05	1.3309977008291555e-05	0.6	0.0	7.951000000000004e-06	1.4667515962152383e-06
0.13	0.014142135623730963	4.3528215000000006e-06	1.722707987548819e-06	9.9682135e-06	2.326645060933124e-06	2.369886628903836	0.4034113423361508	24061.71298384475	9357.666804245126	9.9682135e-06	2.326645060933124e-06	6.2573965e-06	2.2587019987560336e-06	0.13	0.014142135623730963	2.2824999999977204e-08	2.16728228433601e-08	-0.6	0.0	-5.868109999999997e-05	1.3394158070591839e-05	0.6	0.0	7.877724999999997e-06	1.5809846967159558e-06
0.13	0.014142135623730963	4.3563835e-06	1.7269718414393733e-06	9.9402035e-06	2.3468824570106833e-06	2.3604486693980418	0.3970141582353276	24021.938297707748	9341.934809331435	9.9402035e-06	2.3468824570106833e-06	6.2540350000000005e-06	2.2614476943873813e-06	0.13	0.014142135623730963	4.221250000000193e-08	3.6964006986520375e-08	-0.6	0.0	-5.697267499999994e-05	1.2917674166089214e-05	0.6	0.0	7.861350000000017e-06	1.6567511883200825e-06
0.13	0.014142135623730963	4.35339e-06	1.7238372370783732e-06	9.9641615e-06	2.35071780419184e-06	2.367530458729674	0.39751075839371475	24037.620837179536	9353.212746582652	9.9641615e-06	2.35071780419184e-06	6.247823500000001e-06	2.260573003299054e-06	0.13	0.014142135623730963	1.3425000000024357e-08	1.2833988078504086e-08	-0.6	0.0	-5.892724999999992e-05	1.4180672943305589e-05	0.6	0.0	7.904175000000018e-06	1.662372687230543e-06
0.13	0.014142135623730963	4.3545715e-06	1.7275064141659502e-06	9.95664e-06	2.3705471996566528e-06	2.364566084587734	0.39366809758156995	24016.76761274515	9362.875834883387	9.95664e-06	2.3705471996566528e-06	6.2449265e-06	2.260728566790914e-06	0.13	0.014142135623730963	9.596250000001475e-08	4.9797995065091546e-08	-0.6	0.0	-5.722617499999992e-05	1.2460883185442791e-05	0.6	0.0	7.825075000000016e-06	1.588762871309013e-06
0.13	0.014142135623730963	4.3462034999999996e-06	1.7213192298305678e-06	9.9773085e-06	2.3796427141830555e-06	2.3733522136820167	0.39244690001026106	24045.80225659698	9357.499187941832	9.9773085e-06	2.3796427141830555e-06	6.23648e-06	2.253747301540259e-06	0.13	0.014142135623730963	1.1108750000000895e-07	2.946867510590737e-08	-0.6	0.0	-5.8087749999999945e-05	1.201763329965598e-05	0.6	0.0	7.788174999999972e-06	1.5313458006766082e-06
0.13	0.014142135623730963	4.34553e-06	1.721673490327942e-06	9.955855000000001e-06	2.3434579388693978e-06	2.3702560451936003	0.39980141879816145	24052.91041855768	9358.711642075108	9.955855000000001e-06	2.3434579388693978e-06	6.229086500000001e-06	2.2512816201942617e-06	0.13	0.014142135623730963	1.1566250000001053e-07	7.18950819771549e-08	-0.6	0.0	-5.703757499999997e-05	1.350513847989898e-05	0.6	0.0	7.833475000000036e-06	1.6070062262636203e-06
0.13	0.014142135623730963	4.34737e-06	1.7220270437185354e-06	9.900185e-06	2.4301633723784905e-06	2.3510082698878128	0.37225643282588095	24047.016207194138	9359.026948668645	9.900185e-06	2.4301633723784905e-06	6.225318e-06	2.2489460464960027e-06	0.13	0.014142135623730963	4.726250000000284e-08	4.124200301272036e-08	-0.6	0.0	-5.600542499999995e-05	1.1238649114161815e-05	0.6	0.0	7.906225000000023e-06	1.6413009051512016e-06
0.13	0.014142135623730963	4.344257e-06	1.7206877834749686e-06	9.9605965e-06	2.359054593142028e-06	2.3712829238897974	0.3961973164013896	24056.077073835855	9359.462116623577	9.9605965e-06	2.359054593142028e-06	6.220933e-06	2.249037970377557e-06	0.13	0.014142135623730963	4.083749999997351e-08	5.1388985322748004e-08	-0.6	0.0	-5.723482499999994e-05	1.2538877063407616e-05	0.6	0.0	7.885400000000014e-06	1.6530742330579308e-06
0.13	0.014142135623730963	4.341183e-06	1.7196412654388125e-06	9.979386500000001e-06	2.370481438726003e-06	2.3771216916328357	0.39558689766718774	24050.26406178871	9381.392923984537	9.979386500000001e-06	2.370481438726003e-06	6.2182465e-06	2.249283336430629e-06	0.13	0.014142135623730963	6.063750000000336e-08	1.207384828874724e-08	-0.6	0.0	-5.798839999999999e-05	1.2273110979698651e-05	0.6	0.0	7.912075000000003e-06	1.6632212153679886e-06
0.14	0.028284271247461894	4.34105e-06	1.7245019174526885e-06	9.9640785e-06	2.3620923238740046e-06	2.3746060916818497	0.39919384352315235	24085.099029690016	9397.696902476962	9.9640785e-06	2.3620923238740046e-06	6.2139715e-06	2.2475693095930317e-06	0.13	0.014142135623730963	1.0958750000000567e-07	3.982778945032498e-08	-0.6	0.0	-5.703759999999995e-05	1.2899183323761278e-05	0.6	0.0	7.94399999999998e-06	1.5431191285833971e-06
0.13	0.014142135623730963	4.3406635e-06	1.7248363789601898e-06	9.905545e-06	2.4419579134886823e-06	2.3562896623258114	0.37373461809668007	24057.320039121732	9398.593580685407	9.905545e-06	2.4419579134886823e-06	6.2108415e-06	2.251878418317583e-06	0.13	0.014142135623730963	1.0346250000001087e-07	4.919695430108885e-08	-0.6	0.0	-5.465474999999994e-05	1.018622673638279e-05	0.6	0.0	7.877650000000021e-06	1.6687720036002546e-06
0.13	0.014142135623730963	4.336108e-06	1.724767789602415e-06	9.9805535e-06	2.370471539231066e-06	2.381396541849438	0.4005630188227378	24070.021175625647	9410.835060102352	9.9805535e-06	2.370471539231066e-06	6.202692e-06	2.2472772744924023e-06	0.13	0.014142135623730963	1.0566250000000892e-07	3.760040308961362e-08	-0.6	0.0	-5.738167499999994e-05	1.295232239836741e-05	0.6	0.0	7.780174999999983e-06	1.5700245416075164e-06
0.13	0.014142135623730963	4.3372965e-06	1.7253214542120843e-06	9.9962485e-06	2.3518109912755536e-06	2.3856163769851975	0.40673818943591017	24076.923016400506	9422.886027318951	9.9962485e-06	2.3518109912755536e-06	6.20223e-06	2.2484015742744894e-06	0.13	0.014142135623730963	1.1191249999999893e-07	2.5685653826620526e-08	-0.6	0.0	-5.799159999999999e-05	1.3578712940481471e-05	0.6	0.0	7.884650000000003e-06	1.6588725086636682e-06
0.14	0.028284271247461894	4.335048e-06	1.724697078924296e-06	1.00027365e-05	2.363198238879781e-06	2.387957455372899	0.40491016685336656	24073.71801493835	9421.539439684168	1.00027365e-05	2.363198238879781e-06	6.195016999999999e-06	2.246308538202176e-06	0.14	0.028284271247461894	1.2698750000000994e-07	4.477753691866082e-08	-0.6	0.0	-5.8384074999999946e-05	1.3331897318508344e-05	0.6	0.0	7.80859999999997e-06	1.5984148788721843e-06
0.13	0.014142135623730963	4.3350685e-06	1.7238436010394042e-06	1.00083665e-05	2.3707359971672298e-06	2.3888348108233517	0.40304821144366737	24084.12560569756	9426.736231769059	1.00083665e-05	2.3707359971672298e-06	6.193120000000001e-06	2.246558854002717e-06	0.13	0.014142135623730963	1.4221250000000436e-07	2.8584791629477363e-08	-0.6	0.0	-5.830207499999997e-05	1.3023598761911004e-05	0.6	0.0	7.834575000000025e-06	1.501081630441887e-06
0.13	0.014142135623730963	4.3370935e-06	1.7289093140198248e-06	9.93585e-06	2.4453449549705675e-06	2.3665543605390145	0.3795659284494481	24071.40554005347	9446.503687061253	9.93585e-06	2.4453449549705675e-06	6.1884765e-06	2.2471238323208846e-06	0.13	0.014142135623730963	1.629999999999983e-07	1.7925156903087176e-08	-0.6	0.0	-5.5226324999999965e-05	1.065090195763947e-05	0.6	0.0	7.77789999999999e-06	1.575787461874189e-06
0.14	0.028284271247461894	4.3323715e-06	1.7251305353811635e-06	1.00170765e-05	2.364216472644689e-06	2.3932316505228393	0.4072643645432818	24084.519133918133	9432.599268440901	1.00170765e-05	2.364216472644689e-06	6.186485e-06	2.2476831537848034e-06	0.14	0.028284271247461894	1.4653750000000204e-07	2.6463471285903466e-08	-0.6	0.0	-5.813939999999996e-05	1.3536003690897882e-05	0.6	0.0	7.892849999999997e-06	1.6650243376599981e-06
0.14	0.0	4.3343585e-06	1.7289771962708186e-06	1.00405215e-05	2.3481722197795676e-06	2.399334576942729	0.41533771375360473	24070.27690592123	9433.755081442669	1.00405215e-05	2.3481722197795676e-06	6.18328e-06	2.2508297789610833e-06	0.15000000000000002	0.014142135623730933	1.806250000000183e-07	3.4117902192261084e-08	-0.6	0.0	-5.9150899999999956e-05	1.4400795284288973e-05	0.6	0.0	7.853999999999995e-06	1.6315781869098055e-06
0.14	0.0	4.332645e-06	1.7287601144889938e-06	1.0027028499999999e-05	2.3555162308089698e-06	2.3966127642369717	0.41260069215897466	24088.050687567935	9453.837822440077	1.0027028499999999e-05	2.3555162308089698e-06	6.1768564999999994e-06	2.246723609882733e-06	0.15000000000000002	0.014142135623730933	1.8462500000000672e-07	6.607912870189599e-08	-0.6	0.0	-5.8164674999999926e-05	1.4191173479006205e-05	0.6	0.0	7.811149999999965e-06	1.6228100628231191e-06
0.13	0.014142135623730963	4.331458500000001e-06	1.7285387900664833e-06	1.0057525e-05	2.3637236192182018e-06	2.4045515979906185	0.41386454253802235	24074.883186503346	9454.347351089493	1.0057525e-05	2.3637236192182018e-06	6.1734035000000005e-06	2.244390157504818e-06	0.15000000000000002	0.014142135623730933	1.5228749999999765e-07	2.3034003397148388e-08	-0.6	0.0	-5.9127824999999954e-05	1.3757222047392074e-05	0.6	0.0	7.862924999999992e-06	1.662089844518031e-06
0.14	0.0	4.327775e-06	1.7275820745915375e-06	1.0031975e-05	2.3723361798130553e-06	2.3998403575103033	0.40981451293172405	24089.06820423178	9478.837735218087	1.0031975e-05	2.3723361798130553e-06	6.1697430000000005e-06	2.2443852077573502e-06	0.14	0.0	9.503750000001781e-08	1.8897428727176453e-08	-0.6	0.0	-5.8197249999999935e-05	1.3480637229930926e-05	0.6	0.0	7.826149999999998e-06	1.6091629019462463e-06
0.14	0.028284271247461894	4.329863e-06	1.7288477957298617e-06	1.0049358499999999e-05	2.353974738025983e-06	2.404039731820855	0.41623581466192044	24090.034770753315	9478.597146452854	1.0049358499999999e-05	2.353974738025983e-06	6.1668619999999996e-06	2.2463014671343647e-06	0.15000000000000002	0.014142135623730933	1.7746250000000372e-07	8.879493404751689e-08	-0.6	0.0	-5.901892499999993e-05	1.4373960581942955e-05	0.6	0.0	7.818849999999967e-06	1.5919094964852682e-06
0.14	0.0	4.3230485e-06	1.7216473273770387e-06	1.0064445000000001e-05	2.379166831319318e-06	2.409585106151053	0.4092688126846512	24100.176659914105	9474.125749324307	1.0064445000000001e-05	2.379166831319318e-06	6.1629e-06	2.2431505993173977e-06	0.15000000000000002	0.014142135623730933	8.742500000000368e-08	1.6617009357905942e-08	-0.6	0.0	-5.932057499999997e-05	1.3131786099432537e-05	0.6	0.0	7.839674999999995e-06	1.6200169910374525e-06
0.15000000000000002	0.014142135623730933	4.3252184999999995e-06	1.7265588910791596e-06	1.00501935e-05	2.344916700158984e-06	2.4072100208058895	0.4187703266224066	24093.938467490698	9492.166125747599	1.00501935e-05	2.344916700158984e-06	6.1594980000000004e-06	2.243897304078331e-06	0.15000000000000002	0.014142135623730933	1.149125000000055e-07	8.96257845154838e-09	-0.6	0.0	-5.846717499999993e-05	1.5066571674115211e-05	0.6	0.0	7.78749999999998e-06	1.586747616982598e-06
0.15000000000000002	0.014142135623730933	4.3246835e-06	1.7248080946889428e-06	1.00348885e-05	2.3794305821486994e-06	2.4016678091611237	0.40765653621733566	24080.055081716357	9476.705871018296	1.00348885e-05	2.3794305821486994e-06	6.15656e-06	2.243617289792981e-06	0.15000000000000002	0.014142135623730933	1.0321250000001372e-07	3.929745936446508e-08	-0.6	0.0	-5.834574999999999e-05	1.4355328318258667e-05	0.6	0.0	7.88782499999998e-06	1.6525439029720038e-06
0.15000000000000002	0.014142135623730933	4.3219865e-06	1.72851333422236e-06	1.00595235e-05	2.3977658609848668e-06	2.409262830311947	0.4087650590430202	24108.529740678896	9513.484931322375	1.00595235e-05	2.3977658609848668e-06	6.1537384999999995e-06	2.2422193396865747e-06	0.15000000000000002	0.014142135623730933	1.485374999999996e-07	4.318654666096603e-08	-0.6	0.0	-5.889559999999998e-05	1.3117679319147846e-05	0.6	0.0	7.84717499999997e-06	1.5493063129187626e-06
