VGSmin [V]	VGSmin [V]	IDSmin [A]	IDSmin [A]	IDSmax [A]	IDSmax [A]	Ronoff	Ronoff	Res [ohm]	Res [ohm]	IDS(-0.6V) [A]	IDS(-0.6V) [A]	IDS(+0.6V) [A]	IDS(+0.6V) [A]	VGS min |gm| [V]	VGS min |gm| [V]	min |gm| [S]	min |gm| [S]	VGS min gm [V]	VGS min gm [V]	min gm [S]	min gm [S]	VGS max gm [V]	VGS max gm [V]	max gm [S]	max gm [S]
mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std	mean	std
0.16	0.028284271247461888	5.265702e-06	7.246218161565385e-07	9.668881500000001e-06	1.0345233838268228e-06	1.840105001804213	0.05675536604602312	18361.703705864376	2558.4978267893084	9.668881500000001e-06	1.0345233838268228e-06	7.036300000000001e-06	7.677525013817934e-07	0.15000000000000002	0.014142135623730954	1.4237499999998523e-07	6.508917920825182e-08	-0.6	0.0	-1.5234325000000006e-05	1.7293356994089178e-06	0.6	0.0	7.059600000000004e-06	4.043236574824575e-07
0.15000000000000002	0.014142135623730954	5.2658435e-06	7.251754807662075e-07	9.672635e-06	1.0600449888801885e-06	1.840454146159519	0.05214876427474462	18334.528655360053	2548.368440117417	9.672635e-06	1.0600449888801885e-06	7.02249e-06	7.65372379956319e-07	0.15000000000000002	0.014142135623730954	1.1666249999999238e-07	1.0923032002378109e-07	-0.6	0.0	-1.4364074999999987e-05	1.0687918997638217e-07	0.6	0.0	7.056824999999997e-06	3.914896694039343e-07
0.16	0.0	5.2644685e-06	7.259985530595083e-07	9.689566500000001e-06	1.0529293733411097e-06	1.8443057086705146	0.05433291177505864	18312.85697531155	2551.7131998976947	9.689566500000001e-06	1.0529293733411097e-06	7.0100065e-06	7.665228426893101e-07	0.16	0.0	1.7496250000000502e-07	6.040459678287468e-08	-0.6	0.0	-1.4507500000000033e-05	9.743931444750661e-07	0.6	0.0	7.105399999999998e-06	4.394668645074557e-07
0.16	0.0	5.2627465e-06	7.228802121544755e-07	9.6980885e-06	1.0490798840243292e-06	1.846509579779474	0.05429206076179597	18291.538877179493	2529.794472633348	9.6980885e-06	1.0490798840243292e-06	6.9958815e-06	7.639560450736021e-07	0.16999999999999998	0.014142135623730933	1.1899999999999668e-07	1.873832970160443e-09	-0.6	0.0	-1.3864099999999978e-05	6.351233108617097e-07	0.6	0.0	7.105399999999998e-06	4.6845824253609555e-07
0.16999999999999998	0.014142135623730933	5.262715e-06	7.219588520185899e-07	9.710735e-06	1.050428336656052e-06	1.8489016990179385	0.0540410437316406	18288.789550147158	2522.339341412266	9.710735e-06	1.050428336656052e-06	6.9837135e-06	7.641794908164576e-07	0.16999999999999998	0.014142135623730933	1.269999999999871e-07	2.6516504294500977e-08	-0.6	0.0	-1.342525000000005e-05	2.499622471494416e-07	0.6	0.0	7.06059999999999e-06	4.6775113575491973e-07
0.16999999999999998	0.014142135623730933	5.265827e-06	7.246006029531026e-07	9.7134935e-06	1.0271525027397337e-06	1.8487103654600605	0.05933049884819111	18241.596944821424	2538.481975437953	9.7134935e-06	1.0271525027397337e-06	6.9544165e-06	7.387476883243024e-07	0.16999999999999998	0.014142135623730933	6.286250000000994e-08	5.8990383220498486e-08	-0.53	0.09899494936611661	-1.2196762500000004e-05	2.639753357856062e-06	0.5800000000000001	0.028284271247461808	6.8371250000000044e-06	1.7978189911673042e-07
0.16999999999999998	0.014142135623730933	5.2578635e-06	7.157950022069865e-07	9.737395e-06	1.0540204391044793e-06	1.8555171850766627	0.052140853120772775	18239.83590183225	2517.883613691467	9.737395e-06	1.0540204391044793e-06	6.957525e-06	7.597409815509491e-07	0.16999999999999998	0.014142135623730933	1.7624999999999686e-08	2.0682873349696768e-08	-0.6	0.0	-1.3350750000000006e-05	3.0723789642560566e-07	0.6	0.0	7.030249999999989e-06	4.4441661197571906e-07
0.16999999999999998	0.014142135623730933	5.2562e-06	7.171943665269549e-07	9.7536935e-06	1.0473757566816704e-06	1.8593691115503792	0.0544410972597102	18234.445337004887	2509.0954355027993	9.7536935e-06	1.0473757566816704e-06	6.944535e-06	7.55550666765638e-07	0.16999999999999998	0.014142135623730933	1.1146249999999456e-07	3.590334681474304e-08	-0.6	0.0	-1.3494500000000025e-05	8.548920984545059e-07	0.6	0.0	6.9886749999999895e-06	3.101723895674827e-07
0.16999999999999998	0.014142135623730933	5.2562785e-06	7.186913115827273e-07	9.7591915e-06	1.052894018002049e-06	1.8603688002809697	0.05405666292215355	18202.112396374258	2498.9765235395575	9.7591915e-06	1.052894018002049e-06	6.93345e-06	7.564345502421211e-07	0.16999999999999998	0.014142135623730933	3.642500000000025e-08	2.8390337264651824e-08	-0.6	0.0	-1.288675000000003e-05	1.661700935791012e-08	0.6	0.0	7.011999999999982e-06	4.1033406512257406e-07
0.16999999999999998	0.014142135623730933	5.2530535e-06	7.144232150514845e-07	9.7678335e-06	1.0542912610016746e-06	1.8630402006958136	0.05267563122088737	18196.86978551252	2493.1780801349605	9.7678335e-06	1.0542912610016746e-06	6.9216e-06	7.56533545191487e-07	0.16999999999999998	0.014142135623730933	1.326250000000079e-07	2.846104794277541e-08	-0.6	0.0	-1.2472749999999953e-05	1.170261722863541e-07	0.6	0.0	6.910574999999972e-06	4.354717111937238e-07
0.16999999999999998	0.014142135623730933	5.2524765e-06	7.161245139670193e-07	9.7768165e-06	1.0520525609324375e-06	1.865052926799865	0.05398549803980706	18185.43010030668	2497.7208949932815	9.7768165e-06	1.0520525609324375e-06	6.910418e-06	7.563284842249429e-07	0.16999999999999998	0.014142135623730933	8.225000000001433e-08	7.788781194768451e-08	-0.6	0.0	-1.2304649999999994e-05	1.5082587642707452e-07	0.6	0.0	6.953000000000006e-06	4.2072853480598966e-07
0.18	0.0	5.252892e-06	7.161506769179232e-07	9.773360000000001e-06	1.042798654487049e-06	1.864361523769916	0.05565793334043602	18161.952014441056	2484.1248263935086	9.773360000000001e-06	1.042798654487049e-06	6.900653499999999e-06	7.559445252427587e-07	0.18	0.0	1.2471249999998631e-07	1.15558925715393e-07	-0.6	0.0	-1.1162499999999987e-05	7.34683945652828e-07	0.6	0.0	7.019524999999984e-06	3.827922559953249e-07
0.18	0.0	5.249597e-06	7.124100820454467e-07	9.7881315e-06	1.0511828195915772e-06	1.868164608223674	0.05328342008490382	18156.489708468733	2472.505584568463	9.7881315e-06	1.0511828195915772e-06	6.88781e-06	7.530404376924255e-07	0.18	0.0	1.4858749999999631e-07	4.053489623152267e-08	-0.6	0.0	-1.1422074999999968e-05	5.9503035636865843e-08	0.6	0.0	6.9703500000000086e-06	4.695189027078606e-07
0.18	0.0	5.2483580000000005e-06	7.128838435888422e-07	9.8030015e-06	1.0486372351793072e-06	1.87151748252676	0.054405080809670235	18150.095844167532	2472.0649576692604	9.8030015e-06	1.0486372351793072e-06	6.8770165000000005e-06	7.512634783513039e-07	0.18	0.0	1.3342500000000288e-07	3.2526911934575846e-08	-0.6	0.0	-1.1134149999999979e-05	7.744940574335778e-07	0.6	0.0	6.9338250000000115e-06	3.8208514921414876e-07
0.19	0.014142135623730963	5.249357e-06	7.100483453962837e-07	9.8104765e-06	1.052773809849248e-06	1.8724568335775955	0.052722850943170405	18113.518926284756	2458.560333702893	9.8104765e-06	1.052773809849248e-06	6.866835000000001e-06	7.500210917367594e-07	0.18	0.0	1.4911249999999916e-07	5.439418914277103e-08	-0.6	0.0	-1.0780249999999928e-05	1.8349420971792753e-07	0.6	0.0	6.978350000000018e-06	3.4294678887547857e-07
0.19	0.014142135623730963	5.2408035e-06	7.096007468037923e-07	9.811385e-06	1.0504990473341708e-06	1.8757384292498527	0.05352735374835106	18110.896408293793	2452.424330847966	9.811385e-06	1.0504990473341708e-06	6.8560185e-06	7.489696239531346e-07	0.19	0.014142135623730963	6.192499999998162e-08	7.838278669453057e-08	-0.53	0.09899494936611661	-1.0556075e-05	3.383505947977083e-08	0.6	0.0	6.887924999999972e-06	3.8972190245096404e-07
0.19	0.014142135623730963	5.2427885e-06	7.087918166461154e-07	9.8180885e-06	1.0435220247242023e-06	1.8763775944370957	0.05463486828639644	18108.558332468347	2445.2863283886986	9.8180885e-06	1.0435220247242023e-06	6.8460815e-06	7.476643048350644e-07	0.19	0.014142135623730963	1.0778749999999494e-07	1.4228756204426476e-07	-0.53	0.09899494936611661	-1.0592074999999988e-05	2.2521350980796e-08	0.6	0.0	6.974674999999984e-06	4.0754099333687777e-07
0.19	0.014142135623730963	5.2425900000000006e-06	7.094444762051504e-07	9.828893499999999e-06	1.0330921997017e-06	1.8786847233315649	0.05717218012411415	18083.719393337982	2442.5647830253192	9.828893499999999e-06	1.0330921997017e-06	6.8368500000000004e-06	7.443430242838319e-07	0.19	0.014142135623730963	7.480000000000817e-08	9.66968523272592e-08	-0.53	0.09899494936611661	-1.0728662499999975e-05	2.090737975273249e-07	0.6	0.0	6.91789999999999e-06	3.136018574562806e-07
0.18	0.0	5.2366e-06	7.055469036272496e-07	9.83367e-06	1.0281332598452402e-06	1.8817261670412775	0.05719604529372264	18079.711042478757	2437.819267686929	9.83367e-06	1.0281332598452402e-06	6.8251970000000004e-06	7.451774102856317e-07	0.19	0.014142135623730963	1.0582500000001013e-07	1.0192944250803195e-07	-0.53	0.09899494936611661	-1.0666887499999994e-05	9.682059601401082e-08	0.6	0.0	6.899599999999993e-06	3.063186576100228e-07
0.18	0.0	5.2362634999999995e-06	7.081766337464826e-07	9.846545e-06	1.0313223114283917e-06	1.8843673949704765	0.05789293206566585	18074.65418253895	2431.333619865764	9.846545e-06	1.0313223114283917e-06	6.8150615e-06	7.433226691985786e-07	0.19	0.014142135623730963	1.0907500000000711e-07	8.096372644586955e-08	-0.52	0.11313708498984756	-1.0681049999999951e-05	1.0599530649982458e-07	0.6	0.0	6.943575000000016e-06	3.5415443135730275e-07
0.19	0.014142135623730963	5.2359665e-06	7.051077903161334e-07	9.846595000000001e-06	1.0335567688569411e-06	1.8843639554159757	0.05636455769871411	18063.687082259006	2430.103473346579	9.846595000000001e-06	1.0335567688569411e-06	6.8060434999999995e-06	7.429945716521087e-07	0.19	0.014142135623730963	8.120000000000187e-08	4.63862048458434e-08	-0.52	0.11313708498984756	-1.019452500000002e-05	6.963234027734151e-07	0.6	0.0	6.9040750000000056e-06	3.4588128201741665e-07
0.19	0.014142135623730963	5.229115e-06	7.058834864550947e-07	9.853534999999999e-06	1.0026279182478401e-06	1.8886262318921128	0.0632080478112863	18054.81576044439	2423.3483021325155	9.853534999999999e-06	1.0026279182478401e-06	6.7958815e-06	7.424882831967786e-07	0.19	0.014142135623730963	8.195000000001367e-08	3.765343609820154e-08	-0.53	0.09899494936611661	-1.105363750000002e-05	5.412372079897104e-07	0.6	0.0	6.9009749999999835e-06	3.827922559953249e-07
0.19	0.014142135623730963	5.230924999999999e-06	6.99566194471974e-07	1.08324885e-05	2.4025812581647484e-06	2.0585515072190885	0.18399962036063242	18038.59895330671	2412.368153621085	1.08324885e-05	2.4025812581647484e-06	6.785988499999999e-06	7.399851251913782e-07	0.19	0.014142135623730963	8.453750000000835e-08	6.772315196814995e-08	-0.53	0.09899494936611665	-5.8505324999950003e-05	6.920903080271722e-05	0.6	0.0	6.878999999999974e-06	4.233448298963766e-07
0.19	0.014142135623730963	5.2275565e-06	7.023642160051296e-07	9.856961499999999e-06	1.0274806002862044e-06	1.8894271837292544	0.05730888653476457	18019.56069767588	2410.7301585394775	9.856961499999999e-06	1.0274806002862044e-06	6.777075e-06	7.380709871347063e-07	0.19	0.014142135623730963	1.2602500000001376e-07	1.147280752475413e-07	-0.46	0.0	-1.0176887499999997e-05	9.313126638312909e-07	0.6	0.0	6.864749999999995e-06	3.551090255118938e-07
0.19	0.014142135623730963	5.2251585e-06	7.004196723568668e-07	9.880745e-06	1.0444320711515898e-06	1.8946192126828523	0.054083813349730614	18026.559218484035	2398.6871731627393	9.880745e-06	1.0444320711515898e-06	6.767889999999999e-06	7.391104341030502e-07	0.19	0.014142135623730963	1.075750000000038e-07	7.990306627410174e-08	-0.45	0.014142135623730963	-1.0144662499999972e-05	8.762290455768387e-07	0.6	0.0	6.852899999999975e-06	3.6946329316997263e-07
0.2	0.0	5.224905e-06	7.008870699392309e-07	9.86889e-06	1.0212177555252358e-06	1.8927372249181293	0.058446477440746214	18018.733763988144	2402.142633792171	9.86889e-06	1.0212177555252358e-06	6.7613415e-06	7.42478383701842e-07	0.2	0.0	9.655000000001182e-08	8.432248365649144e-08	-0.45	0.014142135623730963	-1.0150825e-05	8.399367900324249e-07	0.6	0.0	6.954575000000001e-06	5.012326418440611e-07
0.2	0.0	5.223255e-06	6.979780326414294e-07	9.886758500000001e-06	1.0283757974711876e-06	1.8966136547665402	0.05655838552083601	18004.399164066734	2388.697501149985	9.886758500000001e-06	1.0283757974711876e-06	6.7524385e-06	7.370011345747713e-07	0.2	0.0	1.5246250000001667e-07	2.2680450006568704e-08	-0.46	0.0	-1.0262350000000002e-05	8.411035162213972e-07	0.6	0.0	6.874424999999981e-06	4.0457114485587274e-07
0.2	0.0	5.219217000000001e-06	6.99215469508506e-07	9.8877535e-06	1.0232916997144558e-06	1.8983926391481916	0.058264257029174524	18009.008294971056	2382.107903759411	9.8877535e-06	1.0232916997144558e-06	6.742867e-06	7.376962205406772e-07	0.2	0.0	1.2008750000001514e-07	1.4371945327601403e-08	-0.46	0.0	-1.0221174999999988e-05	9.151022408725622e-07	0.6	0.0	6.884449999999988e-06	4.755293103479475e-07
0.2	0.0	5.2199714999999995e-06	6.992600172357206e-07	9.902666500000001e-06	1.0369063336794229e-06	1.9008230378392417	0.05598942762850367	17992.68258212847	2394.5047880566353	9.902666500000001e-06	1.0369063336794229e-06	6.734538e-06	7.348465802124959e-07	0.2	0.0	1.1621250000000833e-07	4.449469420614727e-08	-0.46	0.0	-1.0252037499999982e-05	8.853507230541317e-07	0.6	0.0	6.86764999999999e-06	3.3283516190448664e-07
0.21000000000000002	0.014142135623730954	5.2140165e-06	6.951093004301551e-07	9.894935e-06	1.0074786707667808e-06	1.9017769655261736	0.060311313804684734	17977.176362719183	2375.8439819653163	9.894935e-06	1.0074786707667808e-06	6.7234135e-06	7.358344083858137e-07	0.21000000000000002	0.014142135623730954	1.147875000000103e-07	4.495431361392195e-08	-0.46	0.0	-1.0275612499999998e-05	9.329743647670704e-07	0.6	0.0	6.790349999999995e-06	3.1303617203131575e-07
0.2	0.0	5.215982e-06	6.971860730465003e-07	9.90577e-06	1.01153039262298e-06	1.903159127958529	0.06045374508213961	17976.22135875981	2384.6830422785524	9.90577e-06	1.01153039262298e-06	6.716952000000001e-06	7.342526105162996e-07	0.2	0.0	1.06287500000012e-07	9.151729515506476e-08	-0.46	0.0	-1.032488750000001e-05	9.125743341298016e-07	0.6	0.0	6.785849999999999e-06	3.783021279347948e-07
0.2	0.0	5.212316499999999e-06	6.949636364332306e-07	9.9031315e-06	1.00145907073854e-06	1.9040640012674337	0.0617376499650172	17960.4857600293	2371.7702611222944	9.9031315e-06	1.00145907073854e-06	6.7099899999999994e-06	7.338877434172068e-07	0.2	0.0	1.1383750000000482e-07	6.740495391659373e-08	-0.46	0.0	-1.03020875e-05	8.611323157984729e-07	0.6	0.0	6.79174999999997e-06	3.551090255118938e-07
0.21000000000000002	0.014142135623730954	5.206765e-06	6.956445802635135e-07	9.9202535e-06	1.00033901359714e-06	1.90947023560568	0.06298990005818281	17961.764268811356	2357.3153627701354	9.9202535e-06	1.00033901359714e-06	6.7001815e-06	7.324473669039303e-07	0.2	0.0	1.3017500000001274e-07	9.015611460129569e-08	-0.46	0.0	-1.0333549999999995e-05	9.371993277846837e-07	0.6	0.0	6.799575000000001e-06	3.3859808217121877e-07
0.2	0.0	5.210803e-06	6.953263822119801e-07	9.918121500000001e-06	9.917575657006609e-07	1.9076622037980315	0.06423007988380308	17950.455939535088	2355.197101312015	9.918121500000001e-06	9.917575657006609e-07	6.6926485e-06	7.320273454759053e-07	0.21000000000000002	0.014142135623730954	1.0833749999998598e-07	9.724486008270271e-08	-0.46	0.0	-1.0372587499999999e-05	9.179483456668311e-07	0.6	0.0	6.7897749999999845e-06	3.5648788373520817e-07
0.21000000000000002	0.014142135623730954	5.20824e-06	6.953787081137872e-07	9.943195e-06	1.0394116130051644e-06	1.9128543480140436	0.055824342258936156	17935.975277755	2355.9531148238066	9.906575e-06	9.876231123510611e-07	6.686615e-06	7.318809743721991e-07	0.21000000000000002	0.014142135623730954	1.309250000000042e-07	5.621498910433403e-08	-0.46	0.0	-1.0466825000000015e-05	9.609581156324882e-07	0.6	0.0	6.774599999999973e-06	4.418003168853318e-07
0.2	0.0	5.2047915e-06	6.927503922081172e-07	9.92256e-06	1.0066513558327927e-06	1.9104790387849506	0.06087347544870294	17946.285630794762	2339.307349982145	9.92256e-06	1.0066513558327927e-06	6.6773265e-06	7.292484158258418e-07	0.21000000000000002	0.014142135623730954	1.0503750000000584e-07	1.1743275868555342e-07	-0.46	0.0	-1.0421587499999984e-05	9.477528964938472e-07	0.6	0.0	6.701999999999981e-06	3.162888632247139e-07
0.21000000000000002	0.014142135623730954	5.2037985e-06	6.932778938668826e-07	9.92533e-06	9.848158984297525e-07	1.9116828576094553	0.06543519447095271	17931.41562325236	2346.071363506181	9.92533e-06	9.848158984297525e-07	6.67077e-06	7.310876005637084e-07	0.21000000000000002	0.014142135623730954	1.0319999999999592e-07	4.5184123317838e-08	-0.46	0.0	-1.04064125e-05	9.411414480897432e-07	0.6	0.0	6.807075000000017e-06	3.652560078219238e-07
0.21000000000000002	0.014142135623730954	5.198045e-06	6.889977765203598e-07	9.93584e-06	9.992691610372057e-07	1.915543911290239	0.06166478640890642	17927.64288173538	2337.177835991308	9.93584e-06	9.992691610372057e-07	6.662242e-06	7.30066538371675e-07	0.22	0.0	1.6808750000000524e-07	9.369164850658728e-10	-0.46	0.0	-1.0460875000000005e-05	9.467806246697123e-07	0.6	0.0	6.75485000000001e-06	3.834640074374634e-07
0.21000000000000002	0.014142135623730954	5.200595e-06	6.873997151948787e-07	9.9324015e-06	9.91177738140088e-07	1.9139823013498398	0.06239538950751383	17921.209737951638	2328.053775397014	9.9324015e-06	9.91177738140088e-07	6.653135e-06	7.273371061962944e-07	-0.18999999999999997	0.551543289325507	9.249999999995888e-08	3.535533905937615e-08	-0.46	0.0	-1.0508824999999985e-05	8.947375655743838e-07	0.6	0.0	6.683399999999976e-06	2.365272183068857e-07
0.21000000000000002	0.014142135623730954	5.1974765e-06	6.879675219401708e-07	9.9369535e-06	9.882192033676028e-07	1.9160822997253737	0.06348911596000248	17899.958619677294	2317.7504107406758	9.9352885e-06	9.858645377862521e-07	6.648805e-06	7.269312269038932e-07	0.21000000000000002	0.014142135623730954	1.0628749999999843e-07	3.293349833375301e-08	-0.46	0.0	-1.0503549999999989e-05	1.0662463153511894e-06	0.6	0.0	6.755000000000004e-06	3.1607673119036706e-07
0.21000000000000002	0.014142135623730954	5.1950085e-06	6.901765235245978e-07	9.9453665e-06	9.934334087720717e-07	1.9186375154593864	0.06366980180139449	17913.641219750592	2327.7479934320886	9.9437015e-06	9.910787431907205e-07	6.6411235e-06	7.274523646016285e-07	0.21000000000000002	0.014142135623730954	8.707499999999274e-08	5.2431967824970514e-08	-0.46	0.0	-1.0544887500000004e-05	9.019677324120298e-07	0.6	0.0	6.738849999999992e-06	3.0638936828812844e-07
0.22	0.0	5.195683e-06	6.865865423965139e-07	9.9489015e-06	1.0034248275902388e-06	1.9188333272247708	0.0604386972769922	17897.19820517176	2324.861604026878	9.932951499999999e-06	9.80868121270387e-07	6.633315e-06	7.274827701932189e-07	0.22	0.0	9.517499999999017e-08	1.1692010626921005e-07	-0.46	0.0	-1.0523499999999988e-05	8.400428560496415e-07	0.59	0.014142135623730963	6.686999999999985e-06	2.821356056934273e-07
0.22	0.0	5.19127e-06	6.789879729258837e-07	9.9570085e-06	1.0099203104822178e-06	1.9217446773266795	0.05681099470012752	17888.50795090141	2312.33262771689	9.939158500000001e-06	9.84676598393859e-07	6.626705e-06	7.247957644247102e-07	0.22	0.0	1.3055000000001182e-07	6.58316413284538e-08	-0.46	0.0	-1.0594787500000039e-05	8.621576206312369e-07	0.6	0.0	6.709174999999983e-06	2.8047390475763735e-07
0.22	0.0	5.19055e-06	6.854410294109918e-07	9.9683685e-06	1.0077707058674107e-06	1.924444312685555	0.05997868913003527	17897.06280451373	2324.7074776400436	9.9522985e-06	9.85044293920076e-07	6.6194285e-06	7.262531115007353e-07	0.22	0.0	1.2112499999998946e-07	1.2452150416697013e-07	-0.46	0.0	-1.0559425000000028e-05	9.113545749322988e-07	0.6	0.0	6.684024999999999e-06	3.20566859250898e-07
0.22	0.0	5.1926135e-06	6.888019079419713e-07	9.9737065e-06	1.0155375667519636e-06	1.924711138232261	0.05974007838241359	17877.35385146799	2326.1987811003733	9.9497065e-06	9.815964412550092e-07	6.6144585e-06	7.232974051553759e-07	-0.19	0.5798275605729689	9.32499999999995e-08	1.1985459941111672e-07	-0.45	0.014142135623730963	-1.0594662499999996e-05	9.32550100698366e-07	0.6	0.0	6.73052499999999e-06	3.382445287806008e-07
0.22	0.0	5.18556e-06	6.86582299755827e-07	9.982369999999999e-06	1.0157306069032282e-06	1.9289728094233647	0.05952452208770542	17877.655498652915	2308.3740655397414	9.964805e-06	9.908899456801452e-07	6.608851499999999e-06	7.253762990920641e-07	0.22	0.0	1.1187499999999972e-07	1.0224764055957864e-07	-0.46	0.0	-1.062650000000001e-05	9.277240969167721e-07	0.6	0.0	6.761149999999994e-06	3.478965363437716e-07
0.22	0.0	5.1861650000000005e-06	6.835431548102878e-07	9.9820035e-06	1.0618855878316174e-06	1.9279896900041047	0.04935796823191968	17868.752833985094	2310.1702187579854	9.9163215e-06	1.0306484386659207e-06	6.600448e-06	7.22500495812979e-07	0.22	0.0	6.012500000000478e-08	7.170062761233898e-08	-0.46	0.0	-1.0690037499999993e-05	9.289792114533462e-07	0.6	0.0	6.686399999999995e-06	2.768323048345534e-07
0.22999999999999998	0.014142135623730933	5.1817285e-06	6.800083280111355e-07	9.9965315e-06	1.0200701212193702e-06	1.932915659214713	0.05680124390727363	17864.67616740578	2297.9282466964182	9.9638165e-06	9.738041245263347e-07	6.5934135000000005e-06	7.210841609302627e-07	0.22	0.0	1.677124999999925e-07	2.232689661596029e-08	-0.46	0.0	-1.0705625000000035e-05	8.75928525194847e-07	0.6	0.0	6.705774999999995e-06	2.4384577349218133e-07
0.22	0.0	5.1805765e-06	6.80496231690154e-07	9.9851085e-06	1.0138376820499915e-06	1.9312203605591285	0.05797626883297575	17867.03076612845	2290.58619917299	9.9702935e-06	9.928861081234341e-07	6.5869850000000004e-06	7.224297851348599e-07	0.22	0.0	8.162499999999095e-08	4.366384373827642e-08	-0.46	0.0	-1.0643012500000017e-05	9.017909557167477e-07	0.6	0.0	6.6766e-06	2.485480335870594e-07
0.22	0.0	5.1819935e-06	6.829003947461884e-07	1.00065185e-05	1.0304122650010042e-06	1.9347149215113109	0.05611842597263238	17856.745451775958	2299.349311530085	9.9670385e-06	9.745791135585137e-07	6.58182e-06	7.225033242401033e-07	0.22	0.0	7.558750000000565e-08	2.3104714075262407e-08	-0.47	0.014142135623730904	-1.0688462499999998e-05	9.015081130042743e-07	0.6	0.0	6.677999999999975e-06	2.9373215690488425e-07
0.22	0.0	5.175305e-06	6.838641812889457e-07	1.00012285e-05	1.018716718840178e-06	1.9363909253834768	0.05903259344184322	17854.801278310082	2290.6000258613153	9.9674785e-06	9.709870111100862e-07	6.5754e-06	7.230350685395559e-07	0.22	0.0	9.894999999999675e-08	4.24264068703257e-10	-0.46	0.0	-1.0681587500000026e-05	9.430506363989822e-07	0.6	0.0	6.689099999999964e-06	3.378556200509449e-07
0.22	0.0	5.1775985e-06	6.827094759152688e-07	1.00219835e-05	1.0291041174558086e-06	1.939398887625436	0.056964996553056285	17853.448754260076	2295.53276080568	9.9802835e-06	9.701314119048507e-07	6.5686835e-06	7.232054812738222e-07	0.22	0.0	7.699999999999266e-08	1.0723274336693787e-07	-0.46	0.0	-1.0750050000000007e-05	8.974952820210702e-07	0.59	0.014142135623730963	6.608762499999984e-06	2.5160627041570607e-07
0.22999999999999998	0.014142135623730933	5.174503500000001e-06	6.793691034809429e-07	1.002317e-05	1.034681068639028e-06	1.9406297081581074	0.054830921726273824	17842.78276489454	2282.57202205572	9.97952e-06	9.729506466414417e-07	6.5623e-06	7.225881770538456e-07	0.22999999999999998	0.014142135623730933	8.937499999998423e-08	1.1271282092112409e-07	-0.46	0.0	-1.0764000000000021e-05	8.531243315015859e-07	0.6	0.0	6.673074999999982e-06	3.440428043863108e-07
0.22	0.0	5.1733785e-06	6.82232885944748e-07	1.0034298499999999e-05	1.0473262592069867e-06	1.9431503705082973	0.05380523112497849	17842.812523886314	2294.366812685687	9.9757135e-06	9.644745576553595e-07	6.55782e-06	7.227578826813303e-07	0.22	0.0	9.348749999999069e-08	1.1467504223891506e-07	-0.46	0.0	-1.0779625000000023e-05	9.007833285535392e-07	0.6	0.0	6.66417499999999e-06	3.714785474963575e-07
0.22	0.0	5.1740435e-06	6.827448312543272e-07	1.00571415e-05	1.0685635042731419e-06	1.9470939604019026	0.0504063858677985	17828.017202726787	2291.9318841915474	9.9808765e-06	9.607085069387587e-07	6.5518285e-06	7.232733635248159e-07	0.22	0.0	8.887499999999667e-08	9.705040571783885e-08	-0.46	0.0	-1.0872875000000014e-05	9.748174085438108e-07	0.6	0.0	6.7193500000000045e-06	3.80635580312729e-07
0.22	0.0	5.168287e-06	6.801094442808456e-07	1.00456535e-05	1.0515759709619174e-06	1.9471824173444516	0.05276819588611338	17832.046415962268	2279.848174349147	9.9790035e-06	9.5731863702975e-07	6.54669e-06	7.246006029531026e-07	0.22	0.0	8.808750000000596e-08	7.412246833789503e-08	-0.46	0.0	-1.0828875000000026e-05	9.099757167089766e-07	0.6	0.0	6.651749999999981e-06	3.828983220124986e-07
0.22999999999999998	0.014142135623730933	5.169676999999999e-06	6.822590488956517e-07	1.00518085e-05	1.0578621502466666e-06	1.9478384000697941	0.052434266974006584	17829.70485441564	2286.154167202054	9.988043499999999e-06	9.676848224419446e-07	6.5402665e-06	7.22837785747605e-07	0.22999999999999998	0.014142135623730933	1.2379999999998008e-07	1.0281332598451947e-07	-0.46	0.0	-1.0813425000000002e-05	8.973185053256929e-07	0.6	0.0	6.626249999999998e-06	3.876359374464741e-07
0.22	0.0	5.16577e-06	6.753294024400245e-07	1.005717e-05	1.0414268673315476e-06	1.9503757636955221	0.053374275606241584	17816.434676573488	2282.050850264935	9.9865135e-06	9.554235908561716e-07	6.534253e-06	7.204286729441024e-07	0.22	0.0	1.1471250000001182e-07	6.535434425117221e-08	-0.45	0.014142135623730963	-1.088566250000001e-05	8.533541412054733e-07	0.6	0.0	6.604999999999993e-06	2.602152954766451e-07
0.22	0.0	5.16591e-06	6.806284606582358e-07	1.00587015e-05	1.0667391687776818e-06	1.9504563568874045	0.05048422039711523	17832.62478077559	2288.588265976794	9.9820365e-06	9.583184860183488e-07	6.5294765e-06	7.217672260808877e-07	0.22	0.0	1.4466249999999962e-07	7.083442180536802e-08	-0.46	0.0	-1.0911337499999998e-05	9.146249437952327e-07	0.6	0.0	6.663824999999991e-06	3.108794963486597e-07
0.22	0.0	5.165054999999999e-06	6.789568602275106e-07	1.00932765e-05	1.105948239794476e-06	1.9569815775562276	0.04312787136365048	17812.14031363671	2276.991236182657	9.9861265e-06	9.54415256586199e-07	6.5256985e-06	7.190731492445675e-07	0.22999999999999998	0.014142135623730933	1.7125000000000625e-07	5.893735021188185e-08	-0.46	0.0	-1.0990249999999992e-05	1.0017228215679557e-06	0.6	0.0	6.713749999999998e-06	2.7421600974416583e-07
