Time,Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A)
2.25,1.81913e-05,1.79768e-05,1.78933e-05,1.75953e-05,1.74761e-05
2.26,1.81913e-05,1.79172e-05,1.78933e-05,1.77026e-05,1.75357e-05
2.27,1.81079e-05,1.78933e-05,1.77264e-05,1.76787e-05,1.75595e-05
2.28,1.8084e-05,1.79529e-05,1.77979e-05,1.77383e-05,1.75715e-05
2.29,1.80721e-05,1.7941e-05,1.78695e-05,1.76549e-05,1.74642e-05
2.3,1.80125e-05,1.78337e-05,1.78695e-05,1.76787e-05,1.75595e-05
2.31,1.81913e-05,1.79172e-05,1.78337e-05,1.77741e-05,1.76072e-05
2.32,1.82271e-05,1.80125e-05,1.78218e-05,1.77145e-05,1.75715e-05
2.33,1.81317e-05,1.78814e-05,1.79052e-05,1.77145e-05,1.75595e-05
2.34,1.80721e-05,1.79291e-05,1.77979e-05,1.77145e-05,1.76072e-05
2.35,1.8084e-05,1.80244e-05,1.77383e-05,1.77503e-05,1.76311e-05
2.36,1.81317e-05,1.79529e-05,1.77622e-05,1.77503e-05,1.75834e-05
2.37,1.81913e-05,1.78337e-05,1.78337e-05,1.77383e-05,1.7488e-05
2.38,1.81198e-05,1.7941e-05,1.78456e-05,1.76907e-05,1.75595e-05
2.39,1.81437e-05,1.80125e-05,1.78337e-05,1.77026e-05,1.76191e-05
2.4,1.81437e-05,1.78933e-05,1.77145e-05,1.77383e-05,1.75357e-05
2.41,1.81913e-05,1.7941e-05,1.77979e-05,1.76907e-05,1.74642e-05
2.42,1.81317e-05,1.79529e-05,1.78337e-05,1.76549e-05,1.75357e-05
2.43,1.8239e-05,1.79887e-05,1.77979e-05,1.78218e-05,1.75953e-05
2.44,1.81794e-05,1.79887e-05,1.77622e-05,1.77145e-05,1.76072e-05
2.45,1.81317e-05,1.79768e-05,1.77622e-05,1.76549e-05,1.74999e-05
2.46,1.81675e-05,1.79768e-05,1.78456e-05,1.7643e-05,1.75238e-05
2.47,1.81675e-05,1.79529e-05,1.77622e-05,1.76907e-05,1.75357e-05
2.48,1.82509e-05,1.79768e-05,1.77026e-05,1.77979e-05,1.74522e-05
2.49,1.82271e-05,1.80006e-05,1.77741e-05,1.77383e-05,1.75238e-05
2.5,1.8239e-05,1.79768e-05,1.78576e-05,1.76311e-05,1.74999e-05
2.51,1.81675e-05,1.79768e-05,1.78456e-05,1.77979e-05,1.76191e-05
2.52,1.81079e-05,1.79648e-05,1.77383e-05,1.77383e-05,1.75238e-05
2.53,1.80721e-05,1.79529e-05,1.77383e-05,1.77026e-05,1.75595e-05
2.54,1.83105e-05,1.79529e-05,1.7786e-05,1.76907e-05,1.7643e-05
2.55,1.82271e-05,1.79291e-05,1.78099e-05,1.77145e-05,1.76191e-05
2.56,1.81317e-05,1.80125e-05,1.77622e-05,1.77145e-05,1.75476e-05
2.57,1.81675e-05,1.80364e-05,1.78814e-05,1.77145e-05,1.7488e-05
2.58,1.81675e-05,1.80006e-05,1.78099e-05,1.77026e-05,1.75715e-05
2.59,1.81913e-05,1.79768e-05,1.78933e-05,1.77503e-05,1.76072e-05
2.6,1.82271e-05,1.80721e-05,1.78695e-05,1.77383e-05,1.75357e-05
2.61,1.82271e-05,1.80006e-05,1.77979e-05,1.76549e-05,1.75238e-05
2.62,1.81675e-05,1.7941e-05,1.78576e-05,1.76787e-05,1.7643e-05
2.63,1.81317e-05,1.79529e-05,1.79291e-05,1.76907e-05,1.76191e-05
2.64,1.80483e-05,1.80125e-05,1.78099e-05,1.78099e-05,1.75595e-05
2.65,1.81913e-05,1.79887e-05,1.77383e-05,1.77622e-05,1.75715e-05
2.66,1.82152e-05,1.79052e-05,1.7786e-05,1.77026e-05,1.76191e-05
2.67,1.82033e-05,1.79887e-05,1.77979e-05,1.76191e-05,1.75834e-05
2.68,1.81675e-05,1.79887e-05,1.77979e-05,1.77503e-05,1.75238e-05
2.69,1.81079e-05,1.80125e-05,1.7786e-05,1.77145e-05,1.75715e-05
2.7,1.81556e-05,1.79529e-05,1.78576e-05,1.76907e-05,1.76311e-05
2.71,1.82271e-05,1.79529e-05,1.78337e-05,1.77026e-05,1.75595e-05
2.72,1.82986e-05,1.79768e-05,1.78814e-05,1.77979e-05,1.76191e-05
