Time,Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A),Current SMUb (A)
0.462,2.71201e-05,2.57492e-05,2.5022e-05,2.42949e-05,2.38657e-05
0.464,2.66552e-05,2.52843e-05,2.49386e-05,2.4426e-05,2.39015e-05
0.466,2.72155e-05,2.56181e-05,2.5022e-05,2.43783e-05,2.3818e-05
0.468,2.70367e-05,2.56181e-05,2.49386e-05,2.4116e-05,2.39491e-05
0.47,2.69532e-05,2.57492e-05,2.48075e-05,2.44617e-05,2.42472e-05
0.472,2.71201e-05,2.57492e-05,2.49743e-05,2.45452e-05,2.37346e-05
0.474,2.66075e-05,2.60115e-05,2.46763e-05,2.42114e-05,2.39491e-05
0.476,2.69055e-05,2.54512e-05,2.49386e-05,2.42949e-05,2.3818e-05
0.478,2.70844e-05,2.56181e-05,2.5022e-05,2.47598e-05,2.37346e-05
0.48,2.70009e-05,2.56658e-05,2.48909e-05,2.42114e-05,2.39491e-05
0.482,2.68698e-05,2.56658e-05,2.46763e-05,2.4426e-05,2.40803e-05
0.484,2.71201e-05,2.57134e-05,2.51055e-05,2.44617e-05,2.34723e-05
0.486,2.67863e-05,2.54035e-05,2.52366e-05,2.42472e-05,2.39491e-05
0.488,2.72155e-05,2.56181e-05,2.51055e-05,2.45452e-05,2.39491e-05
0.49,2.70009e-05,2.56658e-05,2.49743e-05,2.42114e-05,2.39015e-05
0.492,2.69532e-05,2.54989e-05,2.48909e-05,2.41637e-05,2.39491e-05
0.494,2.71678e-05,2.55823e-05,2.49386e-05,2.4426e-05,2.39491e-05
0.496,2.65241e-05,2.57492e-05,2.51055e-05,2.4426e-05,2.37346e-05
0.498,2.68221e-05,2.57969e-05,2.42472e-05,2.45094e-05,2.39015e-05
0.5,2.70844e-05,2.57134e-05,2.49743e-05,2.45452e-05,2.41637e-05
0.502,2.69532e-05,2.57134e-05,2.49386e-05,2.45452e-05,2.40326e-05
0.504,2.70844e-05,2.54512e-05,2.48551e-05,2.44617e-05,2.39015e-05
0.506,2.72989e-05,2.56658e-05,2.4724e-05,2.45094e-05,2.37823e-05
0.508,2.67863e-05,2.58803e-05,2.52366e-05,2.43783e-05,2.39015e-05
0.51,2.72512e-05,2.51889e-05,2.46763e-05,2.4426e-05,2.38657e-05
0.512,2.71678e-05,2.56658e-05,2.5022e-05,2.43783e-05,2.4116e-05
0.514,2.69055e-05,2.57492e-05,2.51055e-05,2.36869e-05,2.4116e-05
0.516,2.71678e-05,2.55346e-05,2.48075e-05,2.45094e-05,2.39968e-05
0.518,2.69532e-05,2.58327e-05,2.5022e-05,2.4426e-05,2.4116e-05
0.52,2.69055e-05,2.60949e-05,2.52366e-05,2.43783e-05,2.40326e-05
0.522,2.71678e-05,2.55823e-05,2.45452e-05,2.42949e-05,2.39968e-05
0.524,2.69055e-05,2.57134e-05,2.49743e-05,2.44617e-05,2.38657e-05
0.526,2.70844e-05,2.56181e-05,2.49386e-05,2.4426e-05,2.3818e-05
0.528,2.72989e-05,2.55346e-05,2.48075e-05,2.4426e-05,2.40326e-05
0.53,2.72155e-05,2.56181e-05,2.50697e-05,2.45094e-05,2.34723e-05
0.532,2.72512e-05,2.57492e-05,2.48551e-05,2.42472e-05,2.39968e-05
0.534,2.70844e-05,2.55346e-05,2.48551e-05,2.44617e-05,2.38657e-05
0.536,2.69532e-05,2.57969e-05,2.51889e-05,2.45929e-05,2.38657e-05
0.538,2.72155e-05,2.56658e-05,2.49386e-05,2.42472e-05,2.39015e-05
0.54,2.68221e-05,2.57969e-05,2.46406e-05,2.42949e-05,2.4116e-05
